$SETUP1;Time; A:00;; A:02; A:03; A:04; A:05;;;; A:09; A:10; A:11; A:12; A:13; A:14; A:15;
$D;4053,00;37,1;;5700;11,6;3,9;656;;;;184;0,4;0,4;257;-0;-1;100;*61
$D;4054,00;37,3;;5700;11,6;3,9;656;;;;184;0,3;0,3;253;-0;0;100;*37
$D;4055,00;39,9;;5800;11,6;3,9;656;;;;184;0,3;0,0;250;-0;-2;100;*AA
$D;4056,00;42,5;;5800;11,6;3,9;656;;;;183;0,4;0,0;242;-0;-4;100;*3F
$D;4057,00;43,0;;5800;11,6;3,9;656;;;;181;0,3;0,0;236;-0;-6;100;*2F
$D;4058,00;40,7;;5800;11,6;3,9;656;;;;181;0,3;0,0;234;-0;-6;100;*E4
$D;4059,00;39,9;;5800;11,6;3,9;656;;;;180;0,3;0,0;231;-0;-5;100;*1E
$D;4060,00;38,9;;5800;11,6;3,9;656;;;;180;0,3;0,0;231;-0;-4;100;*43
$D;4061,00;37,8;;5800;11,6;3,9;656;;;;180;0,3;0,0;231;-0;-3;100;*35
$D;4062,00;37,3;;5800;11,6;3,9;657;;;;179;0,3;0,0;232;-0;-4;100;*61
$D;4063,00;36,2;;5800;11,6;3,9;657;;;;178;0,3;0,0;233;-0;-6;100;*E8
$D;4064,00;35,8;;5900;11,6;3,9;657;;;;176;0,3;0,0;236;-0;-7;100;*55
$D;4065,00;35,0;;5900;11,6;3,9;657;;;;175;0,3;0,0;241;-0;-7;100;*26
$D;4066,00;35,6;;5900;11,6;3,9;657;;;;174;0,3;0,0;244;-0;-7;100;*98
$D;4067,00;34,2;;5900;11,6;3,9;657;;;;172;0,3;0,0;252;-0;-8;100;*B5
$D;4068,00;36,5;;5900;11,6;3,9;657;;;;171;0,3;0,0;254;-0;-9;100;*12
$D;4069,00;37,1;;5900;11,6;3,9;657;;;;170;0,3;0,0;259;-0;-9;100;*7A
$D;4070,00;39,9;;5900;11,6;3,9;657;;;;168;0,3;0,0;260;-0;-10;100;*99
$D;4071,00;47,0;;5900;11,6;3,9;658;;;;168;0,3;0,0;258;-0;-11;100;*A5
$D;4072,00;47,1;;5900;11,6;3,9;658;;;;167;0,4;0,0;253;-0;-11;100;*8E
$D;4073,00;45,8;;6000;11,6;3,9;658;;;;167;0,3;0,0;252;-0;-10;100;*F6
$D;4074,00;41,4;;6000;11,6;3,9;658;;;;167;0,3;0,2;250;-0;-8;100;*9A
$D;4075,00;40,0;;6000;11,6;3,9;658;;;;167;0,3;0,0;249;-0;-7;100;*CE
$D;4076,00;37,7;;6000;11,6;3,9;658;;;;166;0,3;0,0;248;-0;-6;100;*BF
$D;4077,00;40,4;;6000;11,6;3,9;658;;;;165;0,3;0,0;248;-0;-5;100;*D8
$D;4078,00;43,1;;6000;11,6;3,9;658;;;;163;0,3;0,0;248;-0;-6;100;*89
$D;4079,00;42,3;;6000;11,6;3,9;658;;;;162;0,3;0,0;249;-0;-6;100;*15
$D;4080,00;42,1;;6000;11,6;3,9;659;;;;162;0,3;0,0;253;-0;-5;100;*59
$D;4081,00;39,5;;6100;11,6;3,9;659;;;;162;0,3;0,0;256;-0;-4;100;*24
$D;4082,00;38,7;;6100;11,6;3,9;659;;;;162;0,3;0,0;259;-0;-3;100;*83
$D;4083,00;39,9;;6100;11,6;3,9;659;;;;161;0,3;0,0;262;-0;-4;100;*CA
$D;4084,00;45,5;;6100;11,6;3,9;659;;;;160;0,3;0,0;262;-0;-6;100;*A6
$D;4085,00;47,9;;6100;11,6;3,9;659;;;;158;0,3;0,0;263;-0;-8;100;*C2
$D;4086,00;47,6;;6100;11,6;3,9;659;;;;157;0,3;0,0;268;-0;-7;100;*68
$D;4087,00;44,9;;6100;11,6;3,9;659;;;;157;0,3;0,0;269;-0;-6;100;*F4
$D;4088,00;44,1;;6200;11,6;3,9;659;;;;157;0,3;0,0;270;-0;-5;100;*30
$D;4089,00;46,7;;6200;11,6;3,9;660;;;;156;0,3;0,0;270;-0;-5;100;*64
$D;4090,00;52,4;;6200;11,6;3,9;660;;;;155;0,3;0,0;266;-0;-6;100;*81
$D;4091,00;56,3;;6200;11,6;3,9;660;;;;153;0,4;0,0;257;-0;-9;100;*44
$D;4092,00;58,9;;6200;11,6;3,9;660;;;;152;0,3;0,0;253;-0;-9;100;*92
$D;4093,00;55,0;;6200;11,6;3,9;660;;;;151;0,4;0,0;243;-0;-9;100;*33
$D;4094,00;54,1;;6200;11,6;3,9;660;;;;152;0,3;0,7;236;-0;-7;100;*AA
$D;4095,00;48,5;;6300;11,6;3,9;660;;;;152;0,3;0,7;233;-0;-5;100;*17
$D;4096,00;48,0;;6300;11,6;3,9;660;;;;152;0,4;0,0;231;-0;-4;100;*B3
$D;4097,00;50,5;;6300;11,6;3,9;660;;;;150;0,4;0,0;231;-0;-5;100;*3A
$D;4098,00;54,7;;6300;11,6;3,9;660;;;;149;0,3;0,0;237;-0;-7;100;*E5
$D;4099,00;54,0;;6300;11,6;3,9;661;;;;146;0,3;0,0;250;-0;-8;100;*6C
$D;4100,00;49,7;;6300;11,6;3,9;661;;;;145;0,3;0,0;258;-0;-8;100;*F0
$D;4101,00;47,9;;6300;11,6;3,9;661;;;;144;0,3;0,0;268;-0;-7;100;*F7
$D;4102,00;44,2;;6400;11,6;3,9;661;;;;144;0,4;0,0;271;-0;-6;100;*19
$D;4103,00;39,0;;6400;11,6;3,9;661;;;;143;0,3;0,0;276;-0;-7;100;*67
$D;4104,00;39,2;;6400;11,6;3,9;661;;;;143;0,3;0,0;275;-0;-8;100;*A7
$D;4105,00;39,8;;6400;11,6;3,9;661;;;;143;0,4;0,0;272;-0;-9;100;*7F
$D;4106,00;38,3;;6400;11,6;3,9;661;;;;143;0,4;0,0;267;-0;-8;100;*E7
$D;4107,00;38,5;;6400;11,6;3,9;661;;;;143;0,4;0,0;258;-0;-6;100;*FA
$D;4108,00;39,5;;6400;11,6;3,9;662;;;;143;0,3;0,0;252;-0;-3;100;*22
$D;4109,00;39,6;;6400;11,6;3,9;662;;;;143;0,3;0,1;239;-0;-2;100;*D5
$D;4110,00;39,8;;6500;11,6;3,9;662;;;;143;0,3;0,1;234;-0;-1;100;*13
$D;4111,00;37,3;;6500;11,6;3,9;662;;;;143;0,4;0,0;223;-0;0;100;*B3
$D;4112,00;36,3;;6500;11,6;3,9;662;;;;142;0,4;0,0;214;-0;0;100;*23
$D;4113,00;36,4;;6500;11,6;3,9;662;;;;142;0,3;0,0;210;-0;-1;100;*09
$D;4114,00;38,6;;6500;11,6;3,9;662;;;;140;0,3;0,0;202;-0;-2;100;*73
$D;4115,00;39,5;;6500;11,6;3,9;662;;;;139;0,3;0,0;194;-0;-3;100;*AB
$D;4116,00;38,5;;6500;11,6;3,9;662;;;;139;0,3;0,0;190;-0;-4;100;*0B
$D;4117,00;36,9;;6500;11,6;3,9;663;;;;139;0,4;0,2;184;-0;-4;100;*60
$D;4118,00;33,5;;6500;11,6;3,9;663;;;;139;0,3;0,4;181;-0;-3;100;*27
$D;4119,00;31,9;;6600;11,6;3,9;663;;;;140;0,4;0,4;176;-0;-3;100;*7E
$D;4120,00;31,2;;6600;11,6;3,9;663;;;;139;0,4;0,0;170;-0;-3;100;*E8
$D;4121,00;30,5;;6600;11,6;3,9;663;;;;139;0,4;0,0;168;-0;-3;100;*8F
$D;4122,00;31,2;;6600;11,6;3,9;663;;;;137;0,4;0,0;164;-0;-4;100;*51
$D;4123,00;30,3;;6600;11,6;3,9;663;;;;137;0,4;0,0;163;-0;-3;100;*40
$D;4124,00;26,0;;6600;11,6;3,9;663;;;;137;0,3;0,0;164;-0;-2;100;*A2
$D;4125,00;23,8;;6600;11,6;3,9;664;;;;137;0,4;0,1;165;-0;-1;100;*C0
$D;4126,00;25,3;;6600;11,6;3,9;664;;;;137;0,5;0,0;166;-0;-1;100;*95
$D;4127,00;27,9;;6600;11,6;3,9;664;;;;136;0,4;0,0;167;-0;-3;100;*EC
$D;4128,00;28,0;;6600;11,6;3,9;664;;;;135;0,4;0,0;169;-0;-4;100;*48
$D;4129,00;24,8;;6600;11,6;3,9;664;;;;135;0,5;0,0;171;-0;-4;100;*C2
$D;4130,00;22,8;;6600;11,6;3,9;664;;;;134;0,3;0,0;176;-0;-4;100;*61
$D;4131,00;23,8;;6700;11,6;3,9;664;;;;134;0,3;0,0;179;-0;-3;100;*7C
$D;4132,00;26,6;;6700;11,6;3,9;664;;;;133;0,4;0,0;183;-0;-3;100;*18
$D;4133,00;28,0;;6700;11,6;3,9;665;;;;132;0,3;0,0;188;-0;-4;100;*E9
$D;4134,00;28,5;;6700;11,6;3,9;665;;;;132;0,3;0,0;192;-0;-5;100;*30
$D;4135,00;28,2;;6700;11,6;3,9;665;;;;131;0,4;0,0;198;-0;-5;100;*BA
$D;4136,00;28,8;;6700;11,6;3,9;665;;;;131;0,4;0,0;201;-0;-5;100;*92
$D;4137,00;29,7;;6700;11,6;3,9;665;;;;130;0,4;0,0;206;-0;-4;100;*5F
$D;4138,00;30,8;;6700;11,6;3,9;665;;;;129;0,4;0,0;212;-0;-5;100;*96
$D;4139,00;31,1;;6700;11,6;3,9;665;;;;128;0,3;0,0;214;-0;-5;100;*BD
$D;4140,00;31,4;;6700;11,6;3,9;665;;;;128;0,4;0,0;221;-0;-5;100;*44
$D;4141,00;31,1;;6700;11,6;3,9;665;;;;128;0,4;0,0;227;-0;-5;100;*76
$D;4142,00;33,2;;6700;11,6;3,9;666;;;;128;0,4;0,0;229;-0;-4;100;*3A
$D;4143,00;36,5;;6800;11,6;3,9;666;;;;127;0,3;0,0;233;-0;-4;100;*33
$D;4144,00;39,4;;6800;11,6;3,9;666;;;;125;0,4;0,0;234;-0;-5;100;*CE
$D;4145,00;43,6;;6800;11,6;3,9;666;;;;125;0,3;0,0;239;-0;-5;100;*4B
$D;4146,00;43,6;;6800;11,6;3,9;666;;;;125;0,4;0,1;243;-0;-5;100;*57
$D;4147,00;43,0;;6800;11,6;3,9;666;;;;125;0,3;0,3;245;-0;-4;100;*AF
$D;4148,00;46,3;;6800;11,6;3,9;666;;;;125;0,4;0,0;244;-0;-3;100;*B8
$D;4149,00;48,5;;6800;11,6;3,9;666;;;;124;0,3;0,0;241;-0;-3;100;*ED
$D;4150,00;51,1;;6900;11,6;3,9;667;;;;123;0,3;0,0;239;-0;-4;100;*49
$D;4151,00;49,1;;6900;11,6;3,9;667;;;;123;0,4;0,0;237;-0;-4;100;*2E
$D;4152,00;46,1;;6900;11,6;3,9;667;;;;122;0,3;0,0;238;-0;-4;100;*A6
$D;4153,00;43,6;;6900;11,6;3,9;667;;;;122;0,4;0,0;242;-0;-3;100;*BE
$D;4154,00;44,1;;6900;11,6;3,9;667;;;;122;0,3;0,0;246;-0;-2;100;*A9
$D;4155,00;44,5;;6900;11,6;3,9;667;;;;122;0,4;0,0;248;-0;-2;100;*1F
$D;4156,00;48,6;;6900;11,6;3,9;667;;;;120;0,3;0,0;252;-0;-4;100;*14
$D;4157,00;50,4;;6900;11,6;3,9;667;;;;118;0,4;0,0;253;-0;-6;100;*06
$D;4158,00;51,2;;7000;11,6;3,9;667;;;;118;0,3;0,0;254;-0;-6;100;*2F
$D;4159,00;50,6;;7000;11,6;3,9;667;;;;118;0,4;0,1;254;-0;-5;100;*D1
$D;4160,00;49,2;;7000;11,6;3,9;668;;;;118;0,3;0,0;253;-0;-4;100;*2F
$D;4161,00;48,5;;7000;11,6;3,9;668;;;;118;0,4;0,0;252;-0;-4;100;*80
$D;4162,00;47,2;;7000;11,6;3,9;668;;;;117;0,3;0,0;250;-0;-4;100;*DB
$D;4163,00;47,3;;7000;11,6;3,9;668;;;;117;0,3;0,0;250;-0;-4;100;*27
$D;4164,00;48,1;;7000;11,6;3,9;668;;;;117;0,4;0,0;246;-0;-5;100;*0F
$D;4165,00;47,1;;7100;11,6;3,9;668;;;;116;0,3;0,0;245;-0;-4;100;*C2
$D;4166,00;45,9;;7100;11,6;3,9;668;;;;116;0,3;0,0;241;-0;-2;100;*4A
$D;4167,00;45,4;;7100;11,6;3,9;668;;;;116;0,3;0,0;235;-0;-2;100;*32
$D;4168,00;44,4;;7100;11,6;3,9;669;;;;116;0,3;0,0;232;-0;-2;100;*45
$D;4169,00;41,4;;7100;11,6;3,9;669;;;;115;0,4;0,0;225;-0;-3;100;*42
$D;4170,00;43,3;;7100;11,6;3,9;669;;;;113;0,3;0,0;214;-0;-3;100;*C1
$D;4171,00;43,8;;7100;11,6;3,9;669;;;;112;0,3;0,0;208;-0;-5;100;*68
$D;4172,00;43,1;;7100;11,6;3,9;669;;;;111;0,3;0,0;196;-0;-5;100;*75
$D;4173,00;41,0;;7200;11,6;3,9;669;;;;111;0,3;0,0;191;-0;-5;100;*0D
$D;4174,00;36,5;;7200;11,6;3,9;669;;;;111;0,3;0,1;184;-0;-4;100;*C0
$D;4175,00;34,0;;7200;11,6;3,9;669;;;;111;0,4;0,0;175;-0;-4;100;*2E
$D;4176,00;33,7;;7200;11,6;3,9;669;;;;110;0,3;0,0;171;-0;-5;100;*FA
$D;4177,00;36,7;;7200;11,6;3,9;669;;;;109;0,3;0,0;162;-0;-6;100;*90
$D;4178,00;37,6;;7200;11,6;3,9;670;;;;108;0,3;0,0;153;-0;-6;100;*15
$D;4179,00;33,6;;7200;11,6;3,9;670;;;;108;0,3;0,0;148;-0;-6;100;*15
$D;4180,00;31,4;;7200;11,6;3,9;670;;;;108;0,3;0,1;141;-0;-4;100;*41
$D;4181,00;27,7;;7200;11,6;3,9;670;;;;108;0,3;0,0;138;-0;-3;100;*CC
$D;4182,00;29,7;;7300;11,6;3,9;670;;;;107;0,3;0,0;132;-0;-3;100;*D0
$D;4183,00;31,5;;7300;11,6;3,9;670;;;;106;0,3;0,0;125;-0;-4;100;*A9
$D;4184,00;34,8;;7300;11,6;3,9;670;;;;105;0,4;0,0;121;-0;-6;100;*D5
$D;4185,00;34,6;;7300;11,6;3,9;670;;;;104;0,3;0,0;115;-0;-6;100;*96
$D;4186,00;33,1;;7300;11,6;3,9;670;;;;103;0,3;0,0;113;-0;-5;100;*1B
$D;4187,00;29,1;;7300;11,6;3,9;671;;;;103;0,3;0,0;109;-0;-4;100;*FF
$D;4188,00;28,6;;7300;11,6;3,9;671;;;;103;0,3;0,0;107;-0;-4;100;*2E
$D;4189,00;30,5;;7300;11,6;3,9;671;;;;102;0,3;0,0;106;-0;-5;100;*B3
$D;4190,00;33,0;;7300;11,6;3,9;671;;;;101;0,3;0,0;105;-0;-6;100;*14
$D;4191,00;32,8;;7300;11,6;3,9;671;;;;100;0,3;0,0;106;-0;-7;100;*9C
$D;4192,00;30,6;;7400;11,6;3,9;671;;;;100;0,3;0,0;107;-0;-6;100;*55
$D;4193,00;31,2;;7400;11,6;3,9;671;;;;101;0,3;0,2;110;-0;-4;100;*E8
$D;4194,00;30,9;;7400;11,6;3,9;671;;;;100;0,3;0,0;112;-0;-3;100;*03
$D;4195,00;32,5;;7400;11,6;3,9;671;;;;100;0,3;0,0;116;-0;-3;100;*CE
$D;4196,00;33,7;;7400;11,6;3,9;672;;;;98;0,3;0,0;122;-0;-4;100;*7A
$D;4197,00;36,1;;7400;11,6;3,9;672;;;;97;0,4;0,0;125;-0;-5;100;*17
$D;4198,00;34,7;;7400;11,6;3,9;672;;;;96;0,3;0,0;132;-0;-6;100;*45
$D;4199,00;33,8;;7400;11,6;3,9;672;;;;96;0,3;0,0;141;-0;-5;100;*9E
$D;4200,00;31,0;;7400;11,6;3,9;672;;;;96;0,3;0,0;144;-0;-4;100;*5A
$D;4201,00;31,3;;7400;11,6;3,9;672;;;;96;0,3;0,0;152;-0;-3;100;*AD
$D;4202,00;31,9;;7400;11,6;3,9;672;;;;95;0,3;0,0;156;-0;-4;100;*FD
$D;4203,00;34,4;;7500;11,6;3,9;672;;;;94;0,3;0,0;164;-0;-5;100;*FB
$D;4204,00;36,2;;7500;11,6;3,9;672;;;;93;0,3;0,0;173;-0;-6;100;*51
$D;4205,00;37,0;;7500;11,6;3,9;673;;;;93;0,3;0,0;178;-0;-5;100;*24
$D;4206,00;34,0;;7500;11,6;3,9;673;;;;92;0,4;0,0;188;-0;-5;100;*AE
$D;4207,00;32,8;;7500;11,6;3,9;673;;;;92;0,4;0,0;197;-0;-4;100;*DB
$D;4208,00;32,0;;7500;11,6;3,9;673;;;;91;0,3;0,0;201;-0;-4;100;*96
$D;4209,00;31,6;;7500;11,6;3,9;673;;;;91;0,3;0,0;208;-0;-5;100;*87
$D;4210,00;31,2;;7500;11,6;3,9;673;;;;91;0,3;0,0;211;-0;-5;100;*F5
$D;4211,00;34,8;;7500;11,6;3,9;673;;;;90;0,3;0,0;217;-0;-5;100;*8F
$D;4212,00;36,9;;7500;11,6;3,9;673;;;;88;0,3;0,0;223;-0;-6;100;*6F
$D;4213,00;37,1;;7600;11,6;3,9;673;;;;87;0,3;0,0;225;-0;-6;100;*5B
$D;4214,00;35,7;;7600;11,6;3,9;673;;;;86;0,3;0,0;229;-0;-6;100;*B3
$D;4215,00;33,5;;7600;11,6;3,9;674;;;;86;0,3;0,0;231;-0;-5;100;*99
$D;4216,00;34,8;;7600;11,6;3,9;674;;;;86;0,3;0,0;232;-0;-5;100;*07
$D;4217,00;37,1;;7600;11,6;3,9;674;;;;85;0,4;0,0;231;-0;-6;100;*F6
$D;4218,00;43,2;;7600;11,6;3,9;674;;;;84;0,3;0,0;229;-0;-6;100;*56
$D;4219,00;49,0;;7600;11,6;3,9;674;;;;82;0,3;0,0;223;-0;-8;100;*16
$D;4220,00;47,7;;7600;11,6;3,9;674;;;;81;0,3;0,0;219;-0;-8;100;*33
$D;4221,00;43,0;;7700;11,6;3,9;674;;;;81;0,3;0,0;212;-0;-7;100;*1A
$D;4222,00;40,5;;7700;11,6;3,9;674;;;;81;0,3;0,0;207;-0;-6;100;*9C
$D;4223,00;39,4;;7700;11,6;3,9;674;;;;80;0,3;0,0;205;-0;-5;100;*F2
$D;4224,00;41,2;;7700;11,6;3,9;675;;;;80;0,3;0,0;201;-0;-6;100;*2F
$D;4225,00;42,2;;7700;11,6;3,9;675;;;;78;0,3;0,0;199;-0;-7;100;*23
$D;4226,00;43,6;;7700;11,6;3,9;675;;;;77;0,3;0,0;198;-0;-7;100;*C3
$D;4227,00;41,9;;7700;11,6;3,9;675;;;;76;0,3;0,0;201;-0;-7;100;*5D
$D;4228,00;40,8;;7700;11,6;3,9;675;;;;76;0,3;0,0;203;-0;-6;100;*6C
$D;4229,00;36,6;;7700;11,6;3,9;675;;;;75;0,3;0,0;210;-0;-5;100;*47
$D;4230,00;36,4;;7800;11,6;3,9;675;;;;74;0,3;0,0;219;-0;-6;100;*7F
$D;4231,00;36,6;;7800;11,6;3,9;675;;;;74;0,3;0,0;225;-0;-7;100;*CF
$D;4232,00;36,8;;7800;11,6;3,9;675;;;;72;0,3;0,0;234;-0;-8;100;*43
$D;4233,00;37,0;;7800;11,6;3,9;676;;;;70;0,3;0,0;245;-0;-8;100;*16
$D;4234,00;37,3;;7800;11,6;3,9;676;;;;70;0,3;0,0;249;-0;-8;100;*D7
$D;4235,00;39,3;;7800;11,6;3,9;676;;;;69;0,3;0,0;253;-0;-8;100;*E8
$D;4236,00;40,8;;7800;11,6;3,9;676;;;;67;0,3;0,0;252;-0;-8;100;*86
$D;4237,00;45,4;;7800;11,6;3,9;676;;;;67;0,3;0,0;247;-0;-9;100;*9F
$D;4238,00;48,7;;7800;11,6;3,9;676;;;;65;0,3;0,0;237;-0;-9;100;*E0
$D;4239,00;52,5;;7900;11,6;3,9;676;;;;64;0,4;0,0;232;-0;-10;100;*F7
$D;4240,00;54,4;;7900;11,6;3,9;676;;;;63;0,4;0,0;215;-0;-10;100;*B3
$D;4241,00;54,9;;7900;11,6;3,9;676;;;;61;0,4;0,0;197;-0;-10;100;*CE
$D;4242,00;50,9;;7900;11,6;3,9;676;;;;61;0,3;0,0;188;-0;-9;100;*35
$D;4243,00;49,9;;7900;11,6;3,9;677;;;;61;0,4;0,0;172;-0;-9;100;*4E
$D;4244,00;49,2;;7900;11,6;3,9;677;;;;60;0,4;0,0;165;-0;-8;100;*DC
$D;4245,00;48,1;;8000;11,6;3,9;677;;;;59;0,3;0,0;153;-0;-8;100;*4B
$D;4246,00;47,4;;8000;11,6;3,9;677;;;;59;0,3;0,0;144;-0;-7;100;*09
$D;4247,00;46,2;;8000;11,6;3,9;677;;;;58;0,3;0,0;139;-0;-7;100;*94
$D;4248,00;45,1;;8000;11,6;3,9;677;;;;58;0,3;0,0;132;-0;-6;100;*C7
$D;4249,00;45,8;;8000;11,6;3,9;677;;;;57;0,4;0,0;129;-0;-5;100;*6D
$D;4250,00;46,1;;8000;11,6;3,9;677;;;;57;0,3;0,0;123;-0;-5;100;*20
$D;4251,00;46,7;;8000;11,6;3,9;677;;;;56;0,4;0,0;117;-0;-5;100;*2A
$D;4252,00;45,7;;8000;11,6;3,9;678;;;;55;0,3;0,0;116;-0;-5;100;*81
$D;4253,00;45,3;;8100;11,6;3,9;678;;;;55;0,3;0,0;116;-0;-5;100;*BD
$D;4254,00;45,5;;8100;11,6;3,9;678;;;;54;0,3;0,0;118;-0;-5;100;*01
$D;4255,00;46,4;;8100;11,6;3,9;678;;;;54;0,4;0,0;118;-0;-4;100;*FD
$D;4256,00;48,6;;8100;11,6;3,9;678;;;;53;0,3;0,0;119;-0;-5;100;*DC
$D;4257,00;51,4;;8100;11,6;3,9;678;;;;52;0,3;0,0;120;-0;-5;100;*F9
$D;4258,00;53,7;;8100;11,6;3,9;678;;;;51;0,3;0,0;120;-0;-6;100;*E5
$D;4259,00;52,2;;8100;11,6;3,9;678;;;;50;0,3;0,0;120;-0;-6;100;*7A
$D;4260,00;48,7;;8200;11,6;3,9;679;;;;50;0,3;0,0;119;-0;-6;100;*6E
$D;4261,00;48,9;;8200;11,6;3,9;679;;;;49;0,4;0,0;117;-0;-6;100;*05
$D;4262,00;50,1;;8200;11,6;3,9;679;;;;47;0,3;0,0;109;-0;-6;100;*9D
$D;4263,00;48,5;;8200;11,6;3,9;679;;;;46;0,4;0,0;103;-0;-8;100;*68
$D;4264,00;48,6;;8200;11,6;3,9;679;;;;42;0,4;0,0;89;-0;-10;100;*37
$D;4265,00;57,3;;8200;11,6;3,9;679;;;;36;0,4;0,0;78;-0;-13;100;*60
$D;4266,00;62,7;;8200;11,6;3,9;679;;;;32;0,4;0,0;59;-0;-18;100;*5E
$D;4267,00;67,0;;8300;11,6;3,9;679;;;;22;0,4;0,0;36;-0;-25;100;*66
$D;4268,00;70,8;;8300;11,6;3,9;680;;;;20;0,4;0,0;28;-0;-30;100;*7C
$D;4269,00;60,3;;8300;11,6;3,9;680;;;;17;0,3;0,0;28;-0;-32;100;*6D
$D;4270,00;56,3;;8300;11,4;3,8;681;;;;18;19,2;0,9;41;-0;-32;100;*AA
$D;4271,00;47,2;;8300;11,0;3,7;686;;;;19;30,6;1,5;49;-0;-30;100;*89
$D;4272,00;49,3;;8300;10,9;3,7;692;;;;23;29,4;3,8;66;-0;-25;100;*9A
$D;4273,00;48,9;;8400;10,8;3,7;707;;;;31;30,1;5,3;75;-0;-17;100;*95
$D;4274,00;50,1;;8400;10,8;3,7;712;;;;37;30,2;7,9;91;-0;-6;100;*15
$D;4275,00;49,2;;8400;10,8;3,6;722;;;;46;30,2;8,0;103;-0;8;100;*82
$D;4276,00;54,7;;8400;10,7;3,6;733;;;;52;30,4;8,2;109;-0;24;100;*7A
$D;4277,00;56,5;;8400;10,7;3,6;737;;;;61;29,7;7,4;120;-0;38;100;*FE
$D;4278,00;50,0;;8400;10,7;3,6;748;;;;72;30,6;7,8;127;-0;49;100;*52
$D;4279,00;47,7;;8400;10,7;3,6;753;;;;78;30,8;9,1;139;-0;58;100;*BD
$D;4280,00;44,1;;8400;10,6;3,6;763;;;;89;31,0;8,6;150;-0;66;100;*6B
$D;4281,00;38,5;;8500;10,6;3,6;775;;;;99;31,1;8,4;154;-0;71;100;*A8
$D;4282,00;38,2;;8500;10,6;3,6;780;;;;103;31,0;6,8;164;-0;74;100;*AB
$D;4283,00;38,9;;8500;10,6;3,6;790;;;;110;30,2;5,8;173;-0;72;100;*2C
$D;4284,00;41,2;;8500;10,6;3,6;795;;;;113;29,8;5,4;179;-0;69;100;*3C
$D;4285,00;42,8;;8500;10,6;3,6;806;;;;120;29,6;5,7;194;-0;67;100;*31
$D;4286,00;40,3;;8500;10,6;3,6;816;;;;129;29,7;6,2;201;-0;65;100;*A4
$D;4287,00;43,1;;8500;11,2;3,6;821;;;;133;13,4;6,6;212;-0;64;100;*B4
$D;4288,00;42,3;;8500;11,2;3,8;822;;;;139;0,3;4,5;220;-0;64;100;*A1
$D;4289,00;34,8;;8500;11,3;3,8;822;;;;141;0,4;2,7;223;-0;55;100;*92
$D;4290,00;34,1;;8500;11,3;3,8;822;;;;141;0,3;0,3;225;-0;48;100;*6C
$D;4291,00;33,6;;8600;11,3;3,8;822;;;;140;0,4;0,0;226;-0;40;100;*9E
$D;4292,00;31,7;;8600;11,4;3,8;823;;;;140;0,3;0,0;227;-0;33;100;*1B
$D;4293,00;30,3;;8600;11,4;3,8;823;;;;140;0,4;0,0;230;-0;27;100;*9F
$D;4294,00;30,6;;8600;11,4;3,8;823;;;;139;0,3;0,0;232;-0;21;100;*DE
$D;4295,00;34,1;;8600;11,4;3,8;823;;;;138;0,3;0,0;236;-0;14;100;*8E
$D;4296,00;35,7;;8600;11,4;3,8;823;;;;136;0,3;0,0;240;-0;6;100;*0E
$D;4297,00;36,4;;8600;11,4;3,8;823;;;;135;0,3;0,0;243;-0;-1;100;*61
$D;4298,00;34,8;;8600;11,4;3,8;823;;;;134;0,3;0,0;249;-0;-6;100;*B2
$D;4299,00;33,0;;8600;11,4;3,8;823;;;;134;0,3;0,0;252;-0;-6;100;*AF
$D;4300,00;30,8;;8600;11,4;3,8;823;;;;134;0,3;0,0;257;-0;-6;100;*03
$D;4301,00;30,4;;8700;11,4;3,8;824;;;;134;0,4;0,0;261;-0;-6;100;*AC
$D;4302,00;31,3;;8700;11,5;3,8;824;;;;133;0,4;0,0;264;-0;-7;100;*F8
$D;4303,00;36,9;;8700;11,5;3,8;824;;;;131;0,4;0,0;270;-0;-7;100;*E0
$D;4304,00;36,8;;8700;11,5;3,8;824;;;;129;0,3;0,0;279;-0;-8;100;*8D
$D;4305,00;35,1;;8700;11,5;3,8;824;;;;128;0,4;0,0;284;-0;-8;100;*0A
$D;4306,00;32,4;;8700;11,5;3,8;824;;;;128;0,3;0,0;295;-0;-7;100;*F1
$D;4307,00;28,6;;8700;11,5;3,8;824;;;;128;0,3;0,0;299;-0;-6;100;*08
$D;4308,00;30,4;;8700;11,5;3,8;824;;;;128;0,4;0,0;304;-0;-6;100;*E5
$D;4309,00;33,5;;8700;11,5;3,8;824;;;;125;0,4;0,0;315;-0;-7;100;*D7
$D;4310,00;38,4;;8700;11,5;3,8;825;;;;124;0,3;0,0;320;-0;-9;100;*1B
$D;4311,00;40,4;;8700;11,5;3,8;825;;;;123;0,3;0,0;329;-0;-10;100;*EF
$D;4312,00;37,3;;8800;11,5;3,8;825;;;;123;0,4;0,0;334;-0;-8;100;*34
$D;4313,00;36,3;;8800;11,5;3,8;825;;;;123;0,3;0,0;341;-0;-6;100;*F5
$D;4314,00;37,1;;8800;11,5;3,8;825;;;;122;0,3;0,0;345;-0;-5;100;*FB
$D;4315,00;42,0;;8800;11,5;3,8;825;;;;120;0,3;0,0;346;-0;-6;100;*9E
$D;4316,00;45,7;;8800;11,5;3,8;825;;;;119;0,3;0,0;347;-0;-8;100;*F9
$D;4317,00;45,9;;8800;11,5;3,8;825;;;;118;0,3;0,0;348;-0;-9;100;*9C
