$SETUP1;Time;;;;;;;;;;;;;;;;;
$SETUP2;sec;;;;;;;;;;;;;;;;;
$D;635,94;;;;;;;;;;;;92,6;;;;-2,0;
$D;636,05;5,0;;;;;;;;;;;;;;;-2,1;
$D;636,16;;100,0;;;;;;;;;;;;;;-2,2;
$D;636,27;;;11,7;;;;;;;;;;;;;-2,4;
$D;636,36;;;;56,7;;;;;;;;;;;;-2,5;
$D;636,48;;;;;0,1;;;;;;;;;;;-2,7;
$D;636,59;;;;;;0,0;;;;;;;;;;-2,8;
$D;636,70;;;;;;;100,0;;;;;;;;;-2,9;
$D;636,81;;;;;;;;-15,0;;;;;;;;-3,0;
$D;636,92;;;;;;;;;175,0;;;;;;;-3,1;
$D;637,00;;;;;;;;;;0,0;;;;;;-3,2;
$D;637,11;;;;;;;;;;;13,0;;;;;-3,2;
$D;637,22;;;;;;;;;;;;92,6;;;;-3,3;
$D;637,34;5,0;;;;;;;;;;;;;;;-3,4;
$D;637,42;;100,0;;;;;;;;;;;;;;-3,4;
$D;637,54;;;11,7;;;;;;;;;;;;;-3,4;
$D;637,60;;;;56,7;;;;;;;;;;;;-3,4;
$D;637,71;;;;;0,2;;;;;;;;;;;-3,4;
$D;637,82;;;;;;0,0;;;;;;;;;;-3,4;
$D;637,93;;;;;;0,0;;;;;;;;;;-3,4;
$D;638,03;;;;;;;;-14,0;;;;;;;;-3,5;
$D;638,13;;;;;;;;;169,0;;;;;;;-3,5;
$D;638,24;;;;;;;;;;0,0;;;;;;-3,5;
$D;638,36;;;;;;;;;;;24,5;;;;;-3,5;
$D;638,44;;;;;;;;;;;;92,6;;;;-3,5;
$D;638,56;5,0;;;;;;;;;;;;;;;-3,4;
$D;638,65;;100,0;;;;;;;;;;;;;;-3,3;
$D;638,76;;;11,7;;;;;;;;;;;;;-3,2;
$D;638,87;;;;56,7;;;;;;;;;;;;-3,2;
$D;638,99;;;;;0,1;;;;;;;;;;;-3,0;
$D;639,08;;;;;;0,0;;;;;;;;;;-2,9;
$D;639,20;;;;;;;96,0;;;;;;;;;-2,8;
$D;639,24;;;;;;;;-14,0;;;;;;;;-2,7;
$D;639,35;;;;;;;;;161,0;;;;;;;-2,5;
$D;639,46;;;;;;;;;;0,0;;;;;;-2,5;
$D;639,55;;;;;;;;;;;37,4;;;;;-2,2;
$D;639,66;;;;;;;;;;;;92,6;;;;-2,1;
$D;639,79;5,0;;;;;;;;;;;;;;;-1,9;
$D;639,87;;100,0;;;;;;;;;;;;;;-1,8;
$D;639,98;;;11,7;;;;;;;;;;;;;-1,6;
$D;640,09;;;;56,7;;;;;;;;;;;;-1,5;
$D;640,21;;;;;0,1;;;;;;;;;;;-1,4;
$D;640,29;;;;;;0,0;;;;;;;;;;-1,3;
$D;640,41;;;;;;;88,0;;;;;;;;;-1,2;
$D;640,53;;;;;;;;-15,0;;;;;;;;-0,9;
$D;640,63;;;;;;;;;155,0;;;;;;;-0,9;
$D;640,71;;;;;;;;;;0,0;;;;;;-0,7;
$D;640,82;;;;;;;;;;;43,8;;;;;-0,6;
$D;640,89;;;;;;;;;;;;92,6;;;;-0,4;
$D;640,99;5,0;;;;;;;;;;;;;;;-0,1;
$D;641,10;;100,0;;;;;;;;;;;;;;-0,1;
$D;641,21;;;11,7;;;;;;;;;;;;;0,0;
$D;641,33;;;;56,7;;;;;;;;;;;;0,1;
$D;641,42;;;;;0,1;;;;;;;;;;;0,3;
$D;641,53;;;;;;0,0;;;;;;;;;;0,4;
$D;641,65;;;;;;;87,0;;;;;;;;;0,6;
$D;641,73;;;;;;;;-15,0;;;;;;;;0,7;
$D;641,84;;;;;;;;;153,0;;;;;;;0,7;
$D;641,95;;;;;;;;;;0,0;;;;;;0,8;
$D;642,07;;;;;;;;;;;41,7;;;;;0,9;
$D;642,16;;;;;;;;;;;;92,6;;;;0,9;
$D;642,28;;;;;;;;;;;;92,6;;;;0,9;
$D;642,37;;100,0;;;;;;;;;;;;;;0,9;
$D;642,49;;;11,7;;;;;;;;;;;;;0,9;
$D;642,56;;;;56,7;;;;;;;;;;;;0,8;
$D;642,64;;;;;0,1;;;;;;;;;;;0,7;
$D;642,77;;;;;;0,0;;;;;;;;;;0,6;
$D;642,85;;;;;;;88,0;;;;;;;;;0,6;
$D;642,96;;;;;;;;-14,0;;;;;;;;0,5;
$D;643,07;;;;;;;;;154,0;;;;;;;0,5;
$D;643,19;;;;;;;;;;0,0;;;;;;0,3;
$D;643,27;;;;;;;;;;;42,9;;;;;0,2;
$D;643,38;;;;;;;;;;;;92,6;;;;0,2;
$D;643,49;5,0;;;;;;;;;;;;;;;0,1;
$D;643,61;;100,0;;;;;;;;;;;;;;0,0;
$D;643,72;;;11,7;;;;;;;;;;;;;0,0;
$D;643,80;;;;56,7;;;;;;;;;;;;0,0;
$D;643,91;;;;;0,2;;;;;;;;;;;0,0;
$D;644,02;;;;;;0,0;;;;;;;;;;0,0;
$D;644,14;;;;;;0,0;;;;;;;;;;0,0;
$D;644,19;;;;;;;;-12,0;;;;;;;;0,0;
$D;644,29;;;;;;;;;159,0;;;;;;;0,0;
$D;644,40;;;;;;;;;;0,0;;;;;;-0,1;
$D;644,50;;;;;;;;;;;42,8;;;;;-0,1;
$D;644,61;;;;;;;;;;;;92,6;;;;-0,1;
$D;644,73;4,9;;;;;;;;;;;;;;;-0,1;
$D;644,81;;100,0;;;;;;;;;;;;;;-0,1;
$D;644,94;;;11,7;;;;;;;;;;;;;-0,1;
$D;645,05;;;;56,7;;;;;;;;;;;;-0,2;
$D;645,13;;;;;0,2;;;;;;;;;;;-0,2;
$D;645,24;;;;;;0,0;;;;;;;;;;-0,4;
$D;645,36;;;;;;;89,0;;;;;;;;;-0,5;
$D;645,45;;;;;;;;-12,0;;;;;;;;-0,5;
$D;645,56;;;;;;;;;167,0;;;;;;;-0,6;
$D;645,68;;;;;;;;;;0,0;;;;;;-0,9;
$D;645,76;;;;;;;;;;0,0;;;;;;-1,1;
$D;645,82;;;;;;;;;;;;92,6;;;;-1,1;
$D;645,93;5,0;;;;;;;;;;;;;;;-1,3;
$D;646,04;;100,0;;;;;;;;;;;;;;-1,4;
$D;646,15;;;11,7;;;;;;;;;;;;;-1,5;
$D;646,25;;;11,7;;;;;;;;;;;;;-1,7;
$D;646,36;;;;;0,2;;;;;;;;;;;-1,7;
$D;646,47;;;;;;0,0;;;;;;;;;;-1,9;
$D;646,58;;;;;;;88,0;;;;;;;;;-1,9;
$D;646,69;;;;;;;;-9,0;;;;;;;;-2,0;
$D;646,78;;;;;;;;;174,0;;;;;;;-2,2;
$D;646,89;;;;;;;;;;0,0;;;;;;-2,2;
$D;647,01;;;;;;;;;;;43,7;;;;;-2,3;
$D;647,09;;;;;;;;;;;;92,6;;;;-2,4;
$D;647,21;5,0;;;;;;;;;;;;;;;-2,4;
$D;647,32;;100,0;;;;;;;;;;;;;;-2,5;
$D;647,43;;;11,7;;;;;;;;;;;;;-2,5;
$D;647,47;;;;56,7;;;;;;;;;;;;-2,5;
$D;647,58;;;;;0,3;;;;;;;;;;;-2,5;
$D;647,69;;;;;;0,0;;;;;;;;;;-2,5;
$D;647,81;;;;;;;85,0;;;;;;;;;-2,5;
$D;647,89;;;;;;;;-7,0;;;;;;;;-2,5;
$D;648,01;;;;;;;;;177,0;;;;;;;-2,5;
$D;648,13;;;;;;;;;;0,0;;;;;;-2,5;
$D;648,21;;;;;;;;;;;26,8;;;;;-2,5;
$D;648,33;;;;;;;;;;;;92,6;;;;-2,5;
$D;648,44;;;;;;;;;;;;92,6;;;;-2,5;
$D;648,53;;100,0;;;;;;;;;;;;;;-2,6;
$D;648,64;;;11,7;;;;;;;;;;;;;-2,6;
$D;648,75;;;;56,7;;;;;;;;;;;;-2,8;
$D;648,84;;;;;0,1;;;;;;;;;;;-2,8;
$D;648,95;;;;;;0,0;;;;;;;;;;-2,8;
$D;649,06;;;;;;;82,0;;;;;;;;;-2,9;
$D;649,12;;;;;;;;-7,0;;;;;;;;-3,0;
$D;649,24;;;;;;;;;173,0;;;;;;;-3,1;
$D;649,35;;;;;;;;;;0,0;;;;;;-3,2;
$D;649,44;;;;;;;;;;;17,4;;;;;-3,2;
$D;649,55;;;;;;;;;;;;92,6;;;;-3,2;
$D;649,66;5,0;;;;;;;;;;;;;;;-3,3;
$D;649,77;;100,0;;;;;;;;;;;;;;-3,3;
$D;649,86;;;11,7;;;;;;;;;;;;;-3,3;
$D;649,97;;;;56,7;;;;;;;;;;;;-3,3;
$D;650,09;;;;;0,1;;;;;;;;;;;-3,2;
$D;650,18;;;;;;0,0;;;;;;;;;;-3,2;
$D;650,29;;;;;;;78,0;;;;;;;;;-3,2;
$D;650,40;;;;;;;;-7,0;;;;;;;;-3,1;
$D;650,52;;;;;;;;-10,0;;;;;;;;-3,1;
$D;650,60;;;;;;;;;;0,0;;;;;;-3,1;
$D;650,71;;;;;;;;;;;25,8;;;;;-3,0;
$D;650,77;;;;;;;;;;;;92,6;;;;-3,0;
$D;650,88;5,0;;;;;;;;;;;;;;;-2,9;
$D;651,00;;100,0;;;;;;;;;;;;;;-2,8;
$D;651,09;;;11,7;;;;;;;;;;;;;-2,7;
$D;651,19;;;;56,7;;;;;;;;;;;;-2,7;
$D;651,32;;;;;0,1;;;;;;;;;;;-2,7;
$D;651,41;;;;;;0,0;;;;;;;;;;-2,5;
$D;651,53;;;;;;;74,0;;;;;;;;;-2,3;
$D;651,61;;;;;;;;-10,0;;;;;;;;-2,2;
$D;651,72;;;;;;;;;166,0;;;;;;;-2,1;
$D;651,83;;;;;;;;;;0,0;;;;;;-2,0;
$D;651,95;;;;;;;;;;;43,9;;;;;-1,9;
$D;652,04;;;;;;;;;;;;92,6;;;;-1,8;
$D;652,15;5,0;;;;;;;;;;;;;;;-1,7;
$D;652,25;;100,0;;;;;;;;;;;;;;-1,5;
$D;652,37;;;11,7;;;;;;;;;;;;;-1,4;
$D;652,41;;;;56,7;;;;;;;;;;;;-1,4;
$D;652,52;;;;;0,1;;;;;;;;;;;-1,2;
$D;652,63;;;;;;0,0;;;;;;;;;;-1,1;
$D;652,74;;;;;;;71,0;;;;;;;;;-1,0;
$D;652,86;;;;;;;;-17,0;;;;;;;;-0,7;
$D;652,95;;;;;;;;;147,0;;;;;;;-0,7;
$D;653,07;;;;;;;;;;0,0;;;;;;-0,7;
$D;653,15;;;;;;;;;;;55,3;;;;;-0,6;
$D;653,26;;;;;;;;;;;;92,6;;;;-0,6;
$D;653,37;5,0;;;;;;;;;;;;;;;-0,5;
$D;653,49;;100,0;;;;;;;;;;;;;;-0,5;
$D;653,58;;;11,7;;;;;;;;;;;;;-0,5;
$D;653,69;;;;56,7;;;;;;;;;;;;-0,5;
$D;653,80;;;;;0,1;;;;;;;;;;;-0,5;
$D;653,89;;;;;;0,0;;;;;;;;;;-0,5;
$D;654,00;;;;;;;70,0;;;;;;;;;-0,5;
$D;654,06;;;;;;;;-18,0;;;;;;;;-0,5;
$D;654,17;;;;;;;;-18,0;;;;;;;;-0,5;
$D;654,28;;;;;;;;;;0,0;;;;;;-0,5;
$D;654,40;;;;;;;;;;;62,6;;;;;-0,6;
$D;654,49;;;;;;;;;;;;92,6;;;;-0,6;
$D;654,61;5,0;;;;;;;;;;;;;;;-0,6;
$D;654,69;;100,0;;;;;;;;;;;;;;-0,6;
$D;654,80;;;11,7;;;;;;;;;;;;;-0,7;
$D;654,91;;;;56,7;;;;;;;;;;;;-0,7;
$D;655,03;;;;56,7;;;;;;;;;;;;-0,7;
$D;655,12;;;;;;0,0;;;;;;;;;;-0,7;
$D;655,23;;;;;;0,0;;;;;;;;;;-0,7;
$D;655,35;;;;;;0,0;;;;;;;;;;-0,7;
$D;655,44;;;;;;;;;175,0;;;;;;;-0,7;
$D;655,55;;;;;;;;;;0,0;;;;;;-0,7;
$D;655,66;;;;;;;;;;;66,7;;;;;-0,7;
$D;655,72;;;;;;;;;;;;92,6;;;;-0,7;
$D;655,83;5,0;;;;;;;;;;;;;;;-0,7;
$D;655,92;;100,0;;;;;;;;;;;;;;-0,7;
$D;656,04;;;11,7;;;;;;;;;;;;;-0,7;
$D;656,13;;;11,7;;;;;;;;;;;;;-0,7;
$D;656,24;;;11,7;;;;;;;;;;;;;-0,7;
$D;656,35;;;;;;0,0;;;;;;;;;;-0,7;
$D;656,48;;;;;;;68,0;;;;;;;;;-0,7;
$D;656,55;;;;;;;;-18,0;;;;;;;;-0,7;
$D;656,66;;;;;;;;;175,0;;;;;;;-0,7;
$D;656,77;;;;;;;;;;0,0;;;;;;-0,8;
$D;656,89;;;;;;;;;;;66,8;;;;;-0,9;
$D;656,97;;;;;;;;;;;;92,6;;;;-0,9;
$D;657,08;5,0;;;;;;;;;;;;;;;-1,0;
$D;657,19;;100,0;;;;;;;;;;;;;;-1,0;
$D;657,31;;;11,7;;;;;;;;;;;;;-1,1;
$D;657,35;;;;56,7;;;;;;;;;;;;-1,2;
$D;657,46;;;;56,7;;;;;;;;;;;;-1,3;
$D;657,56;;;;56,7;;;;;;;;;;;;-1,3;
$D;657,68;;;;;;;68,0;;;;;;;;;-1,3;
$D;657,78;;;;;;;;-14,0;;;;;;;;-1,4;
$D;657,89;;;;;;;;;190,0;;;;;;;-1,6;
$D;657,99;;;;;;;;;;0,0;;;;;;-1,6;
$D;658,10;;;;;;;;;;;64,2;;;;;-1,7;
$D;658,22;;;;;;;;;;;;92,6;;;;-1,7;
$D;658,31;5,0;;;;;;;;;;;;;;;-1,7;
$D;658,42;;100,0;;;;;;;;;;;;;;-1,8;
$D;658,53;;;11,7;;;;;;;;;;;;;-1,8;
$D;658,62;;;;56,7;;;;;;;;;;;;-1,9;
$D;658,73;;;;;0,2;;;;;;;;;;;-1,9;
$D;658,84;;;;;;0,0;;;;;;;;;;-2,0;
$D;658,96;;;;;;0,0;;;;;;;;;;-2,1;
$D;659,00;;;;;;;;-13,0;;;;;;;;-2,1;
$D;659,12;;;;;;;;-12,0;;;;;;;;-2,2;
$D;659,21;;;;;;;;;;0,0;;;;;;-2,2;
$D;659,32;;;;;;;;;;;60,1;;;;;-2,5;
$D;659,43;;;;;;;;;;;;92,6;;;;-2,5;
$D;659,55;5,0;;;;;;;;;;;;;;;-2,6;
$D;659,64;;100,0;;;;;;;;;;;;;;-2,6;
$D;659,75;;;11,7;;;;;;;;;;;;;-2,6;
$D;659,86;;;;56,7;;;;;;;;;;;;-2,6;
$D;659,97;;;;56,7;;;;;;;;;;;;-2,6;
$D;660,06;;;;;;0,0;;;;;;;;;;-2,7;
$D;660,17;;;;;;;66,0;;;;;;;;;-2,7;
$D;660,28;;;;;;;;-12,0;;;;;;;;-2,7;
$D;660,40;;;;;;;;;204,0;;;;;;;-2,8;
$D;660,48;;;;;;;;;;0,0;;;;;;-2,9;
$D;660,59;;;;;;;;;;;47,2;;;;;-2,9;
$D;660,66;;;;;;;;;;;45,0;;;;;-2,9;
$D;660,77;;;;;;;;;;;45,0;;;;;-2,9;
$D;660,88;;100,0;;;;;;;;;;;;;;-2,9;
$D;660,96;;;11,7;;;;;;;;;;;;;-3,1;
$D;661,07;;;11,7;;;;;;;;;;;;;-3,1;
$D;661,18;;;;;0,2;;;;;;;;;;;-3,1;
$D;661,28;;;;;0,1;;;;;;;;;;;-3,1;
$D;661,39;;;;;;;60,0;;;;;;;;;-3,1;
$D;661,50;;;;;;;56,0;;;;;;;;;-3,0;
$D;661,61;;;;;;;;;220,0;;;;;;;-3,0;
$D;661,72;;;;;;;;;;0,0;;;;;;-2,9;
$D;661,81;;;;;;;;;;0,0;;;;;;-2,9;
$D;661,92;;;;;;;;;;;;92,6;;;;-2,9;
$D;662,03;;;;;;;;;;;;92,6;;;;-2,9;
$D;662,12;;100,0;;;;;;;;;;;;;;-2,8;
$D;662,23;;;11,7;;;;;;;;;;;;;-2,8;
$D;662,30;;;;56,7;;;;;;;;;;;;-2,7;
$D;662,41;;;;;0,1;;;;;;;;;;;-2,6;
$D;662,52;;;;;;0,0;;;;;;;;;;-2,5;
$D;662,63;;;;;;;56,0;;;;;;;;;-2,4;
$D;662,72;;;;;;;;-12,0;;;;;;;;-2,3;
$D;662,82;;;;;;;;;220,0;;;;;;;-2,2;
$D;662,93;;;;;;;;;;0,0;;;;;;-2,1;
$D;663,04;;;;;;;;;;;45,0;;;;;-2,0;
$D;663,14;;;;;;;;;;;;92,6;;;;-1,9;
$D;663,25;5,0;;;;;;;;;;;;;;;-1,8;
$D;663,37;;100,0;;;;;;;;;;;;;;-1,6;
$D;663,46;;;11,7;;;;;;;;;;;;;-1,6;
$D;663,57;;;;56,7;;;;;;;;;;;;-1,5;
$D;663,69;;;;;0,1;;;;;;;;;;;-1,4;
$D;663,78;;;;;;0,0;;;;;;;;;;-1,4;
$D;663,90;;;;;;;53,0;;;;;;;;;-1,2;
$D;663,94;;;;;;;51,0;;;;;;;;;-1,2;
$D;664,05;;;;;;;;;215,0;;;;;;;-1,2;
$D;664,15;;;;;;;;;;0,0;;;;;;-1,1;
$D;664,26;;;;;;;;;;;36,9;;;;;-1,0;
$D;664,37;;;;;;;;;;;;92,6;;;;-0,9;
$D;664,48;5,0;;;;;;;;;;;;;;;-0,8;
$D;664,57;5,0;;;;;;;;;;;;;;;-0,8;
$D;664,68;;;11,7;;;;;;;;;;;;;-0,8;
$D;664,79;;;;56,7;;;;;;;;;;;;-0,8;
$D;664,91;;;;;0,2;;;;;;;;;;;-0,8;
$D;665,00;;;;;;0,0;;;;;;;;;;-0,8;
$D;665,11;;;;;;;51,0;;;;;;;;;-0,9;
$D;665,22;;;;;;;;-16,0;;;;;;;;-0,9;
$D;665,33;;;;;;;;;207,0;;;;;;;-0,9;
$D;665,42;;;;;;;;;;0,0;;;;;;-0,8;
$D;665,53;;;;;;;;;;;32,0;;;;;-0,8;
$D;665,60;;;;;;;;;;;;92,6;;;;-0,8;
$D;665,71;5,0;;;;;;;;;;;;;;;-0,8;
$D;665,82;;100,0;;;;;;;;;;;;;;-0,7;
$D;665,91;;;11,7;;;;;;;;;;;;;-0,7;
$D;666,02;;;;56,7;;;;;;;;;;;;-0,6;
$D;666,13;;;;;0,2;;;;;;;;;;;-0,5;
$D;666,22;;;;;;0,0;;;;;;;;;;-0,4;
$D;666,33;;;;;;;50,0;;;;;;;;;-0,3;
$D;666,44;;;;;;;;-17,0;;;;;;;;-0,2;
$D;666,56;;;;;;;;;196,0;;;;;;;-0,1;
$D;666,65;;;;;;;;;;0,0;;;;;;0,0;
$D;666,76;;;;;;;;;;;35,1;;;;;0,0;
$D;666,85;;;;;;;;;;;33,5;;;;;0,2;
$D;666,96;5,0;;;;;;;;;;;;;;;0,2;
$D;667,07;;100,0;;;;;;;;;;;;;;0,3;
$D;667,18;;;11,7;;;;;;;;;;;;;0,4;
$D;667,24;;;;56,7;;;;;;;;;;;;0,5;
$D;667,36;;;;;0,2;;;;;;;;;;;0,6;
$D;667,44;;;;;;0,0;;;;;;;;;;0,6;
$D;667,55;;;;;;;50,0;;;;;;;;;0,7;
$D;667,66;;;;;;;51,0;;;;;;;;;0,7;
$D;667,77;;;;;;;;;187,0;;;;;;;0,7;
$D;667,89;;;;;;;;;;0,0;;;;;;0,7;
$D;667,99;;;;;;;;;;;33,5;;;;;0,7;
$D;668,10;;;;;;;;;;;;92,6;;;;0,7;
$D;668,19;5,0;;;;;;;;;;;;;;;0,7;
$D;668,30;;100,0;;;;;;;;;;;;;;0,6;
$D;668,39;;;11,7;;;;;;;;;;;;;0,5;
$D;668,50;;;;56,7;;;;;;;;;;;;0,5;
$D;668,62;;;;;0,2;;;;;;;;;;;0,4;
$D;668,73;;;;;;0,0;;;;;;;;;;0,3;
$D;668,82;;;;;;;51,0;;;;;;;;;0,2;
$D;668,88;;;;;;;;-17,0;;;;;;;;0,1;
$D;668,99;;;;;;;;;180,0;;;;;;;0,0;
$D;669,10;;;;;;;;;;0,0;;;;;;0,0;
$D;669,21;;;;;;;;;;;27,8;;;;;-0,2;
$D;669,30;;;;;;;;;;;19,0;;;;;-0,2;
$D;669,43;5,0;;;;;;;;;;;;;;;-0,2;
$D;669,52;;100,0;;;;;;;;;;;;;;-0,5;
$D;669,63;;;11,7;;;;;;;;;;;;;-0,6;
$D;669,73;;;;56,7;;;;;;;;;;;;-0,8;
$D;669,85;;;;;0,1;;;;;;;;;;;-0,9;
$D;669,94;;;;;;0,0;;;;;;;;;;-0,9;
$D;670,05;;;;;;;51,0;;;;;;;;;-1,0;
$D;670,17;;;;;;;;-10,0;;;;;;;;-1,1;
$D;670,25;;;;;;;;;176,0;;;;;;;-1,1;
$D;670,36;;;;;;;;;;0,0;;;;;;-1,2;
$D;670,47;;;;;;;;;;;19,0;;;;;-1,2;
$D;670,52;;;;;;;;;;;;92,6;;;;-1,2;
$D;670,63;5,0;;;;;;;;;;;;;;;-1,2;
$D;670,74;;100,0;;;;;;;;;;;;;;-1,2;
$D;670,85;;;11,7;;;;;;;;;;;;;-1,2;
$D;670,97;;;;56,7;;;;;;;;;;;;-1,2;
$D;671,06;;;;;0,1;;;;;;;;;;;-1,1;
$D;671,17;;;;;;0,0;;;;;;;;;;-1,1;
$D;671,28;;;;;;;50,0;;;;;;;;;-1,1;
$D;671,39;;;;;;;;-7,0;;;;;;;;-1,1;
$D;671,48;;;;;;;;;170,0;;;;;;;-1,0;
$D;671,59;;;;;;;;;;0,0;;;;;;-1,0;
$D;671,70;;;;;;;;;;;17,6;;;;;-1,0;
$D;671,80;;;;;;;;;;;;92,6;;;;-1,0;
$D;671,91;5,0;;;;;;;;;;;;;;;-0,9;
$D;672,03;;100,0;;;;;;;;;;;;;;-0,9;
$D;672,11;;;11,7;;;;;;;;;;;;;-0,9;
$D;672,17;;;;56,7;;;;;;;;;;;;-0,9;
$D;672,28;;;;;0,3;;;;;;;;;;;-0,9;
$D;672,39;;;;;;0,0;;;;;;;;;;-0,9;
$D;672,51;;;;;;;48,0;;;;;;;;;-0,9;
$D;672,60;;;;;;;;-6,0;;;;;;;;-0,9;
$D;672,71;;;;;;;;;165,0;;;;;;;-0,9;
$D;672,82;;;;;;;;;;0,0;;;;;;-0,9;
$D;672,94;;;;;;;;;;0,0;;;;;;-0,9;
$D;673,03;;;;;;;;;;;;92,6;;;;-0,9;
$D;673,12;5,0;;;;;;;;;;;;;;;-0,9;
$D;673,23;;100,0;;;;;;;;;;;;;;-1,0;
$D;673,34;;;11,7;;;;;;;;;;;;;-1,0;
$D;673,46;;;;56,6;;;;;;;;;;;;-1,0;
$D;673,55;;;;;0,3;;;;;;;;;;;-1,1;
$D;673,66;;;;;;0,0;;;;;;;;;;-1,1;
$D;673,78;;;;;;;47,0;;;;;;;;;-1,1;
$D;673,82;;;;;;;;-4,0;;;;;;;;-1,2;
$D;673,93;;;;;;;;;160,0;;;;;;;-1,2;
$D;674,04;;;;;;;;;;0,0;;;;;;-1,2;
$D;674,16;;;;;;;;;;;15,4;;;;;-1,2;
$D;674,25;;;;;;;;;;;;92,6;;;;-1,3;
$D;674,37;5,0;;;;;;;;;;;;;;;-1,3;
$D;674,45;;100,0;;;;;;;;;;;;;;-1,3;
$D;674,57;;;11,7;;;;;;;;;;;;;-1,3;
$D;674,68;;;;56,6;;;;;;;;;;;;-1,4;
$D;674,77;;;;;0,2;;;;;;;;;;;-1,4;
$D;674,88;;;;;;0,0;;;;;;;;;;-1,4;
$D;674,99;;;;;;0,0;;;;;;;;;;-1,5;
$D;675,11;;;;;;;;-4,0;;;;;;;;-1,5;
$D;675,19;;;;;;;;;155,0;;;;;;;-1,5;
$D;675,31;;;;;;;;;;0,0;;;;;;-1,5;
$D;675,42;;;;;;;;;;;18,1;;;;;-1,6;
$D;675,48;;;;;;;;;;;;92,6;;;;-1,6;
$D;675,60;5,0;;;;;;;;;;;;;;;-1,7;
$D;675,68;;100,0;;;;;;;;;;;;;;-1,7;
$D;675,79;;;11,7;;;;;;;;;;;;;-1,7;
$D;675,90;;;;56,6;;;;;;;;;;;;-1,8;
$D;676,02;;;;;0,2;;;;;;;;;;;-1,8;
$D;676,11;;;;;;0,0;;;;;;;;;;-1,8;
$D;676,23;;;;;;;46,0;;;;;;;;;-1,8;
$D;676,31;;;;;;;;-5,0;;;;;;;;-1,8;
$D;676,42;;;;;;;;;148,0;;;;;;;-1,8;
$D;676,53;;;;;;;;;;0,0;;;;;;-1,8;
$D;676,65;;;;;;;;;;;22,4;;;;;-1,7;
$D;676,74;;;;;;;;;;;;92,6;;;;-1,6;
$D;676,84;5,0;;;;;;;;;;;;;;;-1,5;
$D;676,97;;100,0;;;;;;;;;;;;;;-1,4;
$D;677,05;;;11,7;;;;;;;;;;;;;-1,3;
$D;677,11;;;;56,6;;;;;;;;;;;;-1,2;
$D;677,22;;;;;0,2;;;;;;;;;;;-1,2;
$D;677,33;;;;;;0,0;;;;;;;;;;-1,1;
$D;677,44;;;;;;;41,0;;;;;;;;;-1,0;
$D;677,55;;;;;;;;-7,0;;;;;;;;-1,0;
$D;677,64;;;;;;;;;141,0;;;;;;;-0,9;
$D;677,75;;;;;;;;;;0,0;;;;;;-0,8;
$D;677,86;;;;;;;;;;;29,5;;;;;-0,7;
$D;677,98;;;;;;;;;;;;92,6;;;;-0,7;
$D;678,06;5,0;;;;;;;;;;;;;;;-0,6;
$D;678,17;;100,0;;;;;;;;;;;;;;-0,5;
$D;678,28;;;11,7;;;;;;;;;;;;;-0,5;
$D;678,39;;;;56,6;;;;;;;;;;;;-0,4;
$D;678,51;;;;;0,1;;;;;;;;;;;-0,4;
$D;678,60;;;;;;0,0;;;;;;;;;;-0,5;
$D;678,71;;;;;;;40,0;;;;;;;;;-0,5;
$D;678,77;;;;;;;;-11,0;;;;;;;;-0,5;
$D;678,88;;;;;;;;;135,0;;;;;;;-0,6;
$D;678,99;;;;;;;;;;0,0;;;;;;-0,6;
$D;679,08;;;;;;;;;;;27,8;;;;;-0,7;
$D;679,20;;;;;;;;;;;;92,6;;;;-0,8;
$D;679,29;;;;;;;;;;;;92,6;;;;-0,8;
$D;679,40;;100,0;;;;;;;;;;;;;;-0,8;
$D;679,51;;;11,7;;;;;;;;;;;;;-0,9;
$D;679,63;;;;56,6;;;;;;;;;;;;-1,0;
$D;679,71;;;;;0,1;;;;;;;;;;;-1,0;
$D;679,82;;;;;;0,0;;;;;;;;;;-1,0;
$D;679,93;;;;;;;40,0;;;;;;;;;-1,0;
$D;680,05;;;;;;;;-10,0;;;;;;;;-1,0;
$D;680,13;;;;;;;;;129,0;;;;;;;-0,9;
$D;680,24;;;;;;;;;;0,0;;;;;;-0,9;
$D;680,36;;;;;;;;;;;31,3;;;;;-0,9;
$D;680,41;;;;;;;;;;;;92,6;;;;-0,8;
$D;680,53;5,0;;;;;;;;;;;;;;;-0,8;
$D;680,64;;100,0;;;;;;;;;;;;;;-0,8;
$D;680,73;;;11,7;;;;;;;;;;;;;-0,6;
$D;680,84;;;;56,6;;;;;;;;;;;;-0,6;
$D;680,96;;;;;0,2;;;;;;;;;;;-0,5;
$D;681,04;;;;;;0,0;;;;;;;;;;-0,5;
$D;681,15;;;;;;;38,0;;;;;;;;;-0,4;
$D;681,26;;;;;;;;-10,0;;;;;;;;-0,3;
$D;681,35;;;;;;;;;123,0;;;;;;;-0,2;
$D;681,46;;;;;;;;;;0,0;;;;;;-0,2;
$D;681,57;;;;;;;;;;;31,1;;;;;-0,1;
$D;681,68;;;;;;;;;;;;92,6;;;;-0,1;
$D;681,79;5,0;;;;;;;;;;;;;;;-0,1;
$D;681,91;;100,0;;;;;;;;;;;;;;-0,2;
$D;681,99;;;11,7;;;;;;;;;;;;;-0,3;
$D;682,05;;;;56,6;;;;;;;;;;;;-0,4;
$D;682,16;;;;;0,8;;;;;;;;;;;-0,4;
