$SETUP1;Time;;;;;;;;;;;;;;;;;
$SETUP2;sec;;;;;;;;;;;;;;;;;
$D;589,47;;;;59,2;;;;;;;;;;;;6,8;
$D;589,58;;;;;32,8;;;;;;;;;;;6,7;
$D;589,67;;;;;;7730,0;;;;;;;;;;6,6;
$D;589,78;;;;;;;131,0;;;;;;;;;6,6;
$D;589,86;;;;;;;;54,0;;;;;;;;6,5;
$D;589,95;;;;;;;;59,0;;;;;;;;6,4;
$D;590,06;;;;;;;;;;0,0;;;;;;6,4;
$D;590,17;;;;;;;;;;;47,6;;;;;6,4;
$D;590,28;;;;;;;;;;;53,9;;;;;6,4;
$D;590,37;;;;;;;;;;;53,9;;;;;6,4;
$D;590,48;;100,0;;;;;;;;;;;;;;6,4;
$D;590,59;;100,0;;;;;;;;;;;;;;6,4;
$D;590,70;;;;58,5;;;;;;;;;;;;6,4;
$D;590,79;;;;;35,0;;;;;;;;;;;6,5;
$D;590,90;;;;;;7760,0;;;;;;;;;;6,5;
$D;591,01;;;;;;;149,0;;;;;;;;;6,5;
$D;591,11;;;;;;;157,0;;;;;;;;;6,5;
$D;591,23;;;;;;;157,0;;;;;;;;;6,5;
$D;591,32;;;;;;;157,0;;;;;;;;;6,5;
$D;591,43;;;;;;;157,0;;;;;;;;;6,5;
$D;591,49;;;;;;;157,0;;;;;;;;;6,5;
$D;591,60;5,0;;;;;;;;;;;;;;;6,4;
$D;591,72;5,0;;;;;;;;;;;;;;;6,4;
$D;591,80;5,0;;;;;;;;;;;;;;;6,4;
$D;591,91;5,0;;;;;;;;;;;;;;;6,4;
$D;592,02;;;;;35,3;;;;;;;;;;;6,4;
$D;592,14;;;;;;7730,0;;;;;;;;;;6,2;
$D;592,22;;;;;;7710,0;;;;;;;;;;6,2;
$D;592,33;;;;;;;;59,0;;;;;;;;6,2;
$D;592,44;;;;;;;;62,0;;;;;;;;6,2;
$D;592,55;;;;;;;;;;0,0;;;;;;6,2;
$D;592,67;;;;;;;;;;0,0;;;;;;6,4;
$D;592,76;;;;;;;;;;;;92,6;;;;6,4;
$D;592,88;;;;;;;;;;;;92,6;;;;6,5;
$D;592,96;;100,0;;;;;;;;;;;;;;6,5;
$D;593,07;;90,0;;;;;;;;;;;;;;6,7;
$D;593,13;;;;57,9;;;;;;;;;;;;6,7;
$D;593,24;;;;;35,3;;;;;;;;;;;6,8;
$D;593,37;;;;;;7710,0;;;;;;;;;;6,8;
$D;593,45;;;;;;;157,0;;;;;;;;;6,8;
$D;593,57;;;;;;;;62,0;;;;;;;;6,7;
$D;593,67;;;;;;;;;204,0;;;;;;;6,5;
$D;593,76;;;;;;;;;;0,0;;;;;;6,3;
$D;593,87;;;;;;;;;;;53,9;;;;;6,3;
$D;593,98;;;;;;;;;;;;92,6;;;;6,1;
$D;594,09;5,0;;;;;;;;;;;;;;;5,6;
$D;594,21;5,0;;;;;;;;;;;;;;;5,3;
$D;594,30;;;10,7;;;;;;;;;;;;;5,3;
$D;594,42;;;;56,9;;;;;;;;;;;;4,6;
$D;594,51;;;;;0,2;;;;;;;;;;;4,3;
$D;594,62;;;;;;2300,0;;;;;;;;;;3,9;
$D;594,74;;;;;;0,0;;;;;;;;;;3,5;
$D;594,77;;;;;;;;64,0;;;;;;;;3,5;
$D;594,88;;;;;;;;;263,0;;;;;;;2,4;
$D;595,01;;;;;;;;;;0,0;;;;;;2,4;
$D;595,09;;;;;;;;;;;35,9;;;;;2,0;
$D;595,20;;;;;;;;;;;;92,6;;;;1,6;
$D;595,32;5,0;;;;;;;;;;;;;;;1,2;
$D;595,43;;90,0;;;;;;;;;;;;;;0,8;
$D;595,52;;;11,4;;;;;;;;;;;;;0,5;
$D;595,63;;;;56,9;;;;;;;;;;;;0,2;
$D;595,75;;;;;0,1;;;;;;;;;;;0,0;
$D;595,84;;;;;;0,0;;;;;;;;;;-0,3;
$D;595,96;;;;;;;173,0;;;;;;;;;-0,6;
$D;596,04;;;;;;;;62,0;;;;;;;;-1,1;
$D;596,15;;;;;;;;;270,0;;;;;;;-1,1;
$D;596,27;;;;;;;;;;0,0;;;;;;-1,3;
$D;596,38;;;;;;;;;;;23,6;;;;;-1,5;
$D;596,43;;;;;;;;;;;;92,6;;;;-1,7;
$D;596,53;;;;;;;;;;;;92,6;;;;-1,8;
$D;596,64;;100,0;;;;;;;;;;;;;;-1,8;
$D;596,75;;100,0;;;;;;;;;;;;;;-1,8;
$D;596,85;;;;56,9;;;;;;;;;;;;-1,8;
$D;596,95;;;;;0,2;;;;;;;;;;;-1,8;
$D;597,07;;;;;;0,0;;;;;;;;;;-1,8;
$D;597,17;;;;;;;176,0;;;;;;;;;-1,8;
$D;597,29;;;;;;;;54,0;;;;;;;;-1,8;
$D;597,38;;;;;;;;;274,0;;;;;;;-1,8;
$D;597,49;;;;;;;;;;0,0;;;;;;-1,8;
$D;597,59;;;;;;;;;;;21,1;;;;;-1,7;
$D;597,70;;;;;;;;;;;;92,6;;;;-1,8;
$D;597,82;;;;;;;;;;;;92,6;;;;-1,8;
$D;597,90;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,01;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,07;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,18;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,29;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,41;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,50;;;;;;;;;;;;92,6;;;;-1,8;
$D;598,62;;;;;;;;;272,0;;;;;;;-1,8;
$D;598,72;;;;;;;;;272,0;;;;;;;-1,8;
$D;598,83;;;;;;;;;272,0;;;;;;;-1,8;
$D;598,92;;;;;;;;;;;;92,6;;;;-1,8;
$D;599,03;;;;;;;;;;;;92,6;;;;-1,9;
$D;599,15;;;;;;;;;;;;92,6;;;;-1,9;
$D;599,23;;;;;;;;;;;;92,6;;;;-1,9;
$D;599,34;;;;56,9;;;;;;;;;;;;-1,9;
$D;599,45;;;;56,9;;;;;;;;;;;;-2,0;
$D;599,56;;;;;;0,0;;;;;;;;;;-2,0;
$D;599,66;;;;;;0,0;;;;;;;;;;-2,1;
$D;599,72;;;;;;;;43,0;;;;;;;;-2,1;
$D;599,82;;;;;;;;;272,0;;;;;;;-2,2;
$D;599,93;;;;;;;;;;0,0;;;;;;-2,3;
$D;600,05;;;;;;;;;;;12,5;;;;;-2,3;
$D;600,16;;;;;;;;;;;;92,6;;;;-2,4;
$D;600,25;5,0;;;;;;;;;;;;;;;-2,4;
$D;600,36;;100,0;;;;;;;;;;;;;;-2,4;
$D;600,47;;;11,5;;;;;;;;;;;;;-2,4;
$D;600,56;;;;56,9;;;;;;;;;;;;-2,4;
$D;600,67;;;;56,9;;;;;;;;;;;;-2,3;
$D;600,78;;;;;;0,0;;;;;;;;;;-2,3;
$D;600,89;;;;;;0,0;;;;;;;;;;-2,3;
$D;600,99;;;;;;;;15,0;;;;;;;;-2,1;
$D;601,10;;;;;;;;;272,0;;;;;;;-2,1;
$D;601,20;;;;;;;;;;0,0;;;;;;-2,0;
$D;601,32;;;;;;;;;;;20,0;;;;;-1,8;
$D;601,39;;;;;;;;;;;24,0;;;;;-1,7;
$D;601,47;;;;;;;;;;;24,0;;;;;-1,7;
$D;601,58;;100,0;;;;;;;;;;;;;;-1,7;
$D;601,69;;100,0;;;;;;;;;;;;;;-1,1;
$D;601,81;;;;56,9;;;;;;;;;;;;-1,1;
$D;601,89;;;;;0,1;;;;;;;;;;;-0,8;
$D;602,01;;;;;;0,0;;;;;;;;;;-0,6;
$D;602,12;;;;;;0,0;;;;;;;;;;-0,4;
$D;602,21;;;;;;;;6,0;;;;;;;;-0,4;
$D;602,32;;;;;;;;;274,0;;;;;;;-0,1;
$D;602,43;;;;;;;;;;0,0;;;;;;0,0;
$D;602,54;;;;;;;;;;;24,0;;;;;0,1;
$D;602,64;;;;;;;;;;;;92,6;;;;0,3;
$D;602,74;5,0;;;;;;;;;;;;;;;0,4;
$D;602,86;;100,0;;;;;;;;;;;;;;0,4;
$D;602,95;;100,0;;;;;;;;;;;;;;0,5;
$D;603,01;;;;56,8;;;;;;;;;;;;0,5;
$D;603,12;;;;;0,1;;;;;;;;;;;0,5;
$D;603,23;;;;;;0,0;;;;;;;;;;0,5;
$D;603,34;;;;;;;174,0;;;;;;;;;0,5;
$D;603,45;;;;;;;;0,0;;;;;;;;0,5;
$D;603,54;;;;;;;;;279,0;;;;;;;0,4;
$D;603,65;;;;;;;;;;0,0;;;;;;0,2;
$D;603,76;;;;;;;;;;;19,5;;;;;0,2;
$D;603,88;;;;;;;;;;;;92,6;;;;0,1;
$D;603,97;5,0;;;;;;;;;;;;;;;0,0;
$D;604,08;;100,0;;;;;;;;;;;;;;-0,1;
$D;604,19;;;11,6;;;;;;;;;;;;;-0,3;
$D;604,28;;;;56,8;;;;;;;;;;;;-0,5;
$D;604,39;;;;;0,1;;;;;;;;;;;-0,5;
$D;604,51;;;;;;0,0;;;;;;;;;;-0,7;
$D;604,60;;;;;;0,0;;;;;;;;;;-1,0;
$D;604,66;;;;;;;;-11,0;;;;;;;;-1,0;
$D;604,77;;;;;;;;;283,0;;;;;;;-1,4;
$D;604,88;;;;;;;;;;0,0;;;;;;-1,6;
$D;605,00;;;;;;;;;;;29,0;;;;;-1,6;
$D;605,09;;;;;;;;;;;;92,6;;;;-1,7;
$D;605,20;5,0;;;;;;;;;;;;;;;-2,0;
$D;605,31;;100,0;;;;;;;;;;;;;;-2,1;
$D;605,40;;100,0;;;;;;;;;;;;;;-2,1;
$D;605,51;;;;56,8;;;;;;;;;;;;-2,1;
$D;605,62;;;;;0,1;;;;;;;;;;;-2,3;
$D;605,73;;;;;;0,0;;;;;;;;;;-2,4;
$D;605,82;;;;;;;166,0;;;;;;;;;-2,4;
$D;605,93;;;;;;;162,0;;;;;;;;;-2,4;
$D;606,04;;;;;;;;;289,0;;;;;;;-2,4;
$D;606,16;;;;;;;;;296,0;;;;;;;-2,4;
$D;606,24;;;;;;;;;;;45,6;;;;;-2,4;
$D;606,31;;;;;;;;;;;;92,6;;;;-2,4;
$D;606,41;;;;;;;;;;;;92,6;;;;-2,3;
$D;606,54;;100,0;;;;;;;;;;;;;;-2,3;
$D;606,64;;100,0;;;;;;;;;;;;;;-2,2;
$D;606,72;;100,0;;;;;;;;;;;;;;-2,2;
$D;606,83;;100,0;;;;;;;;;;;;;;-2,2;
$D;606,94;;;;;;0,0;;;;;;;;;;-2,2;
$D;607,05;;;;;;;162,0;;;;;;;;;-1,7;
$D;607,17;;;;;;;;-12,0;;;;;;;;-1,5;
$D;607,25;;;;;;;;;296,0;;;;;;;-1,5;
$D;607,36;;;;;;;;;;0,0;;;;;;-1,5;
$D;607,47;;;;;;;;;;;59,6;;;;;-1,4;
$D;607,59;;;;;;;;;;;;92,6;;;;-1,3;
$D;607,68;5,0;;;;;;;;;;;;;;;-1,2;
$D;607,79;;100,0;;;;;;;;;;;;;;-1,1;
$D;607,90;;;11,6;;;;;;;;;;;;;-1,1;
$D;607,96;;;;56,8;;;;;;;;;;;;-1,1;
$D;608,07;;;;;0,1;;;;;;;;;;;-1,0;
$D;608,16;;;;;;0,0;;;;;;;;;;-1,0;
$D;608,27;;;;;;;159,0;;;;;;;;;-1,1;
$D;608,38;;;;;;;;-12,0;;;;;;;;-1,1;
$D;608,50;;;;;;;;;304,0;;;;;;;-1,1;
$D;608,58;;;;;;;;;;0,0;;;;;;-1,1;
$D;608,70;;;;;;;;;;;67,0;;;;;-1,2;
$D;608,82;;;;;;;;;;;;92,6;;;;-1,2;
$D;608,90;5,0;;;;;;;;;;;;;;;-1,2;
$D;609,01;;100,0;;;;;;;;;;;;;;-1,3;
$D;609,12;;;11,6;;;;;;;;;;;;;-1,3;
$D;609,24;;;;56,8;;;;;;;;;;;;-1,4;
$D;609,32;;;;56,8;;;;;;;;;;;;-1,4;
$D;609,43;;;;;;0,0;;;;;;;;;;-1,4;
$D;609,54;;;;;;;158,0;;;;;;;;;-1,5;
$D;609,60;;;;;;;;-11,0;;;;;;;;-1,6;
$D;609,72;;;;;;;;;310,0;;;;;;;-1,7;
$D;609,81;;;;;;;;;;0,0;;;;;;-1,9;
$D;609,92;;;;;;;;;;;73,2;;;;;-2,0;
$D;610,03;;;;;;;;;;;;92,6;;;;-2,2;
$D;610,15;5,0;;;;;;;;;;;;;;;-2,3;
$D;610,25;;100,0;;;;;;;;;;;;;;-2,4;
$D;610,35;;;11,6;;;;;;;;;;;;;-2,6;
$D;610,47;;;;56,8;;;;;;;;;;;;-2,7;
$D;610,55;;;;;0,2;;;;;;;;;;;-2,8;
$D;610,66;;;;;;0,0;;;;;;;;;;-3,0;
$D;610,78;;;;;;;156,0;;;;;;;;;-3,0;
$D;610,87;;;;;;;;-10,0;;;;;;;;-3,1;
$D;610,98;;;;;;;;;310,0;;;;;;;-3,2;
$D;611,09;;;;;;;;;;0,0;;;;;;-3,3;
$D;611,20;;;;;;;;;;;78,0;;;;;-3,5;
$D;611,24;;;;;;;;;;;;92,6;;;;-3,7;
$D;611,35;5,0;;;;;;;;;;;;;;;-3,7;
$D;611,46;;100,0;;;;;;;;;;;;;;-3,8;
$D;611,57;;;11,6;;;;;;;;;;;;;-4,0;
$D;611,69;;;;56,8;;;;;;;;;;;;-4,1;
$D;611,77;;;;56,8;;;;;;;;;;;;-4,4;
$D;611,89;;;;;;0,0;;;;;;;;;;-4,4;
$D;612,01;;;;;;0,0;;;;;;;;;;-4,5;
$D;612,09;;;;;;;;-11,0;;;;;;;;-4,5;
$D;612,20;;;;;;;;-16,0;;;;;;;;-4,8;
$D;612,31;;;;;;;;;;0,0;;;;;;-4,8;
$D;612,43;;;;;;;;;;;81,0;;;;;-4,9;
$D;612,51;;;;;;;;;;;;92,6;;;;-5,0;
$D;612,62;5,0;;;;;;;;;;;;;;;-5,0;
$D;612,73;;100,0;;;;;;;;;;;;;;-5,2;
$D;612,82;;;11,6;;;;;;;;;;;;;-5,3;
$D;612,89;;;;56,8;;;;;;;;;;;;-5,4;
$D;613,00;;;;;0,1;;;;;;;;;;;-5,5;
$D;613,11;;;;;;0,0;;;;;;;;;;-5,6;
$D;613,22;;;;;;;152,0;;;;;;;;;-5,6;
$D;613,33;;;;;;;;-16,0;;;;;;;;-5,8;
$D;613,42;;;;;;;;;303,0;;;;;;;-5,8;
$D;613,54;;;;;;;;;;0,0;;;;;;-5,9;
$D;613,65;;;;;;;;;;;88,7;;;;;-6,0;
$D;613,74;;;;;;;;;;;;92,6;;;;-6,0;
$D;613,85;5,0;;;;;;;;;;;;;;;-6,0;
$D;613,96;;100,0;;;;;;;;;;;;;;-6,0;
$D;614,08;;;11,7;;;;;;;;;;;;;-6,0;
$D;614,17;;;;56,8;;;;;;;;;;;;-6,0;
$D;614,27;;;;;0,3;;;;;;;;;;;-5,9;
$D;614,37;;;;;;0,0;;;;;;;;;;-5,9;
$D;614,47;;;;;;;139,0;;;;;;;;;-5,8;
$D;614,54;;;;;;;132,0;;;;;;;;;-5,6;
$D;614,65;;;;;;;;;264,0;;;;;;;-5,6;
$D;614,76;;;;;;;;;;0,0;;;;;;-5,2;
$D;614,87;;;;;;;;;;;89,4;;;;;-5,1;
$D;614,96;;;;;;;;;;;;92,6;;;;-4,8;
$D;615,07;5,0;;;;;;;;;;;;;;;-4,6;
$D;615,18;;100,0;;;;;;;;;;;;;;-4,3;
$D;615,29;;;11,7;;;;;;;;;;;;;-3,7;
$D;615,40;;;;56,8;;;;;;;;;;;;-3,3;
$D;615,50;;;;;0,1;;;;;;;;;;;-3,3;
$D;615,61;;;;;;0,0;;;;;;;;;;-3,0;
$D;615,70;;;;;;;132,0;;;;;;;;;-2,4;
$D;615,81;;;;;;;;-22,0;;;;;;;;-2,2;
$D;615,93;;;;;;;;;240,0;;;;;;;-2,0;
$D;616,02;;;;;;;;;;0,0;;;;;;-1,8;
$D;616,13;;;;;;;;;;;90,1;;;;;-1,8;
$D;616,19;;;;;;;;;;;;92,6;;;;-1,8;
$D;616,30;5,0;;;;;;;;;;;;;;;-1,9;
$D;616,42;;100,0;;;;;;;;;;;;;;-2,2;
$D;616,50;;100,0;;;;;;;;;;;;;;-2,5;
$D;616,62;;;;56,8;;;;;;;;;;;;-2,5;
$D;616,74;;;;;0,1;;;;;;;;;;;-2,9;
$D;616,82;;;;;;0,0;;;;;;;;;;-3,6;
$D;616,93;;;;;;;129,0;;;;;;;;;-3,9;
$D;617,04;;;;;;;;-30,0;;;;;;;;-4,1;
$D;617,16;;;;;;;;;220,0;;;;;;;-4,1;
$D;617,24;;;;;;;;;;0,0;;;;;;-4,1;
$D;617,35;;;;;;;;;;;85,7;;;;;-4,0;
$D;617,47;;;;;;;;;;;;92,6;;;;-3,9;
$D;617,56;5,0;;;;;;;;;;;;;;;-3,7;
$D;617,67;;100,0;;;;;;;;;;;;;;-3,4;
$D;617,78;;;11,7;;;;;;;;;;;;;-3,1;
$D;617,85;;;;56,8;;;;;;;;;;;;-2,8;
$D;617,95;;;;;0,1;;;;;;;;;;;-2,6;
$D;618,06;;;;;;0,0;;;;;;;;;;-2,3;
$D;618,15;;;;;;;125,0;;;;;;;;;-2,1;
$D;618,26;;;;;;;;-31,0;;;;;;;;-1,8;
$D;618,37;;;;;;;;;202,0;;;;;;;-1,5;
$D;618,48;;;;;;;;;;0,0;;;;;;-1,3;
$D;618,57;;;;;;;;;;;89,6;;;;;-1,0;
$D;618,68;;;;;;;;;;;88,4;;;;;-0,8;
$D;618,79;5,0;;;;;;;;;;;;;;;-0,8;
$D;618,91;5,0;;;;;;;;;;;;;;;-0,2;
$D;619,00;;;11,7;;;;;;;;;;;;;-0,2;
$D;619,12;;;11,7;;;;;;;;;;;;;0,0;
$D;619,20;;;;;0,1;;;;;;;;;;;0,0;
$D;619,31;;;;;;0,0;;;;;;;;;;0,5;
$D;619,42;;;;;;;122,0;;;;;;;;;0,7;
$D;619,48;;;;;;;123,0;;;;;;;;;0,8;
$D;619,59;;;;;;;;;190,0;;;;;;;0,8;
$D;619,71;;;;;;;;;;0,0;;;;;;1,0;
$D;619,80;;;;;;;;;;;88,4;;;;;1,2;
$D;619,91;;;;;;;;;;;;92,6;;;;1,5;
$D;620,02;5,0;;;;;;;;;;;;;;;1,7;
$D;620,13;;100,0;;;;;;;;;;;;;;1,7;
$D;620,22;;;11,7;;;;;;;;;;;;;1,8;
$D;620,33;;;;56,8;;;;;;;;;;;;1,9;
$D;620,44;;;;;0,1;;;;;;;;;;;2,0;
$D;620,54;;;;;;0,0;;;;;;;;;;2,1;
$D;620,65;;;;;;;123,0;;;;;;;;;2,1;
$D;620,77;;;;;;;;-35,0;;;;;;;;2,1;
$D;620,85;;;;;;;;;190,0;;;;;;;2,1;
$D;620,96;;;;;;;;;;0,0;;;;;;2,1;
$D;621,07;;;;;;;;;;;83,2;;;;;2,1;
$D;621,13;;;;;;;;;;;;92,6;;;;2,1;
$D;621,24;5,0;;;;;;;;;;;;;;;2,1;
$D;621,36;;100,0;;;;;;;;;;;;;;2,1;
$D;621,44;;;11,7;;;;;;;;;;;;;2,0;
$D;621,56;;;;56,8;;;;;;;;;;;;2,0;
$D;621,67;;;;;0,2;;;;;;;;;;;1,9;
$D;621,78;;;;;;0,0;;;;;;;;;;1,7;
$D;621,88;;;;;;;126,0;;;;;;;;;1,6;
$D;621,99;;;;;;;;-23,0;;;;;;;;1,4;
$D;622,08;;;;;;;;;200,0;;;;;;;1,3;
$D;622,19;;;;;;;;;;0,0;;;;;;1,1;
$D;622,31;;;;;;;;;;;76,6;;;;;0,8;
$D;622,40;;;;;;;;;;;;92,6;;;;0,6;
$D;622,51;5,0;;;;;;;;;;;;;;;0,6;
$D;622,60;;100,0;;;;;;;;;;;;;;0,5;
$D;622,71;;;11,7;;;;;;;;;;;;;0,3;
$D;622,77;;;;56,8;;;;;;;;;;;;0,0;
$D;622,88;;;;;0,1;;;;;;;;;;;-0,2;
$D;623,00;;;;;;0,0;;;;;;;;;;-0,3;
$D;623,09;;;;;;;128,0;;;;;;;;;-0,3;
$D;623,21;;;;;;;;-16,0;;;;;;;;-0,5;
$D;623,30;;;;;;;;;211,0;;;;;;;-0,6;
$D;623,41;;;;;;;;;;0,0;;;;;;-0,8;
$D;623,52;;;;;;;;;;;70,6;;;;;-1,0;
$D;623,62;;;;;;;;;;;;92,6;;;;-1,1;
$D;623,73;5,0;;;;;;;;;;;;;;;-1,1;
$D;623,84;;100,0;;;;;;;;;;;;;;-1,3;
$D;623,94;;;11,7;;;;;;;;;;;;;-1,4;
$D;624,05;;;;56,8;;;;;;;;;;;;-1,6;
$D;624,14;;;;;0,2;;;;;;;;;;;-1,7;
$D;624,25;;;;;;0,0;;;;;;;;;;-1,8;
$D;624,36;;;;;;;127,0;;;;;;;;;-1,9;
$D;624,42;;;;;;;;-9,0;;;;;;;;-2,1;
$D;624,53;;;;;;;;;219,0;;;;;;;-2,2;
$D;624,65;;;;;;;;;;0,0;;;;;;-2,3;
$D;624,74;;;;;;;;;;;58,0;;;;;-2,4;
$D;624,85;;;;;;;;;;;;92,6;;;;-2,4;
$D;624,97;5,0;;;;;;;;;;;;;;;-2,8;
$D;625,06;;100,0;;;;;;;;;;;;;;-2,9;
$D;625,16;;;11,7;;;;;;;;;;;;;-3,1;
$D;625,27;;;;56,8;;;;;;;;;;;;-3,2;
$D;625,38;;;;;0,1;;;;;;;;;;;-3,4;
$D;625,49;;;;;;0,0;;;;;;;;;;-3,5;
$D;625,60;;;;;;;125,0;;;;;;;;;-3,6;
$D;625,69;;;;;;;;-4,0;;;;;;;;-3,8;
$D;625,80;;;;;;;;;221,0;;;;;;;-4,0;
$D;625,92;;;;;;;;;;0,0;;;;;;-4,1;
$D;626,00;;;;;;;;;;;55,6;;;;;-4,1;
$D;626,06;;;;;;;;;;;;92,6;;;;-4,2;
$D;626,17;5,0;;;;;;;;;;;;;;;-4,3;
$D;626,28;;100,0;;;;;;;;;;;;;;-4,4;
$D;626,39;;;11,7;;;;;;;;;;;;;-4,5;
$D;626,51;;;;56,8;;;;;;;;;;;;-4,6;
$D;626,60;;;;;0,1;;;;;;;;;;;-4,6;
$D;626,70;;;;;;0,0;;;;;;;;;;-4,6;
$D;626,81;;;;;;;120,0;;;;;;;;;-4,6;
$D;626,92;;;;;;;;-6,0;;;;;;;;-4,5;
$D;627,03;;;;;;;;;221,0;;;;;;;-4,5;
$D;627,14;;;;;;;;;;0,0;;;;;;-4,4;
$D;627,23;;;;;;;;;;;51,3;;;;;-4,4;
$D;627,33;;;;;;;;;;;;92,6;;;;-4,3;
$D;627,44;4,9;;;;;;;;;;;;;;;-4,3;
$D;627,55;;100,0;;;;;;;;;;;;;;-4,2;
$D;627,66;;;11,7;;;;;;;;;;;;;-4,2;
$D;627,72;;;;56,8;;;;;;;;;;;;-4,1;
$D;627,83;;;;;0,1;;;;;;;;;;;-4,1;
$D;627,92;;;;;;0,0;;;;;;;;;;-4,1;
$D;628,03;;;;;;;114,0;;;;;;;;;-3,9;
$D;628,14;;;;;;;;-7,0;;;;;;;;-3,8;
$D;628,26;;;;;;;;;216,0;;;;;;;-3,8;
$D;628,34;;;;;;;;;;0,0;;;;;;-3,7;
$D;628,45;;;;;;;;;;;44,8;;;;;-3,7;
$D;628,56;;;;;;;;;;;;92,6;;;;-3,6;
$D;628,67;;;;;;;;;;;;92,6;;;;-3,6;
$D;628,77;;100,0;;;;;;;;;;;;;;-3,6;
$D;628,88;;100,0;;;;;;;;;;;;;;-3,5;
$D;629,00;;;;56,8;;;;;;;;;;;;-3,5;
$D;629,08;;;;;0,2;;;;;;;;;;;-3,3;
$D;629,19;;;;;;0,0;;;;;;;;;;-3,3;
$D;629,30;;;;;;;110,0;;;;;;;;;-3,2;
$D;629,36;;;;;;;106,0;;;;;;;;;-3,0;
$D;629,47;;;;;;;;;208,0;;;;;;;-3,0;
$D;629,59;;;;;;;;;;0,0;;;;;;-3,0;
$D;629,68;;;;;;;;;;;38,1;;;;;-2,9;
$D;629,80;;;;;;;;;;;;92,6;;;;-2,8;
$D;629,89;4,9;;;;;;;;;;;;;;;-2,8;
$D;630,00;;100,0;;;;;;;;;;;;;;-2,6;
$D;630,11;;;11,7;;;;;;;;;;;;;-2,6;
$D;630,22;;;;56,8;;;;;;;;;;;;-2,5;
$D;630,31;;;;;0,1;;;;;;;;;;;-2,4;
$D;630,42;;;;;;0,0;;;;;;;;;;-2,1;
$D;630,53;;;;;;;106,0;;;;;;;;;-2,0;
$D;630,65;;;;;;;;-10,0;;;;;;;;-1,9;
$D;630,73;;;;;;;;;199,0;;;;;;;-1,9;
$D;630,84;;;;;;;;;;0,0;;;;;;-1,8;
$D;630,95;;;;;;;;;;;32,5;;;;;-1,6;
$D;631,01;;;;;;;;;;;;92,6;;;;-1,5;
$D;631,12;5,0;;;;;;;;;;;;;;;-1,4;
$D;631,21;;100,0;;;;;;;;;;;;;;-1,3;
$D;631,33;;100,0;;;;;;;;;;;;;;-1,3;
$D;631,44;;;;56,8;;;;;;;;;;;;-1,3;
$D;631,55;;;;56,8;;;;;;;;;;;;-1,0;
$D;631,64;;;;;;0,0;;;;;;;;;;-1,0;
$D;631,75;;;;;;0,0;;;;;;;;;;-0,8;
$D;631,86;;;;;;;;-24,0;;;;;;;;-0,8;
$D;631,97;;;;;;;;;191,0;;;;;;;-0,6;
$D;632,10;;;;;;;;;;0,0;;;;;;-0,5;
$D;632,19;;;;;;;;;;;25,2;;;;;-0,5;
$D;632,27;;;;;;;;;;;;92,6;;;;-0,4;
$D;632,39;5,0;;;;;;;;;;;;;;;-0,3;
$D;632,50;;100,0;;;;;;;;;;;;;;-0,2;
$D;632,59;;;11,7;;;;;;;;;;;;;-0,2;
$D;632,65;;;;56,8;;;;;;;;;;;;-0,1;
$D;632,76;;;;;0,1;;;;;;;;;;;-0,1;
$D;632,88;;;;;;0,0;;;;;;;;;;-0,1;
$D;632,99;;;;;;0,0;;;;;;;;;;-0,1;
$D;633,08;;;;;;0,0;;;;;;;;;;-0,1;
$D;633,19;;;;;;;;;184,0;;;;;;;-0,1;
$D;633,30;;;;;;;;;;0,0;;;;;;0,0;
$D;633,41;;;;;;;;;;;23,0;;;;;0,0;
$D;633,50;;;;;;;;;;;;92,6;;;;0,0;
$D;633,61;5,0;;;;;;;;;;;;;;;0,0;
$D;633,72;;100,0;;;;;;;;;;;;;;-0,1;
$D;633,81;;;11,7;;;;;;;;;;;;;-0,1;
$D;633,92;;;;56,8;;;;;;;;;;;;-0,1;
$D;634,03;;;;;0,3;;;;;;;;;;;-0,1;
$D;634,15;;;;;0,3;;;;;;;;;;;-0,2;
$D;634,24;;;;;0,3;;;;;;;;;;;-0,2;
$D;634,30;;;;;;;;-26,0;;;;;;;;-0,2;
$D;634,42;;;;;;;;;180,0;;;;;;;-0,3;
$D;634,51;;;;;;;;;177,0;;;;;;;-0,3;
$D;634,62;;;;;;;;;;;20,3;;;;;-0,3;
$D;634,74;;;;;;;;;;;;92,6;;;;-0,4;
$D;634,83;5,0;;;;;;;;;;;;;;;-0,5;
$D;634,94;;100,0;;;;;;;;;;;;;;-0,6;
$D;635,05;;;11,7;;;;;;;;;;;;;-0,8;
$D;635,17;;;;56,8;;;;;;;;;;;;-0,9;
$D;635,25;;;;;0,3;;;;;;;;;;;-1,0;
$D;635,36;;;;;;0,0;;;;;;;;;;-1,0;
$D;635,47;;;;;;;103,0;;;;;;;;;-1,3;
$D;635,57;;;;;;;;-22,0;;;;;;;;-1,5;
$D;635,68;;;;;;;;;177,0;;;;;;;-1,6;
$D;635,79;;;;;;;;;;0,0;;;;;;-1,8;
$D;635,90;;;;;;;;;;;15,1;;;;;-1,9;
