Zeit [s];RSSI [dB];Spannung [V];Strom [A];Leistung [W];Kapazitaet [Ah];Energie [Wh];Temp. Tmp. [*C]
#Version 2.04beta-19
#0.0:Modellname:PROTOS__ Akku:6S 2.65Ah TXE Version 3.5 Anzahl Fluege:35 Betriebsstunden:13:16:08 US-T V1.00
223.8;-26;23.2;10.9;253;0.52;12.57;19
224.0;-24;23.2;10.9;253;0.52;12.57;19
224.2;-26;23.2;11.3;262;0.52;12.57;19
224.4;-29;23.2;11.3;262;0.53;12.57;19
224.6;-32;23.2;9.4;218;0.53;12.57;19
225.0;-38;23.2;8.4;195;0.53;12.57;19
225.2;-40;23.2;8.4;195;0.53;12.67;19
225.4;-44;23.2;9.8;227;0.53;12.67;19
225.6;-46;23.2;9.8;227;0.53;12.67;19
225.8;-38;23.2;9.8;227;0.53;12.67;19
226.0;-40;23.2;9.8;227;0.53;12.67;19
226.2;-38;23.2;9.8;227;0.53;12.67;20
226.4;-39;23.2;9.6;223;0.53;12.67;20
226.6;-48;23.2;9.6;223;0.53;12.67;20
226.8;-50;23.2;9.6;223;0.53;12.77;20
227.0;-66;23.2;9.6;223;0.53;12.77;20
227.2;-44;23.2;10.5;244;0.53;12.77;20
227.4;-44;23.2;9.7;225;0.53;12.77;20
227.6;-39;23.2;9.7;225;0.53;12.77;20
227.8;-57;23.2;9.7;225;0.53;12.77;20
228.2;-47;23.2;10.0;232;0.53;12.77;20
228.4;-48;23.2;10.0;232;0.53;12.87;20
228.6;-45;23.2;9.0;209;0.53;12.87;20
229.0;-42;23.2;8.3;193;0.53;12.87;20
229.2;-38;23.2;8.3;193;0.53;12.87;20
229.4;-42;23.2;10.0;232;0.53;12.87;20
229.6;-43;23.2;10.0;232;0.54;12.87;20
229.8;-41;23.2;8.6;200;0.54;12.87;20
230.2;-36;23.2;8.5;197;0.54;12.87;20
230.4;-35;23.2;8.5;197;0.54;12.99;20
230.6;-39;23.2;8.7;202;0.54;12.99;20
230.8;-40;23.2;8.7;202;0.54;12.99;20
231.0;-42;23.2;9.2;213;0.54;12.99;20
231.2;-41;23.2;9.2;213;0.54;12.99;20
231.4;-39;23.2;9.4;218;0.54;12.99;20
231.6;-35;23.2;9.4;218;0.54;12.99;20
231.8;-27;23.2;11.0;255;0.54;12.99;20
232.0;-30;23.2;11.0;255;0.54;13.08;20
232.2;-23;23.2;9.6;223;0.54;13.08;20
232.4;-27;23.2;9.6;223;0.54;13.08;20
232.6;-26;23.2;9.6;223;0.54;13.08;20
232.8;-26;23.2;9.6;223;0.55;13.08;20
233.0;-31;23.2;9.4;218;0.55;13.08;20
233.4;-37;23.2;10.1;234;0.55;13.08;20
233.6;-31;23.2;10.1;234;0.55;13.18;20
233.8;-26;23.2;9.7;225;0.55;13.18;20
234.0;-30;23.2;9.7;225;0.55;13.18;20
234.2;-31;23.2;10.8;251;0.55;13.18;20
234.4;-38;23.2;10.8;251;0.55;13.18;20
234.6;-33;23.2;10.4;241;0.55;13.18;20
235.0;-33;23.1;9.7;224;0.55;13.18;20
235.2;-36;23.1;9.7;224;0.55;13.29;20
235.4;-32;23.1;10.9;252;0.55;13.29;20
235.6;-34;23.1;10.9;252;0.55;13.29;20
235.8;-37;23.1;10.3;238;0.55;13.29;20
236.0;-43;23.1;10.3;238;0.56;13.29;20
236.2;-39;23.1;10.3;238;0.56;13.29;20
236.4;-39;23.1;9.4;217;0.56;13.29;20
236.6;-39;23.2;9.6;223;0.56;13.29;20
236.8;-41;23.2;9.6;223;0.56;13.39;20
237.0;-42;23.2;10.6;246;0.56;13.39;20
237.2;-44;23.2;10.6;246;0.56;13.39;20
237.5;-50;23.2;10.6;246;0.56;13.39;20
237.8;-42;23.2;9.5;220;0.56;13.39;20
238.1;-42;23.2;9.9;230;0.56;13.39;20
238.3;-38;23.2;9.9;230;0.56;13.50;20
238.6;-41;23.2;9.4;218;0.56;13.50;20
239.0;-41;23.2;9.2;213;0.56;13.50;20
239.2;-38;23.2;9.2;213;0.56;13.50;20
239.4;-40;23.2;9.0;209;0.56;13.50;20
239.6;-39;23.2;9.0;209;0.57;13.50;20
239.8;-31;23.2;9.6;223;0.57;13.50;20
240.1;-26;23.2;8.5;197;0.57;13.50;20
240.3;-24;23.2;8.5;197;0.57;13.62;20
240.6;-20;23.2;8.7;202;0.57;13.62;20
240.8;-22;23.2;8.7;202;0.57;13.62;20
241.0;-24;23.2;9.8;227;0.57;13.62;20
241.2;-25;23.2;9.8;227;0.57;13.62;20
241.4;-25;23.2;9.9;230;0.57;13.62;20
241.6;-26;23.2;9.9;230;0.57;13.62;20
241.8;-30;23.1;10.8;249;0.57;13.62;20
242.0;-31;23.1;10.8;249;0.57;13.72;20
242.2;-38;23.1;12.4;286;0.57;13.72;20
242.4;-37;23.1;12.4;286;0.57;13.72;20
242.6;-36;23.1;10.6;245;0.57;13.72;20
242.8;-36;23.1;10.6;245;0.58;13.72;20
243.0;-37;23.1;9.6;222;0.58;13.72;20
243.3;-41;23.1;9.4;217;0.58;13.72;20
243.5;-40;23.1;9.4;217;0.58;13.83;20
243.8;-48;23.2;8.6;200;0.58;13.83;20
244.0;-49;23.2;8.6;200;0.58;13.83;20
244.2;-41;23.2;8.6;200;0.58;13.83;20
244.4;-50;23.2;8.6;200;0.58;13.83;20
244.6;-56;23.2;8.6;200;0.58;13.83;20
245.0;-54;23.2;8.6;200;0.58;13.92;20
245.4;-56;23.1;7.8;180;0.58;13.92;20
245.7;-40;23.2;8.5;197;0.58;13.92;20
245.9;-49;23.2;8.5;197;0.58;13.92;20
246.1;-43;23.2;8.5;197;0.58;13.92;20
246.3;-38;23.2;8.4;195;0.58;13.92;20
246.5;-31;23.2;8.4;195;0.58;13.92;20
246.7;-23;23.2;8.6;200;0.58;14.01;20
246.9;-24;23.2;8.6;200;0.58;14.01;20
247.1;-21;23.2;9.3;216;0.58;14.01;20
247.3;-33;23.2;9.3;216;0.58;14.01;20
247.5;-31;23.1;11.3;261;0.59;14.01;20
247.7;-36;23.1;9.0;208;0.59;14.01;20
248.1;-35;23.1;10.2;236;0.59;14.01;20
248.3;-35;23.1;10.2;236;0.59;14.11;20
248.5;-34;23.1;11.9;275;0.59;14.11;20
248.9;-31;23.1;10.6;245;0.59;14.11;20
249.1;-32;23.1;10.6;245;0.59;14.11;20
249.3;-33;23.1;10.6;245;0.59;14.11;20
249.5;-38;23.1;9.4;217;0.59;14.11;20
249.7;-40;23.1;11.6;268;0.59;14.11;20
249.9;-42;23.1;11.6;268;0.59;14.11;20
250.1;-46;23.1;10.3;238;0.59;14.11;20
250.3;-49;23.1;10.3;238;0.59;14.11;20
250.5;-38;23.1;8.9;206;0.59;14.11;20
250.7;-38;23.1;8.9;206;0.59;14.11;20
250.9;-37;23.1;8.9;206;0.59;14.11;20
251.1;-43;23.1;9.7;224;0.60;14.11;20
251.3;-37;23.1;8.4;194;0.60;14.11;20
251.5;-44;23.1;8.4;194;0.60;14.11;20
251.7;-45;23.1;8.4;194;0.60;14.11;20
251.9;-41;23.1;7.7;178;0.60;14.34;20
252.1;-34;23.2;8.0;186;0.60;14.34;20
252.3;-36;23.2;8.0;186;0.60;14.34;20
252.5;-34;23.2;8.0;186;0.60;14.34;20
252.7;-32;23.2;8.7;202;0.60;14.34;20
252.9;-31;23.2;8.2;190;0.60;14.34;20
253.1;-35;23.2;8.2;190;0.60;14.34;20
253.3;-37;23.2;8.8;204;0.60;14.34;20
253.5;-40;23.2;8.8;204;0.60;14.43;20
253.7;-36;23.1;8.3;192;0.60;14.43;20
253.9;-35;23.1;8.3;192;0.60;14.43;20
254.1;-32;23.1;8.3;192;0.60;14.43;20
254.3;-34;23.1;8.9;206;0.61;14.43;20
254.5;-37;23.1;10.0;231;0.61;14.43;20
254.7;-41;23.1;10.0;231;0.61;14.43;20
254.9;-44;23.1;9.0;208;0.61;14.43;20
255.1;-50;23.1;9.0;208;0.61;14.52;20
255.5;-44;23.1;9.0;208;0.61;14.52;20
255.7;-44;23.1;9.0;208;0.61;14.52;21
255.9;-42;23.1;9.2;213;0.61;14.52;21
256.1;-50;23.1;10.8;249;0.61;14.52;21
256.4;-41;23.1;10.8;249;0.61;14.52;21
256.6;-47;23.1;9.0;208;0.61;14.52;21
256.8;-44;23.1;9.0;208;0.61;14.62;21
257.0;-38;23.1;11.0;254;0.61;14.62;21
257.2;-39;23.1;11.0;254;0.61;14.62;20
257.4;-45;23.0;11.5;265;0.61;14.62;20
257.6;-49;23.0;11.5;265;0.61;14.62;20
257.8;-39;23.1;7.6;176;0.61;14.62;20
258.1;-44;23.1;8.9;206;0.61;14.62;20
258.3;-38;23.1;8.9;206;0.61;14.72;20
258.5;-53;23.1;10.1;233;0.61;14.72;20
259.0;-24;23.1;8.1;187;0.61;14.72;20
259.2;-24;23.1;8.1;187;0.61;14.72;20
259.4;-29;23.1;8.7;201;0.61;14.72;20
259.6;-25;23.1;8.7;201;0.62;14.72;20
259.8;-29;23.1;10.0;231;0.62;14.72;20
260.2;-27;23.1;8.2;189;0.62;14.72;20
260.4;-26;23.1;8.2;189;0.62;14.84;20
260.6;-28;23.1;9.0;208;0.62;14.84;20
260.8;-30;23.1;9.0;208;0.62;14.84;20
261.0;-32;23.1;9.8;226;0.62;14.84;20
261.2;-33;23.1;9.8;226;0.62;14.84;20
261.4;-32;23.1;8.9;206;0.62;14.84;20
261.6;-29;23.1;8.9;206;0.62;14.84;20
261.8;-29;23.1;9.4;217;0.62;14.84;20
262.0;-31;23.1;9.4;217;0.62;14.93;20
262.2;-38;23.1;9.6;222;0.62;14.93;20
262.4;-36;23.1;9.6;222;0.62;14.93;20
262.6;-37;23.1;10.7;247;0.62;14.93;20
262.8;-40;23.1;10.7;247;0.63;14.93;20
263.0;-43;23.0;10.0;230;0.63;14.93;20
263.4;-47;23.0;11.4;262;0.63;14.93;20
263.6;-45;23.0;11.4;262;0.63;15.04;20
263.8;-44;23.0;11.5;265;0.63;15.04;20
264.0;-45;23.0;11.5;265;0.63;15.04;20
264.2;-41;23.0;9.2;212;0.63;15.04;20
264.4;-47;23.0;9.2;212;0.63;15.04;20
264.6;-37;23.1;9.3;215;0.63;15.04;20
265.0;-36;23.0;9.9;228;0.63;15.04;20
265.2;-38;23.0;9.9;228;0.63;15.15;20
265.4;-57;23.0;9.6;221;0.63;15.15;20
265.6;-33;23.0;9.6;221;0.63;15.15;20
265.8;-40;23.0;9.6;221;0.63;15.15;20
266.0;-35;23.0;9.6;221;0.64;15.15;20
266.2;-27;23.0;10.2;235;0.64;15.15;20
266.6;-32;23.0;9.4;216;0.64;15.15;20
266.8;-36;23.0;9.4;216;0.64;15.25;20
267.0;-24;23.0;10.0;230;0.64;15.25;20
267.2;-25;23.0;10.0;230;0.64;15.25;20
267.4;-23;23.0;10.0;230;0.64;15.25;20
267.6;-20;23.1;10.4;240;0.64;15.25;20
267.8;-20;23.0;10.0;230;0.64;15.25;21
268.2;-15;23.0;9.6;221;0.64;15.25;21
268.4;-14;23.0;9.6;221;0.64;15.35;21
268.6;-15;23.0;9.6;221;0.64;15.35;21
268.8;-15;23.0;10.3;237;0.64;15.35;21
269.0;-12;23.0;8.4;193;0.64;15.35;21
269.2;-20;23.0;8.4;193;0.64;15.35;21
269.4;-18;23.0;8.9;205;0.64;15.35;21
269.6;-21;23.0;8.9;205;0.65;15.35;21
269.8;-26;23.0;10.0;230;0.65;15.35;21
270.0;-26;23.0;10.0;230;0.65;15.35;21
270.2;-29;23.0;10.5;242;0.65;15.35;21
270.4;-29;23.0;10.5;242;0.65;15.47;21
270.6;-30;23.0;9.5;219;0.65;15.47;21
270.8;-31;23.0;9.5;219;0.65;15.47;21
271.0;-42;23.0;9.5;219;0.65;15.47;21
271.2;-30;23.0;9.4;216;0.65;15.47;21
271.4;-31;23.0;11.0;253;0.65;15.47;21
271.6;-29;23.0;11.0;253;0.65;15.47;21
271.8;-32;23.0;9.4;216;0.65;15.47;21
272.0;-34;23.0;9.4;216;0.65;15.58;21
272.2;-31;23.0;10.3;237;0.65;15.58;21
272.4;-38;23.0;10.3;237;0.65;15.58;21
272.6;-30;23.0;12.2;281;0.65;15.58;21
272.8;-34;23.0;12.2;281;0.66;15.58;21
273.0;-31;23.0;10.4;239;0.66;15.58;21
273.2;-26;23.0;10.4;239;0.66;15.58;21
273.4;-34;23.0;10.9;251;0.66;15.58;21
273.6;-25;23.0;10.9;251;0.66;15.69;21
273.8;-26;23.0;11.3;260;0.66;15.69;21
274.0;-31;23.0;11.3;260;0.66;15.69;21
274.2;-31;23.0;10.7;246;0.66;15.69;21
274.4;-30;23.0;10.7;246;0.66;15.69;21
274.6;-31;23.0;10.2;235;0.66;15.69;21
274.8;-33;23.0;10.2;235;0.66;15.69;21
275.0;-24;23.0;10.3;237;0.66;15.69;21
275.2;-24;23.0;10.3;237;0.66;15.80;21
275.4;-32;23.0;10.3;237;0.66;15.80;21
275.6;-30;23.0;10.3;237;0.66;15.80;21
275.8;-27;23.0;10.2;235;0.66;15.80;21
276.0;-29;23.0;10.2;235;0.66;15.80;21
276.2;-20;23.0;10.7;246;0.66;15.80;21
276.5;-27;23.0;10.3;237;0.66;15.80;21
276.7;-20;23.0;10.3;237;0.66;15.90;21
276.9;-22;23.0;9.9;228;0.66;15.90;21
277.1;-24;23.0;9.9;228;0.66;15.90;21
277.3;-22;23.0;13.0;299;0.66;15.90;21
277.5;-21;23.0;13.0;299;0.67;15.90;21
277.7;-21;23.0;13.0;299;0.67;15.90;21
277.9;-24;22.9;10.7;245;0.67;15.90;21
278.1;-20;22.9;11.7;268;0.67;15.90;21
278.3;-20;22.9;11.7;268;0.67;16.01;21
278.5;-24;22.9;12.8;293;0.67;16.01;21
278.7;-25;22.9;12.8;293;0.67;16.01;21
278.9;-32;22.9;10.9;250;0.67;16.01;21
279.1;-30;22.9;10.9;250;0.67;16.01;21
279.3;-33;22.9;10.6;243;0.67;16.01;21
279.5;-40;22.9;10.6;243;0.68;16.01;21
279.7;-26;22.9;10.6;243;0.68;16.01;21
279.9;-30;22.9;10.0;229;0.68;16.01;21
280.1;-29;22.9;10.2;234;0.68;16.01;21
280.3;-23;22.9;10.2;234;0.68;16.16;21
280.5;-25;22.9;10.2;234;0.68;16.16;21
280.7;-24;22.9;9.8;224;0.68;16.16;21
280.9;-33;22.9;9.8;224;0.68;16.16;21
281.1;-30;23.0;9.3;214;0.68;16.16;21
281.3;-29;23.0;9.3;214;0.68;16.16;21
281.5;-36;23.0;10.7;246;0.68;16.16;21
281.7;-34;23.0;10.7;246;0.68;16.16;21
281.9;-35;22.9;10.0;229;0.68;16.26;21
282.1;-29;22.9;10.0;229;0.68;16.26;21
282.3;-30;22.9;10.2;234;0.68;16.26;21
282.5;-31;22.9;10.2;234;0.68;16.26;21
282.7;-37;22.9;10.9;250;0.69;16.26;21
282.9;-38;22.9;10.9;250;0.69;16.26;21
283.1;-38;22.9;10.6;243;0.69;16.26;21
283.3;-44;22.9;10.9;250;0.69;16.26;21
283.5;-48;22.9;10.9;250;0.69;16.37;21
283.7;-47;22.9;10.9;250;0.69;16.37;21
284.1;-50;22.9;11.1;254;0.69;16.37;21
284.3;-44;22.9;11.1;254;0.69;16.37;21
284.5;-48;22.9;11.1;254;0.69;16.37;21
284.9;-46;22.9;11.8;270;0.69;16.37;21
285.1;-42;22.9;11.8;270;0.69;16.48;21
285.3;-45;22.9;11.8;270;0.69;16.48;21
285.5;-55;22.9;10.3;236;0.69;16.48;21
285.7;-47;22.9;10.3;236;0.69;16.48;21
285.9;-44;22.9;10.5;240;0.69;16.48;21
286.1;-48;22.9;11.6;266;0.69;16.48;21
286.5;-39;22.9;10.4;238;0.69;16.48;21
286.7;-42;22.9;10.4;238;0.69;16.59;21
286.9;-47;22.9;10.1;231;0.69;16.59;21
287.1;-46;22.9;10.1;231;0.69;16.59;21
287.3;-36;22.9;10.4;238;0.69;16.59;21
287.5;-38;22.9;10.4;238;0.70;16.59;21
287.7;-29;22.9;9.6;220;0.70;16.59;21
287.9;-24;22.9;9.6;220;0.70;16.59;21
288.1;-30;22.9;9.6;220;0.70;16.59;21
288.3;-16;22.9;9.3;213;0.70;16.69;21
288.5;-14;22.9;9.8;224;0.70;16.69;21
288.8;-14;22.9;9.8;224;0.70;16.69;22
289.0;-18;22.9;10.7;245;0.70;16.69;22
289.2;-24;22.9;10.7;245;0.70;16.69;22
289.4;-32;22.9;9.0;206;0.70;16.69;22
289.6;-33;22.9;9.0;206;0.70;16.69;22
289.8;-32;22.9;9.0;206;0.70;16.69;22
290.0;-30;22.9;9.7;222;0.70;16.69;22
290.2;-33;22.9;10.1;231;0.70;16.69;22
290.4;-30;22.9;10.1;231;0.70;16.81;22
290.6;-31;22.9;10.1;231;0.70;16.81;22
290.8;-36;22.9;9.7;222;0.70;16.81;22
291.0;-30;22.9;9.7;222;0.70;16.81;22
291.2;-32;22.9;9.8;224;0.71;16.81;22
291.4;-35;22.9;9.8;224;0.71;16.81;22
291.6;-32;22.9;9.7;222;0.71;16.81;22
291.8;-35;22.9;9.7;222;0.71;16.81;22
292.0;-45;22.9;9.8;224;0.71;16.91;22
292.2;-41;22.9;9.8;224;0.71;16.91;22
292.4;-49;22.9;9.3;213;0.71;16.91;22
292.6;-37;22.9;9.3;213;0.71;16.91;22
292.8;-31;22.9;10.6;243;0.71;16.91;22
293.0;-30;22.9;10.6;243;0.71;16.91;22
293.2;-32;22.9;10.2;234;0.71;16.91;22
293.4;-30;22.9;9.6;220;0.71;16.91;22
293.6;-34;22.9;9.6;220;0.71;17.01;22
293.8;-35;22.9;9.6;220;0.71;17.01;22
294.0;-35;22.9;9.9;227;0.71;17.01;22
294.2;-42;22.9;9.9;227;0.71;17.01;22
294.4;-38;22.9;9.8;224;0.72;17.01;22
294.6;-41;22.9;9.3;213;0.72;17.01;22
295.0;-40;22.9;10.1;231;0.72;17.01;22
295.2;-47;22.9;10.1;231;0.72;17.01;22
295.4;-42;22.9;10.1;231;0.72;17.01;22
295.6;-32;22.9;8.8;202;0.72;17.01;22
295.8;-44;22.9;8.9;204;0.72;17.01;22
296.0;-36;22.9;8.9;204;0.72;17.01;22
296.2;-36;23.0;8.9;205;0.72;17.01;22
296.4;-38;23.0;8.9;205;0.72;17.01;22
296.6;-30;22.9;10.7;245;0.72;17.01;22
296.8;-30;22.9;10.7;245;0.72;17.21;22
297.0;-27;22.9;10.0;229;0.72;17.21;22
297.2;-32;22.9;10.0;229;0.72;17.21;22
297.4;-35;22.9;10.5;240;0.72;17.21;22
297.6;-48;22.9;10.5;240;0.73;17.21;22
297.8;-38;22.9;10.7;245;0.73;17.21;22
298.2;-31;22.9;10.0;229;0.73;17.21;22
298.4;-36;22.9;10.0;229;0.73;17.31;22
298.6;-27;22.9;10.1;231;0.73;17.31;22
298.8;-30;22.9;10.1;231;0.73;17.31;22
299.0;-25;22.9;11.9;273;0.73;17.31;22
299.2;-24;22.9;11.9;273;0.73;17.31;22
299.4;-26;22.8;12.0;274;0.73;17.31;22
299.6;-32;22.8;12.0;274;0.73;17.31;22
299.8;-32;22.8;12.0;274;0.73;17.31;22
300.0;-38;22.8;11.0;251;0.73;17.31;22
300.2;-36;22.8;10.8;246;0.73;17.31;22
300.4;-37;22.8;10.8;246;0.73;17.46;22
300.6;-48;22.8;10.4;237;0.73;17.46;22
300.8;-36;22.8;10.4;237;0.73;17.46;22
301.0;-40;22.9;8.3;190;0.73;17.46;22
301.2;-38;22.9;8.3;190;0.74;17.46;22
301.4;-34;22.9;10.4;238;0.74;17.46;22
301.6;-41;22.9;10.4;238;0.74;17.46;22
301.8;-44;22.9;9.7;222;0.74;17.46;22
302.0;-47;22.9;9.7;222;0.74;17.55;22
302.2;-35;22.9;8.9;204;0.74;17.55;22
302.4;-29;22.9;8.9;204;0.74;17.55;22
302.6;-25;22.8;11.0;251;0.74;17.55;22
302.8;-22;22.8;11.0;251;0.74;17.55;22
303.0;-21;22.8;11.6;264;0.74;17.55;22
303.3;-24;22.8;10.2;233;0.74;17.55;22
303.5;-25;22.8;10.2;233;0.74;17.66;22
303.7;-26;22.8;10.2;233;0.74;17.66;22
303.9;-29;22.8;10.7;244;0.74;17.66;22
304.1;-33;22.8;10.7;244;0.74;17.66;22
304.3;-36;22.8;9.4;214;0.75;17.66;22
304.5;-35;22.8;9.4;214;0.75;17.66;22
304.7;-39;22.9;10.0;229;0.75;17.66;22
305.0;-38;22.9;10.6;243;0.75;17.66;22
305.2;-42;22.9;10.6;243;0.75;17.77;22
305.4;-44;22.8;9.8;223;0.75;17.77;22
305.6;-41;22.8;9.8;223;0.75;17.77;22
305.8;-43;22.8;8.9;203;0.75;17.77;22
306.0;-47;22.8;8.9;203;0.75;17.77;22
306.2;-44;22.9;10.0;229;0.75;17.77;22
306.5;-45;22.9;8.9;204;0.75;17.77;22
307.3;-62;22.9;8.7;199;0.75;17.77;22
307.5;-55;22.9;8.7;199;0.76;17.77;22
307.7;-51;22.9;8.9;204;0.76;17.77;22
308.5;-56;22.9;7.7;176;0.76;17.77;22
308.7;-41;22.9;7.7;176;0.76;17.77;22
308.9;-57;22.9;7.9;181;0.76;17.77;22
309.1;-59;22.9;7.9;181;0.76;17.77;22
309.3;-41;22.9;8.6;197;0.76;17.77;22
309.5;-52;22.9;8.6;197;0.76;17.77;22
309.7;-45;22.9;8.6;197;0.76;17.77;22
309.9;-53;22.9;7.8;179;0.76;17.77;22
310.1;-51;22.9;7.8;179;0.76;17.77;22
310.3;-59;22.9;7.8;179;0.76;18.06;22
310.5;-44;22.9;7.8;179;0.76;18.06;22
310.7;-42;22.9;8.4;192;0.76;18.06;22
310.9;-61;22.9;8.4;192;0.76;18.06;22
311.1;-39;22.9;8.3;190;0.76;18.06;22
311.3;-35;22.9;8.3;190;0.76;18.06;22
311.5;-34;22.9;9.8;224;0.76;18.06;22
311.7;-26;22.9;9.8;224;0.76;18.06;22
311.9;-29;22.9;8.2;188;0.76;18.15;22
312.1;-21;22.9;8.2;188;0.76;18.15;22
312.3;-24;22.9;8.4;192;0.76;18.15;22
312.5;-32;22.9;8.4;192;0.76;18.15;22
312.7;-26;22.9;8.4;192;0.77;18.15;22
312.9;-25;22.9;8.4;192;0.77;18.15;22
313.1;-27;22.9;8.4;192;0.77;18.15;22
313.3;-29;22.9;9.0;206;0.77;18.15;22
313.5;-30;22.9;9.0;206;0.77;18.24;22
313.7;-32;22.9;9.0;206;0.77;18.24;22
313.9;-32;22.9;9.5;218;0.77;18.24;22
314.1;-33;22.9;9.5;218;0.77;18.24;22
314.3;-38;22.8;10.4;237;0.77;18.24;22
314.5;-39;22.8;10.4;237;0.77;18.24;22
314.7;-36;22.8;9.4;214;0.77;18.24;22
315.0;-45;22.8;9.4;214;0.77;18.34;22
315.3;-47;22.8;10.3;235;0.77;18.34;22
315.5;-46;22.8;10.3;235;0.77;18.34;22
315.7;-47;22.8;11.5;262;0.77;18.34;22
315.9;-52;22.8;11.5;262;0.77;18.34;22
316.1;-42;22.8;10.9;249;0.77;18.34;22
316.3;-49;22.8;10.9;249;0.77;18.34;22
316.9;-54;22.8;10.9;249;0.77;18.34;22
317.1;-51;22.8;10.9;249;0.77;18.34;22
317.3;-42;22.8;10.9;249;0.77;18.34;22
317.5;-43;22.8;10.9;249;0.78;18.34;22
317.7;-48;22.8;10.3;235;0.78;18.34;22
318.1;-48;22.8;9.7;221;0.78;18.34;22
318.3;-49;22.8;9.7;221;0.78;18.56;22
318.5;-44;22.8;9.1;207;0.78;18.56;22
318.9;-49;22.8;10.2;233;0.78;18.56;22
319.1;-45;22.8;10.2;233;0.78;18.56;22
319.3;-42;22.8;10.2;233;0.78;18.56;22
319.5;-40;22.8;10.5;239;0.79;18.56;22
319.7;-42;22.8;10.5;239;0.79;18.56;22
319.9;-44;22.8;10.5;239;0.79;18.56;22
320.1;-42;22.8;10.0;228;0.79;18.56;22
320.3;-50;22.8;10.0;228;0.79;18.69;22
320.5;-47;22.8;10.0;228;0.79;18.69;23
320.7;-40;22.8;10.6;242;0.79;18.69;23
320.9;-42;22.8;9.7;221;0.79;18.69;23
321.1;-55;22.8;9.7;221;0.79;18.69;23
321.3;-49;22.8;9.7;221;0.79;18.69;23
321.5;-43;22.8;10.9;249;0.79;18.69;23
321.7;-36;22.8;10.9;249;0.79;18.69;23
321.9;-42;22.8;9.0;205;0.79;18.79;23
322.1;-35;22.8;9.0;205;0.79;18.79;23
322.3;-32;22.8;9.6;219;0.79;18.79;23
322.5;-29;22.8;9.6;219;0.79;18.79;23
322.7;-28;22.8;10.3;235;0.80;18.79;23
322.9;-30;22.8;10.4;237;0.80;18.79;23
323.3;-25;22.8;10.2;233;0.80;18.79;23
323.5;-24;22.8;10.2;233;0.80;18.89;23
323.7;-19;22.8;10.2;233;0.80;18.89;23
323.9;-20;22.8;10.4;237;0.80;18.89;23
324.1;-20;22.8;9.4;214;0.80;18.89;23
324.3;-18;22.8;9.4;214;0.80;18.89;23
324.5;-17;22.8;9.4;214;0.80;18.89;23
324.7;-16;22.8;9.8;223;0.80;18.89;23
324.9;-24;22.8;10.3;235;0.80;18.89;23
325.1;-30;22.8;10.3;235;0.80;19.00;23
325.3;-27;22.8;10.3;235;0.80;19.00;23
325.5;-32;22.8;10.2;233;0.80;19.00;23
325.7;-28;22.8;10.3;235;0.80;19.00;23
325.9;-30;22.8;10.3;235;0.80;19.00;23
326.1;-32;22.8;10.1;230;0.80;19.00;23
326.5;-35;22.8;10.3;235;0.80;19.00;23
326.7;-38;22.8;10.3;235;0.80;19.10;23
326.9;-37;22.8;10.1;230;0.80;19.10;23
327.1;-33;22.8;10.1;230;0.80;19.10;23
327.3;-32;22.8;9.7;221;0.80;19.10;23
327.5;-32;22.8;9.7;221;0.81;19.10;23
327.7;-35;22.8;8.9;203;0.81;19.10;23
328.1;-34;22.8;9.0;205;0.81;19.10;23
328.3;-36;22.8;9.0;205;0.81;19.19;23
328.5;-42;22.8;11.3;258;0.81;19.19;23
328.8;-49;22.8;10.0;228;0.81;19.19;23
329.1;-35;22.8;10.0;228;0.81;19.19;23
329.3;-34;22.8;10.6;242;0.81;19.19;23
329.5;-33;22.8;10.6;242;0.81;19.19;23
329.7;-33;22.8;9.7;221;0.81;19.19;23
329.9;-35;22.8;9.7;221;0.81;19.19;23
330.1;-35;22.7;11.0;250;0.81;19.19;23
330.3;-35;22.7;11.0;250;0.81;19.32;23
330.5;-36;22.7;9.8;222;0.81;19.32;23
330.7;-33;22.7;9.8;222;0.81;19.32;23
330.9;-38;22.7;12.3;279;0.81;19.32;23
331.1;-36;22.7;12.3;279;0.82;19.32;23
331.3;-42;22.7;11.3;257;0.82;19.32;23
331.5;-41;22.7;11.3;257;0.82;19.32;23
331.7;-44;22.7;10.6;241;0.82;19.32;23
332.0;-32;22.7;11.5;261;0.82;19.32;23
332.2;-45;22.7;11.5;261;0.82;19.32;23
332.4;-38;22.7;11.5;261;0.82;19.32;23
332.6;-42;22.7;11.4;259;0.82;19.32;23
332.8;-44;22.7;10.2;232;0.82;19.32;23
333.0;-35;22.7;10.2;232;0.82;19.32;23
333.2;-51;22.8;9.2;210;0.82;19.32;23
333.4;-31;22.8;9.2;210;0.82;19.54;23
333.7;-38;22.8;10.4;237;0.82;19.54;23
333.9;-37;22.8;10.4;237;0.82;19.54;23
334.1;-31;22.7;10.9;247;0.82;19.54;23
334.3;-67;22.7;10.9;247;0.82;19.54;23
334.5;-38;22.7;11.0;250;0.82;19.54;23
334.7;-42;22.7;11.0;250;0.82;19.54;23
334.9;-40;22.7;11.0;250;0.82;19.66;23
335.2;-42;22.7;11.6;263;0.82;19.66;23
335.4;-35;22.7;11.6;263;0.82;19.66;23
335.6;-47;22.7;11.6;263;0.82;19.66;23
