Zeit [s];RSSI [dB];Spannung [V];Strom [A];Leistung [W];Kapazitaet [Ah];Energie [Wh];Temp. Tmp. [*C]
#Version 2.04beta-19
#0.0:Modellname:PROTOS__ Akku:6S 2.65Ah TXE Version 3.5 Anzahl Fluege:35 Betriebsstunden:13:16:08 US-T V1.00
109.3;-50;23.9;10.3;246;0.21;5.14;16
109.7;-55;23.9;10.3;246;0.21;5.14;16
109.9;-55;23.9;10.3;246;0.21;5.14;16
110.5;-47;23.9;9.9;237;0.21;5.14;16
110.7;-46;23.9;9.9;237;0.21;5.37;16
110.9;-47;23.9;10.0;239;0.21;5.37;16
111.1;-50;23.9;10.0;239;0.21;5.37;16
111.3;-50;23.9;10.0;239;0.21;5.37;16
111.5;-48;23.8;10.8;257;0.22;5.37;16
111.7;-44;23.8;10.8;257;0.22;5.37;16
112.1;-46;23.8;10.5;250;0.22;5.37;16
112.3;-48;23.8;10.5;250;0.22;5.48;16
112.5;-47;23.8;10.5;250;0.22;5.48;16
112.7;-52;23.8;11.3;269;0.22;5.48;16
112.9;-53;23.8;11.3;269;0.22;5.48;16
113.1;-51;23.8;10.7;255;0.22;5.48;16
113.3;-43;23.8;10.7;255;0.22;5.48;16
113.8;-43;23.8;10.7;255;0.22;5.48;16
114.0;-56;23.8;10.7;255;0.22;5.48;16
114.2;-47;23.8;9.3;221;0.22;5.48;16
114.5;-57;23.8;9.3;221;0.22;5.48;16
114.7;-51;23.8;9.3;221;0.23;5.48;16
114.9;-43;23.8;9.3;221;0.23;5.48;16
115.1;-52;23.8;10.3;245;0.23;5.48;16
115.3;-53;23.8;10.5;250;0.23;5.48;16
115.5;-50;23.8;10.5;250;0.23;5.48;16
115.7;-40;23.8;10.5;250;0.23;5.48;16
115.9;-62;23.8;10.5;250;0.23;5.48;16
116.2;-54;23.8;10.5;250;0.23;5.48;16
116.5;-43;23.8;10.5;250;0.23;5.48;16
116.9;-43;23.8;9.7;231;0.23;5.48;16
117.3;-56;23.8;9.4;224;0.23;5.48;16
117.5;-62;23.8;9.4;224;0.23;5.48;16
117.7;-52;23.8;8.9;212;0.23;5.48;16
117.9;-49;23.8;8.9;212;0.24;5.48;16
118.1;-46;23.8;8.7;207;0.24;5.48;16
118.5;-52;23.8;9.5;226;0.24;5.48;16
118.9;-39;23.8;10.2;243;0.24;5.48;16
119.2;-44;23.8;11.1;264;0.24;5.48;16
119.5;-42;23.8;11.1;264;0.24;5.48;16
119.7;-40;23.7;11.2;265;0.24;5.48;16
119.9;-50;23.7;11.2;265;0.24;5.48;16
120.1;-24;23.7;9.8;232;0.24;5.48;16
120.4;-35;23.7;9.8;232;0.24;5.48;16
120.6;-23;23.7;10.3;244;0.24;5.48;16
120.8;-27;23.7;10.3;244;0.24;6.04;16
121.0;-22;23.7;11.0;261;0.24;6.04;16
121.2;-24;23.7;11.0;261;0.24;6.04;16
121.4;-26;23.7;11.2;265;0.24;6.04;16
121.6;-27;23.7;11.2;265;0.25;6.04;16
121.8;-31;23.7;10.3;244;0.25;6.04;16
122.0;-35;23.7;10.3;244;0.25;6.04;16
122.2;-30;23.7;9.2;218;0.25;6.04;16
122.4;-30;23.7;9.2;218;0.25;6.15;16
122.6;-33;23.7;11.0;261;0.25;6.15;16
122.8;-31;23.7;11.0;261;0.25;6.15;16
123.0;-29;23.7;9.6;228;0.25;6.15;16
123.2;-29;23.7;9.6;228;0.25;6.15;16
123.4;-31;23.8;9.3;221;0.25;6.15;16
123.6;-31;23.8;9.3;221;0.25;6.15;16
123.8;-35;23.7;10.0;237;0.25;6.15;16
124.0;-38;23.7;10.0;237;0.25;6.26;16
124.2;-43;23.7;9.5;225;0.25;6.26;16
124.4;-42;23.7;9.5;225;0.25;6.26;16
124.6;-48;23.7;9.8;232;0.25;6.26;16
124.8;-48;23.7;11.0;261;0.25;6.26;16
125.0;-54;23.7;11.0;261;0.25;6.26;16
125.4;-51;23.7;11.0;261;0.25;6.37;16
125.7;-49;23.7;9.9;235;0.25;6.37;16
125.9;-50;23.7;9.9;235;0.25;6.37;16
126.1;-49;23.7;10.4;246;0.25;6.37;16
126.3;-50;23.7;10.4;246;0.26;6.37;16
126.5;-47;23.7;10.3;244;0.26;6.37;16
126.8;-51;23.7;9.5;225;0.26;6.37;16
127.0;-44;23.7;9.5;225;0.26;6.47;16
127.3;-30;23.7;10.7;254;0.26;6.47;16
127.5;-27;23.7;10.7;254;0.26;6.47;16
127.7;-27;23.7;8.8;209;0.26;6.47;16
127.9;-37;23.7;8.8;209;0.27;6.47;16
128.1;-26;23.7;10.1;239;0.27;6.47;16
128.3;-19;23.7;10.1;239;0.27;6.47;16
128.5;-19;23.7;9.9;235;0.27;6.47;16
128.7;-26;23.7;9.9;235;0.27;6.57;16
128.9;-27;23.7;10.7;254;0.27;6.57;16
129.1;-28;23.7;10.7;254;0.27;6.57;16
129.3;-33;23.7;10.9;258;0.27;6.57;16
129.5;-29;23.7;10.9;258;0.27;6.57;16
129.7;-32;23.7;11.2;265;0.27;6.57;16
129.9;-32;23.7;11.2;265;0.27;6.57;16
130.1;-28;23.7;9.1;216;0.27;6.57;16
130.5;-33;23.7;9.8;232;0.27;6.57;16
130.7;-33;23.7;9.8;232;0.27;6.71;16
130.9;-34;23.7;9.6;228;0.27;6.71;16
131.1;-37;23.7;9.6;228;0.27;6.71;16
131.3;-38;23.7;9.5;225;0.27;6.71;16
131.5;-40;23.7;9.5;225;0.28;6.71;16
131.7;-46;23.7;9.5;225;0.28;6.71;16
131.9;-36;23.7;9.5;225;0.28;6.71;16
132.1;-33;23.7;9.6;228;0.28;6.71;16
132.3;-38;23.7;9.6;228;0.28;6.81;17
132.5;-37;23.7;10.0;237;0.28;6.81;17
132.7;-45;23.7;10.0;237;0.28;6.81;17
132.9;-39;23.7;9.3;220;0.28;6.81;17
133.1;-47;23.7;9.3;220;0.28;6.81;17
133.3;-42;23.7;9.7;230;0.28;6.81;17
133.6;-65;23.7;9.7;230;0.28;6.81;17
133.8;-43;23.7;9.7;230;0.28;6.81;17
134.0;-54;23.7;9.1;216;0.28;6.81;17
134.2;-52;23.7;9.1;216;0.28;6.81;17
134.5;-53;23.7;9.1;216;0.28;6.81;17
134.8;-43;23.7;9.3;220;0.28;6.81;17
135.2;-44;23.7;8.1;192;0.28;6.81;17
135.4;-42;23.7;8.1;192;0.28;7.01;17
135.6;-38;23.7;8.1;192;0.28;7.01;17
135.8;-38;23.7;8.3;197;0.28;7.01;17
136.0;-35;23.7;8.3;197;0.28;7.01;17
136.2;-30;23.8;8.5;202;0.29;7.01;17
136.4;-33;23.7;8.8;209;0.29;7.01;17
136.8;-20;23.7;7.7;182;0.29;7.01;17
137.0;-18;23.7;7.7;182;0.29;7.09;17
137.2;-31;23.8;8.4;200;0.29;7.09;17
137.4;-29;23.8;8.4;200;0.29;7.09;17
137.6;-26;23.7;9.8;232;0.29;7.09;17
137.8;-26;23.7;9.8;232;0.29;7.09;17
138.0;-30;23.7;10.7;254;0.29;7.09;17
138.4;-33;23.7;9.7;230;0.29;7.09;17
138.6;-32;23.7;9.7;230;0.29;7.20;17
138.8;-32;23.6;9.8;231;0.29;7.20;17
139.2;-29;23.7;9.8;232;0.29;7.20;17
139.4;-29;23.7;9.8;232;0.29;7.20;17
139.6;-29;23.7;9.8;232;0.29;7.20;17
139.8;-30;23.7;8.4;199;0.30;7.20;17
140.0;-30;23.7;10.0;237;0.30;7.20;17
140.2;-30;23.7;10.0;237;0.30;7.20;17
140.4;-30;23.7;9.5;225;0.30;7.20;17
140.6;-31;23.7;9.5;225;0.30;7.32;17
140.8;-29;23.7;9.3;220;0.30;7.32;17
141.0;-27;23.7;9.3;220;0.30;7.32;17
141.2;-27;23.7;9.3;220;0.30;7.32;17
141.4;-28;23.7;10.7;254;0.30;7.32;17
141.6;-30;23.7;9.2;218;0.30;7.32;17
141.8;-33;23.7;9.2;218;0.30;7.32;17
142.0;-32;23.7;9.2;218;0.30;7.32;17
142.2;-31;23.7;9.0;213;0.30;7.42;17
142.4;-32;23.7;9.0;213;0.30;7.42;17
142.6;-30;23.7;8.9;211;0.30;7.42;17
142.8;-30;23.7;8.9;211;0.30;7.42;17
143.0;-30;23.7;9.0;213;0.31;7.42;17
143.2;-30;23.7;8.6;204;0.31;7.42;17
143.4;-29;23.7;8.6;204;0.31;7.42;17
143.6;-36;23.7;8.7;206;0.31;7.42;17
143.8;-43;23.7;8.7;206;0.31;7.52;17
144.0;-43;23.7;9.0;213;0.31;7.52;17
144.2;-42;23.7;9.0;213;0.31;7.52;17
144.4;-42;23.7;9.0;213;0.31;7.52;17
144.6;-26;23.7;9.0;213;0.31;7.52;17
144.8;-23;23.7;8.6;204;0.31;7.52;17
145.0;-24;23.7;8.6;204;0.31;7.52;17
145.2;-25;23.7;10.1;239;0.31;7.52;17
145.4;-29;23.7;10.1;239;0.31;7.62;17
145.6;-30;23.7;7.9;187;0.31;7.62;17
145.8;-26;23.7;7.9;187;0.31;7.62;17
146.0;-30;23.7;7.9;187;0.31;7.62;17
146.2;-32;23.7;7.8;185;0.31;7.62;17
146.4;-37;23.7;10.3;244;0.31;7.62;17
146.8;-33;23.7;8.6;204;0.31;7.62;17
147.0;-34;23.7;8.6;204;0.31;7.71;17
147.2;-33;23.7;8.4;199;0.31;7.71;17
147.4;-34;23.7;8.4;199;0.31;7.71;17
147.6;-37;23.7;9.0;213;0.31;7.71;17
147.8;-39;23.7;9.0;213;0.32;7.71;17
148.0;-41;23.6;9.6;227;0.32;7.71;17
148.2;-42;23.6;9.6;227;0.32;7.71;17
148.4;-36;23.6;8.7;205;0.32;7.71;17
148.6;-38;23.6;8.7;205;0.32;7.80;17
148.8;-38;23.7;10.0;237;0.32;7.80;17
149.0;-41;23.7;10.0;237;0.32;7.80;17
149.2;-42;23.7;9.1;216;0.32;7.80;17
149.4;-34;23.7;9.1;216;0.32;7.80;17
149.7;-48;23.7;9.1;216;0.32;7.80;17
149.9;-45;23.7;9.1;216;0.32;7.80;17
150.1;-42;23.6;10.3;243;0.32;7.80;17
150.4;-44;23.6;8.4;198;0.32;7.80;17
150.6;-33;23.6;8.4;198;0.32;7.92;17
150.8;-25;23.6;8.4;198;0.32;7.92;17
151.0;-25;23.7;9.1;216;0.32;7.92;17
151.2;-25;23.7;9.1;216;0.32;7.92;17
151.4;-21;23.7;9.3;220;0.33;7.92;17
151.6;-20;23.7;9.3;220;0.33;7.92;17
151.8;-23;23.6;9.7;229;0.33;7.92;17
152.0;-23;23.6;9.7;229;0.33;7.92;17
152.2;-31;23.6;9.6;227;0.33;8.02;17
152.4;-35;23.6;9.6;227;0.33;8.02;17
152.6;-38;23.6;9.6;227;0.33;8.02;17
152.8;-37;23.6;10.3;243;0.33;8.02;17
153.0;-38;23.6;10.3;243;0.33;8.02;17
153.6;-43;23.7;8.0;190;0.33;8.02;17
153.9;-51;23.7;8.0;190;0.33;8.02;17
154.1;-48;23.6;10.5;248;0.33;8.02;17
154.3;-40;23.6;10.5;248;0.33;8.02;17
154.5;-55;23.6;10.9;257;0.33;8.02;17
154.7;-42;23.6;10.9;257;0.34;8.02;17
155.2;-40;23.6;9.7;229;0.34;8.02;17
155.4;-42;23.6;9.7;229;0.34;8.23;17
155.6;-45;23.6;9.7;229;0.34;8.23;17
155.8;-38;23.6;9.7;229;0.34;8.23;17
156.0;-41;23.6;9.4;222;0.34;8.23;17
156.2;-33;23.6;9.4;222;0.34;8.23;17
156.4;-24;23.6;9.8;231;0.34;8.23;17
156.6;-29;23.6;9.8;231;0.34;8.23;17
156.8;-25;23.6;8.9;210;0.34;8.23;17
157.0;-24;23.6;8.9;210;0.34;8.33;17
157.2;-29;23.6;10.4;245;0.34;8.33;17
157.4;-36;23.6;10.4;245;0.34;8.33;17
157.6;-34;23.6;10.9;257;0.34;8.33;17
157.8;-36;23.6;10.9;257;0.34;8.33;17
158.0;-40;23.6;10.6;250;0.34;8.33;17
158.3;-48;23.5;11.2;263;0.34;8.33;17
158.8;-43;23.5;11.6;273;0.34;8.33;17
159.1;-36;23.5;11.8;277;0.34;8.33;17
159.4;-43;23.5;11.8;277;0.34;8.33;17
159.6;-40;23.5;9.5;223;0.34;8.33;17
159.8;-41;23.5;9.5;223;0.35;8.33;17
160.0;-36;23.5;10.1;237;0.35;8.33;17
160.3;-39;23.5;10.0;235;0.35;8.33;17
160.5;-42;23.5;10.0;235;0.35;8.58;17
160.8;-35;23.5;9.4;221;0.35;8.58;17
161.0;-37;23.5;9.4;221;0.35;8.58;17
161.2;-35;23.6;8.9;210;0.35;8.58;17
161.4;-33;23.6;8.9;210;0.35;8.58;17
161.6;-30;23.6;9.5;224;0.35;8.58;17
161.8;-30;23.6;9.5;224;0.35;8.58;17
162.0;-27;23.6;9.8;231;0.35;8.58;17
162.2;-25;23.6;9.8;231;0.35;8.68;17
162.4;-26;23.6;9.8;231;0.35;8.68;17
162.6;-29;23.6;9.8;231;0.35;8.68;17
162.8;-27;23.5;10.0;235;0.35;8.68;17
163.0;-29;23.5;10.0;235;0.36;8.68;17
163.2;-24;23.5;9.7;228;0.36;8.68;17
163.4;-25;23.5;9.7;228;0.36;8.68;17
163.6;-25;23.6;9.2;217;0.36;8.68;18
163.8;-29;23.6;9.2;217;0.36;8.78;18
164.0;-32;23.6;9.6;227;0.36;8.78;18
164.2;-34;23.6;9.6;227;0.36;8.78;18
164.4;-36;23.5;9.4;221;0.36;8.78;18
164.6;-42;23.5;9.4;221;0.36;8.78;18
164.8;-45;23.5;9.0;212;0.36;8.78;18
165.1;-43;23.5;9.5;223;0.36;8.78;18
165.3;-44;23.5;9.5;223;0.36;8.88;18
165.5;-54;23.6;9.0;212;0.36;8.88;18
165.7;-50;23.6;9.0;212;0.36;8.88;18
166.0;-54;23.6;9.0;212;0.37;8.88;18
166.2;-48;23.6;9.0;212;0.37;8.88;18
166.7;-50;23.5;9.2;216;0.37;8.88;18
166.9;-49;23.5;9.2;216;0.37;8.97;18
167.1;-47;23.5;9.2;216;0.37;8.97;18
167.3;-43;23.6;8.3;196;0.37;8.97;18
167.5;-53;23.6;8.3;196;0.37;8.97;18
167.7;-42;23.6;8.4;198;0.37;8.97;18
167.9;-43;23.6;8.7;205;0.37;8.97;18
168.4;-43;23.6;8.7;205;0.37;9.06;18
168.7;-45;23.6;7.9;186;0.37;9.06;18
169.1;-40;23.6;8.8;208;0.37;9.06;18
169.3;-33;23.6;8.8;208;0.37;9.06;18
169.5;-41;23.6;8.8;208;0.37;9.06;18
169.7;-24;23.6;8.9;210;0.38;9.06;18
169.9;-29;23.6;8.1;191;0.38;9.06;18
170.1;-23;23.6;8.1;191;0.38;9.06;18
170.3;-23;23.6;9.3;219;0.38;9.06;18
170.5;-29;23.6;9.3;219;0.38;9.18;18
170.7;-30;23.5;8.9;209;0.38;9.18;18
170.9;-34;23.5;8.9;209;0.38;9.18;18
171.1;-38;23.5;8.9;209;0.38;9.18;18
171.3;-39;23.5;9.1;214;0.38;9.18;18
171.5;-39;23.6;8.4;198;0.38;9.18;18
171.7;-33;23.6;8.4;198;0.38;9.18;18
171.9;-33;23.6;8.4;198;0.38;9.18;18
172.1;-35;23.6;9.2;217;0.38;9.27;18
172.3;-36;23.5;9.4;221;0.38;9.27;18
172.5;-38;23.5;9.4;221;0.38;9.27;18
172.7;-38;23.5;9.4;221;0.38;9.27;18
172.9;-37;23.5;10.0;235;0.38;9.27;18
173.1;-39;23.5;9.0;212;0.38;9.27;18
173.3;-38;23.5;9.0;212;0.38;9.27;18
173.5;-43;23.5;10.6;249;0.38;9.27;18
173.7;-43;23.5;10.6;249;0.38;9.37;18
173.9;-52;23.5;10.6;249;0.38;9.37;18
174.1;-48;23.5;11.3;266;0.38;9.37;18
174.3;-50;23.5;11.3;266;0.38;9.37;18
174.5;-44;23.5;10.1;237;0.38;9.37;18
174.7;-54;23.5;10.3;242;0.38;9.37;18
174.9;-56;23.5;10.3;242;0.38;9.37;18
175.1;-51;23.5;11.1;261;0.38;9.37;18
175.3;-51;23.5;11.1;261;0.38;9.48;18
175.6;-52;23.5;11.1;261;0.38;9.48;18
175.8;-53;23.5;11.1;261;0.38;9.48;18
176.0;-54;23.4;10.7;250;0.38;9.48;18
176.3;-49;23.4;10.7;250;0.38;9.48;18
176.7;-48;23.4;9.9;232;0.38;9.48;18
176.9;-48;23.4;9.9;232;0.38;9.59;18
177.2;-52;23.4;9.9;232;0.38;9.59;18
177.5;-52;23.4;9.9;232;0.38;9.59;18
177.7;-51;23.4;9.9;232;0.40;9.59;18
178.1;-49;23.4;9.9;232;0.40;9.59;18
178.3;-50;23.4;9.1;213;0.40;9.59;18
178.5;-50;23.4;9.1;213;0.40;9.70;18
178.7;-50;23.5;9.3;219;0.40;9.70;18
178.9;-50;23.5;9.3;219;0.40;9.70;18
179.1;-54;23.5;11.0;259;0.40;9.70;18
179.3;-59;23.5;11.0;259;0.40;9.70;18
179.6;-52;23.5;11.0;259;0.40;9.70;18
180.3;-48;23.5;11.0;259;0.40;9.70;18
180.5;-48;23.5;11.0;259;0.40;9.82;18
180.7;-53;23.5;9.0;212;0.40;9.82;18
180.9;-53;23.5;9.0;212;0.40;9.82;18
181.1;-42;23.5;9.5;223;0.40;9.82;18
181.3;-41;23.5;9.5;223;0.41;9.82;18
181.5;-45;23.5;9.9;233;0.41;9.82;18
181.7;-48;23.5;9.9;233;0.41;9.82;18
181.9;-39;23.4;9.1;213;0.41;9.82;18
182.1;-37;23.4;9.1;213;0.41;9.92;18
182.3;-45;23.5;9.8;230;0.41;9.92;18
182.5;-36;23.5;9.8;230;0.41;9.92;18
182.7;-39;23.5;11.2;263;0.41;9.92;18
182.9;-34;23.5;11.2;263;0.41;9.92;18
183.1;-30;23.4;9.6;225;0.41;9.92;18
183.5;-20;23.4;9.6;225;0.41;9.92;18
183.7;-23;23.4;9.6;225;0.41;10.02;18
183.9;-23;23.5;10.4;244;0.41;10.02;18
184.1;-30;23.5;10.4;244;0.41;10.02;18
184.3;-31;23.5;10.4;244;0.41;10.02;18
184.5;-31;23.4;9.1;213;0.42;10.02;18
184.7;-25;23.4;9.6;225;0.42;10.02;18
185.1;-20;23.4;10.1;236;0.42;10.02;18
185.3;-21;23.4;10.1;236;0.42;10.13;18
185.5;-20;23.4;10.3;241;0.42;10.13;18
185.7;-23;23.4;10.3;241;0.42;10.13;18
185.9;-24;23.4;8.6;201;0.42;10.13;18
186.1;-24;23.4;8.6;201;0.42;10.13;18
186.3;-27;23.5;9.2;216;0.42;10.13;18
186.7;-32;23.4;10.1;236;0.42;10.13;18
186.9;-35;23.4;10.1;236;0.42;10.23;18
187.1;-37;23.4;9.7;227;0.42;10.23;18
187.3;-38;23.4;9.7;227;0.42;10.23;18
187.5;-41;23.4;9.5;222;0.42;10.23;18
187.7;-43;23.4;9.5;222;0.42;10.23;18
187.9;-49;23.5;9.4;221;0.42;10.23;18
188.2;-44;23.5;10.0;235;0.42;10.23;18
188.4;-50;23.5;10.0;235;0.42;10.32;18
188.6;-45;23.4;10.1;236;0.42;10.32;18
189.0;-44;23.4;9.8;229;0.42;10.32;18
189.3;-44;23.4;9.8;229;0.42;10.32;18
189.5;-50;23.4;9.5;222;0.42;10.32;18
189.7;-44;23.4;9.5;222;0.43;10.32;18
189.9;-51;23.4;8.9;208;0.43;10.32;18
190.1;-44;23.4;8.9;208;0.43;10.32;18
190.3;-50;23.4;9.8;229;0.43;10.32;18
190.9;-50;23.4;9.8;229;0.43;10.32;18
191.1;-51;23.4;9.8;229;0.43;10.32;18
191.3;-50;23.4;9.8;229;0.43;10.32;18
191.5;-50;23.5;8.0;188;0.43;10.32;18
191.7;-50;23.5;8.0;188;0.43;10.32;18
191.9;-47;23.5;8.0;188;0.43;10.32;18
192.1;-50;23.5;8.0;188;0.43;10.32;18
192.3;-46;23.5;8.5;200;0.43;10.32;18
192.5;-46;23.5;8.5;200;0.43;10.32;18
192.7;-42;23.5;8.9;209;0.43;10.32;19
192.9;-39;23.5;8.9;209;0.44;10.32;19
193.1;-38;23.5;8.4;197;0.44;10.32;19
193.3;-30;23.5;8.4;197;0.44;10.32;19
193.5;-33;23.4;7.9;185;0.44;10.32;19
193.7;-28;23.4;7.9;185;0.44;10.63;19
193.9;-32;23.4;8.6;201;0.44;10.63;19
194.1;-32;23.4;8.6;201;0.44;10.63;19
194.3;-31;23.5;8.5;200;0.44;10.63;19
194.5;-32;23.5;8.5;200;0.44;10.63;19
194.7;-41;23.5;8.1;190;0.44;10.63;19
194.9;-35;23.5;8.1;190;0.44;10.63;19
195.1;-30;23.5;9.1;214;0.44;10.63;19
195.3;-37;23.5;9.1;214;0.44;10.72;19
195.5;-29;23.4;10.6;248;0.44;10.72;19
195.7;-26;23.4;10.6;248;0.44;10.72;19
195.9;-22;23.3;10.8;252;0.44;10.72;19
196.1;-25;23.3;10.8;252;0.45;10.72;19
196.3;-26;23.3;10.3;240;0.45;10.72;19
196.6;-24;23.4;10.2;239;0.45;10.72;19
196.8;-26;23.4;10.2;239;0.45;10.83;19
197.0;-21;23.4;9.4;220;0.45;10.83;19
197.2;-26;23.4;9.4;220;0.45;10.83;19
197.4;-25;23.4;10.2;239;0.45;10.83;19
197.6;-30;23.4;10.2;239;0.45;10.83;19
197.8;-26;23.4;10.8;253;0.45;10.83;19
198.0;-30;23.4;10.8;253;0.45;10.83;19
198.2;-31;23.4;10.8;253;0.45;10.83;19
198.4;-29;23.4;10.8;253;0.45;10.94;19
198.6;-29;23.4;9.8;229;0.45;10.94;19
198.8;-31;23.4;9.8;229;0.45;10.94;19
199.0;-29;23.4;10.2;239;0.45;10.94;19
199.2;-36;23.4;10.2;239;0.45;10.94;19
199.4;-34;23.3;10.9;254;0.45;10.94;19
199.6;-32;23.3;10.9;254;0.46;10.94;19
199.8;-31;23.3;10.9;254;0.46;10.94;19
200.0;-30;23.3;10.7;249;0.46;10.94;19
200.2;-27;23.3;11.7;273;0.46;10.94;19
200.4;-27;23.3;11.7;273;0.46;11.07;19
200.6;-27;23.3;11.7;273;0.46;11.07;19
200.8;-26;23.3;11.6;270;0.46;11.07;19
201.0;-29;23.3;11.6;270;0.46;11.07;19
201.2;-25;23.3;9.1;212;0.46;11.07;19
201.4;-22;23.3;9.1;212;0.46;11.07;19
201.6;-24;23.3;9.5;221;0.46;11.07;19
201.8;-21;23.3;9.5;221;0.46;11.07;19
202.0;-20;23.3;9.5;221;0.46;11.18;19
202.2;-20;23.3;9.5;221;0.46;11.18;19
202.4;-23;23.3;9.7;226;0.46;11.18;19
202.6;-26;23.3;9.7;226;0.46;11.18;19
202.8;-35;23.4;9.9;232;0.47;11.18;19
203.0;-30;23.4;9.9;232;0.47;11.18;19
203.2;-29;23.4;9.3;218;0.47;11.18;19
203.4;-23;23.4;8.7;204;0.47;11.18;19
203.6;-22;23.4;8.7;204;0.47;11.28;19
203.8;-25;23.4;8.7;204;0.47;11.28;19
204.0;-26;23.4;9.3;218;0.47;11.28;19
204.2;-29;23.4;9.3;218;0.47;11.28;19
204.4;-31;23.4;9.8;229;0.47;11.28;19
204.6;-27;23.4;9.8;229;0.47;11.28;19
204.8;-26;23.3;10.8;252;0.47;11.28;19
205.0;-33;23.3;10.8;252;0.47;11.28;19
205.2;-34;23.3;8.9;207;0.47;11.38;19
205.4;-38;23.3;8.9;207;0.47;11.38;19
205.6;-31;23.3;10.1;235;0.47;11.38;19
205.8;-32;23.3;10.2;238;0.47;11.38;19
206.0;-34;23.3;10.2;238;0.47;11.38;19
206.2;-35;23.3;10.8;252;0.47;11.38;19
206.6;-40;23.3;9.4;219;0.47;11.38;19
206.8;-41;23.3;9.4;219;0.47;11.48;19
207.0;-42;23.3;10.7;249;0.47;11.48;19
207.2;-38;23.3;10.7;249;0.47;11.48;19
207.4;-38;23.3;10.1;235;0.47;11.48;19
207.6;-35;23.3;10.1;235;0.48;11.48;19
207.8;-35;23.3;9.9;231;0.48;11.48;19
208.2;-34;23.3;11.8;275;0.48;11.48;19
208.4;-35;23.3;11.8;275;0.48;11.59;19
208.6;-19;23.3;10.8;252;0.48;11.59;19
209.1;-12;23.3;9.6;224;0.48;11.59;19
209.3;-18;23.3;9.6;224;0.48;11.59;19
209.5;-20;23.3;9.6;224;0.48;11.59;19
209.7;-28;23.3;10.5;245;0.48;11.59;19
209.9;-29;23.3;9.1;212;0.48;11.59;19
210.1;-32;23.3;9.1;212;0.48;11.59;19
210.3;-30;23.3;8.0;186;0.48;11.59;19
210.5;-35;23.3;8.0;186;0.48;11.72;19
210.7;-36;23.3;9.2;214;0.48;11.72;19
210.9;-32;23.3;9.2;214;0.48;11.72;19
211.1;-34;23.3;9.2;214;0.48;11.72;19
211.3;-39;23.3;8.3;193;0.49;11.72;19
211.5;-44;23.3;8.7;203;0.49;11.72;19
211.7;-42;23.3;8.7;203;0.49;11.72;19
211.9;-32;23.3;8.7;203;0.49;11.72;19
212.1;-37;23.3;9.3;217;0.49;11.82;19
212.3;-45;23.3;9.6;224;0.49;11.82;19
212.5;-48;23.3;9.6;224;0.49;11.82;19
212.7;-54;23.3;9.6;224;0.49;11.82;19
212.9;-38;23.3;9.6;224;0.49;11.82;19
213.1;-44;23.3;9.6;224;0.49;11.82;19
213.3;-39;23.3;9.6;224;0.49;11.82;19
213.5;-36;23.3;9.8;228;0.49;11.82;19
213.8;-35;23.3;9.0;210;0.49;11.82;19
214.0;-55;23.3;9.0;210;0.49;11.82;19
214.2;-50;23.3;9.0;210;0.49;11.82;19
214.4;-44;23.3;9.4;219;0.50;11.82;19
214.8;-34;23.3;9.4;219;0.50;11.82;19
215.1;-36;23.3;9.6;224;0.50;11.82;19
215.3;-35;23.3;9.6;224;0.50;12.01;19
215.5;-51;23.3;10.1;235;0.50;12.01;19
215.7;-33;23.3;10.1;235;0.50;12.01;19
215.9;-56;23.3;9.3;217;0.50;12.01;19
216.1;-42;23.3;9.3;217;0.50;12.01;19
216.3;-41;23.3;8.4;196;0.50;12.01;19
216.6;-44;23.3;9.2;214;0.50;12.01;19
216.8;-44;23.3;9.2;214;0.50;12.11;19
217.1;-46;23.3;9.8;228;0.50;12.11;19
217.3;-41;23.3;9.8;228;0.50;12.11;19
217.5;-41;23.3;9.8;228;0.51;12.11;19
217.8;-38;23.3;9.8;228;0.51;12.11;19
218.0;-30;23.3;9.8;228;0.51;12.11;19
218.2;-21;23.3;10.5;245;0.51;12.11;19
218.4;-20;23.3;10.5;245;0.51;12.21;19
218.6;-26;23.3;9.9;231;0.51;12.21;19
218.8;-32;23.3;9.9;231;0.51;12.21;19
219.0;-37;23.2;9.9;230;0.51;12.21;19
219.2;-27;23.2;9.9;230;0.51;12.21;19
219.4;-26;23.2;11.7;271;0.51;12.21;19
219.6;-25;23.2;11.7;271;0.51;12.21;19
219.8;-34;23.2;11.3;262;0.51;12.21;19
220.2;-29;23.2;9.9;230;0.51;12.21;19
220.4;-28;23.2;9.9;230;0.51;12.35;19
220.6;-22;23.2;11.6;269;0.51;12.35;19
220.8;-21;23.2;11.6;269;0.51;12.35;19
221.0;-26;23.2;10.5;244;0.51;12.35;19
221.2;-30;23.2;10.5;244;0.52;12.35;19
221.4;-35;23.2;11.3;262;0.52;12.35;19
221.6;-38;23.2;11.3;262;0.52;12.35;19
221.8;-54;23.2;11.3;262;0.52;12.35;19
222.0;-41;23.2;11.3;262;0.52;12.46;19
222.2;-37;23.2;10.6;246;0.52;12.46;19
222.5;-37;23.2;10.6;246;0.52;12.46;19
222.7;-43;23.2;10.3;239;0.52;12.46;19
222.9;-32;23.2;10.3;239;0.52;12.46;19
223.1;-29;23.2;10.2;237;0.52;12.46;19
223.4;-26;23.2;9.8;227;0.52;12.46;19
223.6;-26;23.2;9.8;227;0.52;12.57;19
