;;;;;;;;;;;;;;;;;0;0;0;1;1;1;4;4;4;7;8;8;8;8;8;8;16;16;18;19;20;21;22;24;25;25;25;28;28;28;31;
;;;;;;;;;;;;;;;;;RECEIVER;RECEIVER;RECEIVER;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;GPS F1675  ;VARIO F1712;VARIO F1712;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE SENSOR;TEMPERATURE F1713 ;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;CURRENT F1678;RPM SENSOR;
TIME;CH1;CH2;CH3;CH4;CH5;CH6;CH7;CH8;CH9;CH10;CH11;CH12;CH13;CH14;CH15;CH16;BATTERY;EXTERNAL BATTERY;STATUS;CURRENT;VOLTAGE;CAPACITY;CURRENT;VOLTAGE;CAPACITY;ROTATION;DISTANCE;SPEED;ALTITUDE;VARIOMETER;LATITUDE;LONGITUDE;ALTITUDE;VARIOMETER;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;TEMPERATURE;CURRENT;VOLTAGE;CAPACITY;CURRENT;VOLTAGE;CAPACITY;ROTATION;
370958;-6,5;16,4;-13,4;31,4;-29,5;12,4;-152,2;139,9;-100,0;0,0;-100,0;-11,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  169; 97;   48;   0,0;N 50:17.7081;E 10:57.4014;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
371185;-7,0;18,5;-11,2;31,7;-31,7;12,1;-152,2;139,9;-100,0;0,0;-100,0;-12,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  174; 99;   49;   0,0;N 50:17.7069;E 10:57.4103;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
371440;-7,0;18,7;-10,3;32,6;-32,0;12,1;-152,2;139,9;-100,0;0,0;-100,0;-12,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  174; 99;   49;   0,0;N 50:17.7069;E 10:57.4103;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
371668;-4,2;23,7;-6,8;32,7;-37,1;15,0;-152,2;139,9;-100,0;0,0;-100,0;-13,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  179;103;   51;   0,0;N 50:17.7068;E 10:57.4245;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
371920;-2,5;27,2;-5,7;32,7;-40,6;16,7;-152,2;139,9;-100,0;0,0;-100,0;-13,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  180;103;   51;   0,0;N 50:17.7068;E 10:57.4245;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
372151;-1,8;27,8;-1,9;32,6;-41,2;17,6;-152,2;139,9;-100,0;0,0;-100,0;-12,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  181;104;   51;   0,0;N 50:17.7080;E 10:57.4340;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
372402;-1,9;24,7;0,6;32,7;-38,1;17,4;-152,2;139,9;-100,0;0,0;-100,0;-12,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  181;104;   51;   0,0;N 50:17.7080;E 10:57.4340;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
372757;-1,8;22,3;0,9;33,0;-35,6;17,4;-152,2;139,9;-100,0;0,0;-100,0;-13,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  182;105;   51;   0,0;N 50:17.7103;E 10:57.4431;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
372987;-1,2;21,3;2,7;33,0;-34,5;18,2;-152,2;139,9;-100,0;0,0;-100,0;-13,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  182;105;   51;   0,0;N 50:17.7103;E 10:57.4431;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
373239;0,6;18,7;3,4;32,6;-32,0;18,7;-152,2;139,9;-100,0;0,0;-100,0;-12,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  179;106;   51;   0,0;N 50:17.7162;E 10:57.4550;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
373467;0,3;16,8;2,2;32,9;-29,9;19,0;-152,2;139,9;-100,0;0,0;-100,0;-13,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  179;106;   51;   0,0;N 50:17.7162;E 10:57.4550;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
373824;-1,0;17,0;1,0;32,7;-30,1;18,3;-152,2;139,9;-100,0;0,0;-100,0;-13,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,6;  1888;---;---;---;     0;  176;107;   51;   0,0;N 50:17.7212;E 10:57.4611;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
374076;0,7;16,5;2,8;32,6;-29,6;18,6;-152,2;139,9;-100,0;0,0;-100,0;-12,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  169;108;   50;   0,0;N 50:17.7299;E 10:57.4677;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
374304;0,7;14,9;2,8;32,4;-28,1;20,1;-152,2;139,9;-100,0;0,0;-100,0;-12,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  168;108;   50;   0,0;N 50:17.7299;E 10:57.4677;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
374559;1,6;14,9;3,1;30,2;-28,1;21,3;-152,2;139,9;-100,0;0,0;-100,0;-10,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  162;107;   48;   0,0;N 50:17.7361;E 10:57.4704;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
374786;1,2;12,5;7,3;29,5;-25,6;20,7;-152,2;139,9;-100,0;0,0;-100,0;-9,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  162;107;   48;   0,0;N 50:17.7361;E 10:57.4704;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
375039;0,9;11,6;8,9;29,0;-24,7;20,4;-152,2;139,9;-100,0;0,0;-100,0;-9,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  155;109;   46;   0,0;N 50:17.7425;E 10:57.4717;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
375269;3,9;11,9;10,0;26,6;-25,1;23,5;-152,2;139,9;-100,0;0,0;-100,0;-6,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  155;109;   46;   0,0;N 50:17.7425;E 10:57.4717;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
375521;7,9;11,8;8,9;20,7;-25,0;27,8;-152,2;139,9;-100,0;0,0;-100,0;0,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  144;111;   42;   0,0;N 50:17.7521;E 10:57.4714;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
375749;8,8;11,8;8,3;17,6;-24,9;28,7;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  143;111;   42;   0,0;N 50:17.7521;E 10:57.4714;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
376001;11,2;11,2;6,4;17,1;-24,3;31,2;-152,2;139,9;-100,0;0,0;-100,0;3,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  135;114;   38;   0,0;N 50:17.7585;E 10:57.4699;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
376231;10,9;11,3;8,2;17,6;-24,4;31,1;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  134;114;   38;   0,0;N 50:17.7585;E 10:57.4699;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
376484;10,4;10,9;8,3;17,4;-24,0;30,4;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  121;117;   32;   0,0;N 50:17.7680;E 10:57.4656;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
376711;10,0;12,1;5,8;17,3;-25,1;29,9;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  120;117;   32;   0,0;N 50:17.7680;E 10:57.4656;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
376941;9,7;13,2;8,2;17,1;-26,3;29,8;-152,2;139,9;-100,0;0,0;-100,0;3,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  120;117;   32;   0,0;N 50:17.7680;E 10:57.4656;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
377193;4,9;12,9;4,3;17,3;-26,2;24,6;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1888;---;---;---;     0;  111;119;   28;   0,0;N 50:17.7742;E 10:57.4617;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
377421;-5,4;11,2;3,7;17,4;-24,3;13,7;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  110;119;   28;   0,0;N 50:17.7742;E 10:57.4617;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
377676;-12,6;11,8;3,6;17,3;-25,0;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  102;121;   24;   0,0;N 50:17.7804;E 10:57.4572;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
377903;-10,4;7,1;-1,3;17,3;-20,2;8,3;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  101;121;   24;   0,0;N 50:17.7804;E 10:57.4572;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
378156;-1,8;5,7;-6,4;16,8;-18,7;17,6;-152,2;139,9;-100,0;0,0;-100,0;4,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   88;124;   19;   0,0;N 50:17.7898;E 10:57.4492;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
378386;-5,8;6,2;-6,8;17,3;-19,3;13,2;-152,2;139,9;-100,0;0,0;-100,0;3,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   87;124;   19;   0,0;N 50:17.7898;E 10:57.4492;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
378639;-11,6;11,8;-9,4;17,6;-25,0;7,0;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   80;124;   17;   0,0;N 50:17.7961;E 10:57.4435;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
378866;-5,8;19,6;-13,8;17,6;-32,9;13,2;-152,2;139,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   80;124;   17;   0,0;N 50:17.7961;E 10:57.4435;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
379121;-5,2;19,6;-16,5;17,6;-32,9;13,8;-152,2;139,9;-100,0;0,0;-100,0;3,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   72;126;   12;   0,0;N 50:17.8055;E 10:57.4346;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
379349;-6,7;11,9;-20,8;17,4;-25,1;12,2;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   68;126;   10;   0,0;N 50:17.8118;E 10:57.4284;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
379601;-7,3;12,1;-22,0;17,0;-25,1;11,6;-152,2;139,9;-100,0;0,0;-100,0;4,0;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   68;126;   10;   0,0;N 50:17.8118;E 10:57.4284;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
379834;-8,0;11,5;-22,0;16,5;-24,7;10,9;-152,2;139,9;-100,0;0,0;-100,0;4,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   68;125;    9;   0,0;N 50:17.8181;E 10:57.4220;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
380062;-7,4;12,1;-22,3;13,5;-25,1;11,3;-152,2;139,9;-100,0;0,0;-100,0;7,9;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   68;125;    9;   0,0;N 50:17.8181;E 10:57.4220;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
380315;0,7;11,9;-21,1;9,1;-25,0;20,1;-152,2;139,9;-100,0;0,0;-100,0;12,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   73;121;   10;   0,0;N 50:17.8274;E 10:57.4125;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
380544;6,5;10,9;-20,8;4,6;-24,0;26,3;-152,2;139,9;-100,0;0,0;-100,0;17,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   73;121;   10;   0,0;N 50:17.8274;E 10:57.4125;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
380797;8,2;7,1;-17,6;-1,3;-20,2;28,1;-152,2;139,9;-100,0;0,0;-100,0;24,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   78;119;   12;   0,0;N 50:17.8333;E 10:57.4064;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
381025;8,3;6,0;-18,2;-2,1;-19,0;28,3;-152,2;139,9;-100,0;0,0;-100,0;25,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   79;119;   12;   0,0;N 50:17.8333;E 10:57.4064;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
381280;8,2;6,5;-16,7;-4,0;-19,6;28,1;-152,2;139,9;-100,0;0,0;-100,0;27,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   90;116;   15;   0,0;N 50:17.8421;E 10:57.3977;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
381507;3,9;11,9;-17,6;-4,2;-25,1;23,5;-152,2;139,9;-100,0;0,0;-100,0;27,5;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;   91;116;   15;   0,0;N 50:17.8421;E 10:57.3977;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
381760;-4,8;17,6;-17,3;0,3;-30,8;14,3;-152,2;139,9;-100,0;0,0;-100,0;22,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  100;113;   17;   0,0;N 50:17.8481;E 10:57.3925;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
381991;-9,2;16,8;-13,7;2,8;-29,9;9,5;-152,2;139,9;-100,0;0,0;-100,0;19,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  100;113;   17;   0,0;N 50:17.8481;E 10:57.3925;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
382243;-9,1;14,4;-14,1;2,7;-27,7;9,4;-152,2;139,9;-100,0;0,0;-100,0;19,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  110;112;   18;   0,0;N 50:17.8541;E 10:57.3880;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
382471;-10,3;14,3;-13,8;0,0;-27,5;8,5;-152,2;139,9;-100,0;0,0;-100,0;22,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  111;112;   18;   0,0;N 50:17.8541;E 10:57.3880;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
382723;-10,9;12,5;-16,5;1,3;-25,6;7,9;-152,2;139,9;-100,0;0,0;-100,0;21,1;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  127;110;   22;   0,0;N 50:17.8635;E 10:57.3838;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
382953;-12,8;15,2;-16,5;3,0;-28,4;5,8;-152,2;139,9;-100,0;0,0;-100,0;19,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  128;110;   22;   0,0;N 50:17.8635;E 10:57.3838;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
383181;-12,9;14,4;-18,9;5,4;-27,7;5,7;-152,2;139,9;-100,0;0,0;-100,0;16,8;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  128;110;   22;   0,0;N 50:17.8635;E 10:57.3838;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
383433;-12,8;17,3;-19,2;4,2;-30,5;5,7;-152,2;139,9;-100,0;0,0;-100,0;18,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  139;108;   24;   0,0;N 50:17.8699;E 10:57.3824;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
383663;-14,1;18,0;-19,2;5,4;-31,2;4,3;-152,2;139,9;-100,0;0,0;-100,0;16,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  140;108;   24;   0,0;N 50:17.8699;E 10:57.3824;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
383916;-9,5;11,8;-18,5;4,2;-25,0;9,2;-152,2;139,9;-100,0;0,0;-100,0;18,2;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  157;106;   27;   0,0;N 50:17.8793;E 10:57.3824;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
384143;-3,9;11,8;-18,5;5,1;-25,0;15,2;-152,2;139,9;-100,0;0,0;-100,0;17,3;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  157;106;   27;   0,0;N 50:17.8793;E 10:57.3824;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
384398;0,9;11,3;-17,7;8,5;-24,4;18,5;-152,2;139,9;-100,0;0,0;-100,0;13,4;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  169;104;   29;   0,0;N 50:17.8855;E 10:57.3839;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
384625;-12,6;12,5;-14,7;17,6;-25,7;6,0;-152,2;139,9;-100,0;0,0;-100,0;3,6;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  169;104;   29;   0,0;N 50:17.8855;E 10:57.3839;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
384878;-12,6;11,9;-14,3;17,4;-25,1;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1887;---;---;---;     0;  180;103;   31;   0,0;N 50:17.8914;E 10:57.3864;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
385109;-12,6;11,8;-14,1;17,4;-25,0;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  196;102;   33;   0,0;N 50:17.8999;E 10:57.3916;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
385361;-12,6;13,1;-14,3;17,4;-26,3;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  197;102;   33;   0,0;N 50:17.8999;E 10:57.3916;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
385589;-8,9;17,6;-14,3;17,4;-30,8;10,0;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  207;103;   33;   0,0;N 50:17.9053;E 10:57.3961;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
385844;0,4;25,4;-14,1;17,4;-38,7;18,9;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  207;103;   33;   0,0;N 50:17.9053;E 10:57.3961;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
386071;-10,6;24,6;-14,1;17,4;-37,9;8,2;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  222;104;   33;   0,0;N 50:17.9131;E 10:57.4040;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
386324;-12,6;22,8;-14,1;17,4;-36,0;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  222;104;   33;   0,0;N 50:17.9131;E 10:57.4040;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
386553;-12,6;21,9;-14,1;17,4;-35,3;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  232;103;   33;   0,0;N 50:17.9178;E 10:57.4104;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
386781;-12,8;22,6;-14,1;17,4;-35,9;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  232;103;   33;   0,0;N 50:17.9178;E 10:57.4104;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
387033;-12,6;22,3;-14,3;17,4;-35,6;5,8;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  240;102;   33;   0,0;N 50:17.9217;E 10:57.4177;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
387263;-12,8;22,6;-14,1;17,4;-35,9;5,7;-152,2;139,9;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  240;102;   33;   0,0;N 50:17.9217;E 10:57.4177;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
387516;-15,8;12,1;-14,1;17,4;-25,3;2,8;-125,0;110,1;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  251;100;   34;   0,0;N 50:17.9260;E 10:57.4302;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
387743;-22,8;-4,0;-14,1;17,4;-8,6;-3,7;-97,2;82,3;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  252;100;   34;   0,0;N 50:17.9260;E 10:57.4302;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
387985;-12,6;8,8;3,4;17,3;-21,9;5,8;-68,5;53,6;-100,0;0,0;-100,0;3,7;0,0;0,0;0,0;0,0;  7,2;  0,0;3;   0,0;  7,7;  1886;---;---;---;     0;  252;100;   34;   0,0;N 50:17.9260;E 10:57.4302;---;---;---;---;---;---;---;  22;   0,0;  7,6;  2900;   0,0;  0,0;     0;     0;
