Timestamp;BEC Current (A);BEC Voltage (V);BEC Power (W);BEC Temp (C);Current (A);Voltage (V);Power (W);FET Temp (C);Throttle (%);Output (%);RPM
398437;0.00;5.50;0.00;;7.18;10.85;77.90;0.00;;60.00;4110.00
398470;0.00;5.50;0.00;;7.22;10.84;78.26;0.00;;60.00;4100.00
398503;0.00;5.50;0.00;;7.20;10.84;78.05;0.00;;60.00;4110.00
398536;0.00;5.50;0.00;;7.32;10.84;79.35;0.00;;60.00;4100.00
398569;0.00;5.50;0.00;;7.24;10.84;78.48;0.00;;60.00;4100.00
398603;0.00;5.50;0.00;;7.30;10.84;79.13;0.00;;60.00;4090.00
398635;0.00;5.50;0.00;;7.30;10.84;79.13;0.00;;59.00;4080.00
398668;0.00;5.50;0.00;;7.29;10.83;78.95;0.00;;59.00;4100.00
398701;0.00;5.50;0.00;;7.30;10.83;79.06;0.00;;59.00;4090.00
398734;0.00;5.50;0.00;;7.34;10.83;79.49;0.00;;59.00;4100.00
398767;0.00;5.50;0.00;;7.26;10.83;78.63;0.00;;59.00;4110.00
398800;0.00;5.50;0.00;;7.32;10.83;79.28;0.00;;59.00;4110.00
398834;0.00;5.50;0.00;;7.24;10.83;78.41;0.00;;59.00;4100.00
398866;0.00;5.50;0.00;;7.30;10.83;79.06;0.00;;59.00;4100.00
398899;0.00;5.50;0.00;;7.18;10.83;77.76;0.00;;59.00;4100.00
398932;0.00;5.50;0.00;;7.28;10.83;78.84;0.00;;59.00;4100.00
398965;0.00;5.50;0.00;;7.28;10.82;78.77;0.00;;59.00;4100.00
398998;0.00;5.50;0.00;;7.30;10.82;78.99;0.00;;59.00;4100.00
399031;0.00;5.50;0.00;;7.27;10.82;78.66;0.00;;59.00;4090.00
399065;0.00;5.50;0.00;;7.24;10.82;78.34;0.00;;59.00;4100.00
399097;0.00;5.50;0.00;;7.24;10.82;78.34;0.00;;59.00;4100.00
399130;0.00;5.50;0.00;;7.27;10.82;78.66;0.00;;59.00;4100.00
399163;0.00;5.50;0.00;;7.21;10.82;78.01;0.00;;59.00;4110.00
399196;0.00;5.50;0.00;;7.27;10.82;78.66;0.00;;59.00;4120.00
399229;0.00;5.50;0.00;;7.24;10.82;78.34;0.00;;59.00;4100.00
399262;0.00;5.50;0.00;;7.24;10.82;78.34;0.00;;59.00;4100.00
399296;0.00;5.50;0.00;;7.26;10.81;78.48;0.00;;59.00;4100.00
399328;0.00;5.50;0.00;;7.25;10.81;78.37;0.00;;59.00;4110.00
399361;0.00;5.50;0.00;;7.22;10.81;78.05;0.00;;58.00;4100.00
399394;0.00;5.50;0.00;;7.20;10.81;77.83;0.00;;58.00;4100.00
399427;0.00;5.50;0.00;;7.27;10.81;78.59;0.00;;58.00;4100.00
399460;0.00;5.50;0.00;;7.26;10.81;78.48;0.00;;58.00;4090.00
399493;0.00;5.50;0.00;;7.24;10.81;78.26;0.00;;58.00;4090.00
399527;0.00;5.50;0.00;;7.26;10.81;78.48;0.00;;58.00;4100.00
399559;0.00;5.50;0.00;;7.26;10.80;78.41;0.00;;58.00;4100.00
399592;0.00;5.50;0.00;;7.27;10.80;78.52;0.00;;58.00;4090.00
399625;0.00;5.50;0.00;;7.24;10.80;78.19;0.00;;58.00;4090.00
399658;0.00;5.50;0.00;;7.24;10.80;78.19;0.00;;58.00;4090.00
399691;0.00;5.50;0.00;;7.27;10.80;78.52;0.00;;58.00;4080.00
399724;0.00;5.50;0.00;;7.24;10.80;78.19;0.00;;58.00;4080.00
399758;0.00;5.50;0.00;;7.27;10.80;78.52;0.00;;58.00;4090.00
399790;0.00;5.50;0.00;;7.25;10.80;78.30;0.00;;58.00;4080.00
399823;0.00;5.50;0.00;;7.24;10.79;78.12;0.00;;58.00;4090.00
399856;0.00;5.50;0.00;;7.24;10.79;78.12;0.00;;58.00;4100.00
399889;0.00;5.50;0.00;;7.23;10.79;78.01;0.00;;58.00;4100.00
399922;0.00;5.50;0.00;;7.23;10.79;78.01;0.00;;58.00;4090.00
399955;0.00;5.50;0.00;;7.25;10.79;78.23;0.00;;58.00;4080.00
399989;0.00;5.50;0.00;;7.23;10.79;78.01;0.00;;58.00;4080.00
400021;0.00;5.50;0.00;;7.22;10.79;77.90;0.00;;58.00;4090.00
400054;0.00;5.50;0.00;;7.27;10.79;78.44;0.00;;58.00;4080.00
400087;0.00;5.50;0.00;;7.23;10.79;78.01;0.00;;57.00;4080.00
400120;0.00;5.50;0.00;;7.27;10.79;78.44;0.00;;57.00;4090.00
400153;0.00;5.50;0.00;;7.22;10.79;77.90;0.00;;57.00;4090.00
400186;0.00;5.50;0.00;;7.28;10.78;78.48;0.00;;57.00;4070.00
400220;0.00;5.50;0.00;;7.23;10.78;77.94;0.00;;57.00;4090.00
400252;0.00;5.50;0.00;;7.23;10.78;77.94;0.00;;57.00;4080.00
400285;0.00;5.50;0.00;;7.23;10.78;77.94;0.00;;57.00;4090.00
400318;0.00;5.50;0.00;;7.28;10.78;78.48;0.00;;57.00;4070.00
400351;0.00;5.50;0.00;;7.28;10.78;78.48;0.00;;57.00;4070.00
400384;0.00;5.50;0.00;;7.22;10.78;77.83;0.00;;57.00;4080.00
400417;0.00;5.50;0.00;;7.25;10.78;78.15;0.00;;57.00;4080.00
400451;0.00;5.50;0.00;;7.21;10.78;77.72;0.00;;57.00;4090.00
400483;0.00;5.50;0.00;;7.23;10.78;77.94;0.00;;57.00;4070.00
400516;0.00;5.50;0.00;;7.26;10.78;78.26;0.00;;57.00;4080.00
400549;0.00;5.50;0.00;;7.26;10.77;78.19;0.00;;57.00;4080.00
400582;0.00;5.50;0.00;;7.23;10.77;77.87;0.00;;57.00;4080.00
400615;0.00;5.50;0.00;;7.24;10.77;77.97;0.00;;57.00;4070.00
400648;0.00;5.50;0.00;;7.26;10.77;78.19;0.00;;57.00;4060.00
400682;0.00;5.50;0.00;;7.26;10.77;78.19;0.00;;57.00;4080.00
400714;0.00;5.50;0.00;;7.22;10.77;77.76;0.00;;57.00;4080.00
400747;0.00;5.50;0.00;;7.21;10.77;77.65;0.00;;57.00;4080.00
400780;0.00;5.50;0.00;;7.21;10.77;77.65;0.00;;57.00;4090.00
400813;0.00;5.50;0.00;;7.19;10.77;77.44;0.00;;56.00;4090.00
400846;0.00;5.50;0.00;;7.22;10.77;77.76;0.00;;56.00;4080.00
400879;0.00;5.50;0.00;;7.22;10.77;77.76;0.00;;56.00;4070.00
400913;0.00;5.50;0.00;;7.24;10.77;77.97;0.00;;56.00;4060.00
400945;0.00;5.50;0.00;;7.24;10.77;77.97;0.00;;56.00;4060.00
400978;0.00;5.50;0.00;;7.24;10.77;77.97;0.00;;56.00;4070.00
401011;0.00;5.50;0.00;;7.22;10.77;77.76;0.00;;56.00;4070.00
401044;0.00;5.50;0.00;;7.24;10.77;77.97;0.00;;56.00;4070.00
401077;0.00;5.50;0.00;;7.22;10.76;77.69;0.00;;56.00;4060.00
401110;0.00;5.50;0.00;;7.22;10.76;77.69;0.00;;56.00;4070.00
401144;0.00;5.50;0.00;;7.22;10.76;77.69;0.00;;56.00;4080.00
401176;0.00;5.50;0.00;;7.23;10.76;77.79;0.00;;56.00;4060.00
401209;0.00;5.50;0.00;;7.23;10.76;77.79;0.00;;56.00;4060.00
401242;0.00;5.50;0.00;;7.18;10.76;77.26;0.00;;56.00;4050.00
401275;0.00;5.50;0.00;;7.22;10.76;77.69;0.00;;56.00;4060.00
401308;0.00;5.50;0.00;;1.74;11.06;19.24;0.00;;56.00;3660.00
401341;0.00;5.50;0.00;;0.19;11.35;2.16;0.00;;56.00;2330.00
401375;0.00;5.50;0.00;;0.10;11.41;1.14;0.00;;56.00;1320.00
401407;0.00;5.50;0.00;;0.14;11.42;1.60;0.00;;56.00;980.00
401440;0.00;5.50;0.00;;0.18;11.43;2.06;0.00;;56.00;980.00
401473;0.00;5.50;0.00;;0.19;11.43;2.17;0.00;;56.00;980.00
401506;0.00;5.50;0.00;;0.19;11.45;2.18;0.00;;56.00;980.00
401539;0.00;5.50;0.00;;0.19;11.45;2.18;0.00;;56.00;0.00
401572;0.00;5.50;0.00;;0.19;11.46;2.18;0.00;;56.00;0.00
401606;0.00;5.50;0.00;;0.19;11.46;2.18;0.00;;56.00;0.00
401638;0.00;5.45;0.00;;0.53;11.47;6.08;0.00;;56.00;0.00
401671;0.00;5.50;0.00;;0.19;11.47;2.18;0.00;;56.00;0.00
401704;0.00;5.50;0.00;;0.19;11.47;2.18;0.00;;56.00;0.00
401737;0.00;5.50;0.00;;0.19;11.48;2.18;0.00;;56.00;0.00
401770;0.00;5.50;0.00;;0.19;11.49;2.18;0.00;;56.00;0.00
401803;0.00;5.50;0.00;;0.19;11.49;2.18;0.00;;56.00;0.00
401837;0.00;5.50;0.00;;0.19;11.49;2.18;0.00;;56.00;0.00
401869;0.00;5.50;0.00;;0.19;11.50;2.18;0.00;;56.00;0.00
401902;0.00;5.50;0.00;;0.19;11.51;2.19;0.00;;56.00;0.00
401935;0.00;5.50;0.00;;0.19;11.51;2.19;0.00;;56.00;0.00
401968;0.00;5.50;0.00;;0.19;11.51;2.19;0.00;;56.00;0.00
402001;0.00;5.50;0.00;;0.19;11.52;2.19;0.00;;56.00;0.00
402034;0.00;5.50;0.00;;0.19;11.52;2.19;0.00;;56.00;0.00
402068;0.00;5.50;0.00;;0.19;11.52;2.19;0.00;;56.00;0.00
402100;0.00;5.50;0.00;;0.19;11.52;2.19;0.00;;56.00;0.00
402133;0.00;5.50;0.00;;0.19;11.52;2.19;0.00;;56.00;0.00
402166;0.00;5.50;0.00;;0.19;11.53;2.19;0.00;;56.00;0.00
402199;0.00;5.50;0.00;;0.19;11.53;2.19;0.00;;56.00;0.00
402232;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402265;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402299;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402331;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402364;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402397;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402430;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402463;0.00;5.50;0.00;;0.18;11.54;2.08;0.00;;56.00;0.00
402496;0.00;5.50;0.00;;0.18;11.55;2.08;0.00;;56.00;0.00
402530;0.00;5.50;0.00;;0.18;11.55;2.08;0.00;;56.00;0.00
402562;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402595;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402628;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402661;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402694;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402727;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402761;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402793;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402826;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402859;0.00;5.50;0.00;;0.18;11.56;2.08;0.00;;56.00;0.00
402892;0.00;5.50;0.00;;0.18;11.57;2.08;0.00;;56.00;0.00
402925;0.00;5.50;0.00;;0.18;11.57;2.08;0.00;;56.00;0.00
402958;0.00;5.50;0.00;;0.18;11.57;2.08;0.00;;56.00;0.00
402992;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403024;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403057;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403090;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403123;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403156;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403189;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403223;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403255;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403288;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403321;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403354;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403387;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403420;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403454;0.00;5.50;0.00;;0.18;11.58;2.08;0.00;;56.00;0.00
403486;0.00;5.50;0.00;;0.18;11.59;2.09;0.00;;56.00;0.00
403519;0.00;5.50;0.00;;0.18;11.59;2.09;0.00;;56.00;0.00
403552;0.00;5.50;0.00;;0.18;11.59;2.09;0.00;;56.00;0.00
403585;0.00;5.50;0.00;;0.18;11.59;2.09;0.00;;56.00;0.00
403618;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403651;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403685;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403717;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403750;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403783;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403816;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403849;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403882;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403916;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403948;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
403981;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404014;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404047;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404080;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404113;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404147;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404179;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404212;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404245;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404278;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404311;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404344;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404378;0.00;5.50;0.00;;0.18;11.60;2.09;0.00;;56.00;0.00
404410;0.00;5.50;0.00;;0.18;11.61;2.09;0.00;;56.00;0.00
404443;0.00;5.50;0.00;;0.18;11.61;2.09;0.00;;56.00;0.00
404476;0.00;5.50;0.00;;0.18;11.61;2.09;0.00;;56.00;0.00
404509;0.00;5.50;0.00;;0.18;11.61;2.09;0.00;;56.00;0.00
404542;0.00;5.50;0.00;;0.18;11.61;2.09;0.00;;56.00;0.00
404575;0.00;5.50;0.00;;0.18;11.61;2.09;0.00;;56.00;0.00
404609;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404641;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404674;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404707;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404740;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404773;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404806;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404840;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404872;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404905;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404938;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
404971;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405004;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405037;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405071;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405103;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405136;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405169;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405202;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405235;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405268;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405302;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405334;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405367;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405400;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405433;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405466;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405499;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405533;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405565;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405598;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405631;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405664;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405697;0.00;5.50;0.00;;0.18;11.62;2.09;0.00;;56.00;0.00
405730;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405764;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405796;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405829;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405862;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405895;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405928;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405961;0.00;5.50;0.00;;0.18;11.63;2.09;0.00;;56.00;0.00
405995;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406027;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406060;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406093;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406126;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406159;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406192;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406226;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406258;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406291;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406324;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406357;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406390;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406423;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406457;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406489;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406522;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406555;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406588;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406621;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406654;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406688;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406720;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406753;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406786;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406819;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406852;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406885;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406919;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406951;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
406984;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407017;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407050;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407083;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407116;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407150;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407182;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407215;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407248;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407281;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407314;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407347;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407381;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407413;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407446;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407479;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407512;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407545;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407578;0.00;5.50;0.00;;0.18;11.64;2.10;0.00;;56.00;0.00
407612;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407644;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407677;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407710;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407743;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407776;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407809;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407843;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407875;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407908;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407941;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
407974;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408007;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408040;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408074;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408106;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408139;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408172;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408205;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408238;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408271;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408305;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408337;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408370;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408403;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408436;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408469;0.00;5.50;0.00;;0.18;11.65;2.10;0.00;;56.00;0.00
408502;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408536;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408568;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408601;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408634;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408667;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408700;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408733;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408767;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408799;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408832;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408865;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408898;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408931;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408964;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
408998;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409030;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409063;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409096;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409129;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409162;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409195;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409229;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409261;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409294;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409327;0.00;5.50;0.00;;0.18;11.66;2.10;0.00;;56.00;0.00
409360;0.00;5.50;0.00;;0.18;11.67;2.10;0.00;;56.00;0.00
409393;0.00;5.50;0.00;;0.18;11.67;2.10;0.00;;56.00;0.00
409426;0.00;5.50;0.00;;0.18;11.67;2.10;0.00;;56.00;0.00
409460;0.00;5.50;0.00;;0.18;11.67;2.10;0.00;;56.00;0.00
409492;0.00;5.50;0.00;;0.18;11.67;2.10;0.00;;56.00;0.00
409525;0.00;5.50;0.00;;0.18;11.67;2.10;0.00;;56.00;0.00
