UniLog;Höhe
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];Temp intern [---]
91,500; 5,200;0,000;0,000;0,000;20,300;2,530;1810,800;17,160
91,750; 5,220;0,000;0,000;0,000;20,200;2,530;1809,600;17,160
92,000; 5,210;0,000;0,000;0,000;20,000;2,530;1800,000;17,160
92,250; 5,220;0,000;0,000;0,000;19,900;2,530;1801,200;17,160
92,500; 5,210;0,000;0,000;0,000;20,200;2,530;1777,200;17,160
92,750; 5,170;0,000;0,000;0,000;20,300;2,530;1752,000;17,160
93,000; 5,180;0,000;0,000;0,000;20,600;2,530;1808,400;17,160
93,250; 5,190;0,000;0,000;0,000;21,200;2,530;1833,600;17,160
93,500; 5,160;0,000;0,000;0,000;21,600;2,530;1779,600;17,160
93,750; 5,170;0,000;0,000;0,000;21,900;0,000;1828,800;17,160
94,000; 5,150;0,000;0,000;0,000;22,400;0,000;1819,200;17,160
94,250; 5,190;0,000;0,000;0,000;22,900;2,530;1786,800;17,160
94,500; 5,190;0,000;0,000;0,000;23,400;2,530;1804,800;17,160
94,750; 5,220;0,000;0,000;0,000;24,000;2,530;1808,400;17,160
95,000; 5,220;0,000;0,000;0,000;24,500;2,530;1821,600;17,160
95,250; 5,220;0,000;0,000;0,000;25,000;2,530;1803,600;17,160
95,500; 5,230;0,000;0,000;0,000;25,500;0,000;1800,000;17,160
95,750; 5,220;0,000;0,000;0,000;25,900;2,530;1804,800;17,160
96,000; 5,220;0,000;0,000;0,000;26,600;0,000;1809,600;17,160
96,250; 5,230;0,000;0,000;0,000;27,300;2,530;1812,000;17,160
96,500; 5,200;0,000;0,000;0,000;28,100;2,530;1808,400;17,160
96,750; 5,190;0,000;0,000;0,000;28,900;0,000;1802,400;17,160
97,000; 5,210;0,000;0,000;0,000;29,800;2,530;1795,200;17,160
97,250; 5,210;0,000;0,000;0,000;30,500;0,000;1784,400;17,160
97,500; 5,190;0,000;0,000;0,000;31,300;2,530;1810,800;17,160
97,750; 5,190;0,000;0,000;0,000;31,900;2,530;1809,600;17,160
98,000; 5,200;0,000;0,000;0,000;32,400;2,530;1795,200;17,160
98,250; 5,200;0,000;0,000;0,000;32,800;2,530;1810,800;17,160
98,500; 5,200;0,000;0,000;0,000;33,000;2,530;1828,800;17,160
98,750; 5,180;0,000;0,000;0,000;33,000;2,530;1820,400;17,160
99,000; 5,210;0,000;0,000;0,000;32,900;0,000;1814,400;17,160
99,250; 5,210;0,000;0,000;0,000;32,600;2,530;1792,800;17,160
99,500; 5,200;0,000;0,000;0,000;32,200;2,530;1820,400;17,160
99,750; 5,210;0,000;0,000;0,000;31,700;2,530;1801,200;17,160
100,000; 5,220;0,000;0,000;0,000;31,200;0,000;1798,800;17,160
100,250; 5,200;0,000;0,000;0,000;30,600;2,530;1804,800;17,160
100,500; 5,210;0,000;0,000;0,000;30,100;2,530;1822,800;17,160
100,750; 5,200;0,000;0,000;0,000;29,700;2,530;1810,800;17,160
101,000; 5,220;0,000;0,000;0,000;29,200;2,530;1808,400;17,160
101,250; 5,220;0,000;0,000;0,000;28,600;2,530;1807,200;17,160
101,500; 5,230;0,000;0,000;0,000;28,100;0,000;1814,400;17,160
101,750; 5,210;0,000;0,000;0,000;27,700;2,530;1821,600;17,160
102,000; 5,210;0,000;0,000;0,000;27,300;2,530;1808,400;17,160
102,250; 5,220;0,000;0,000;0,000;27,000;0,000;1825,200;17,160
102,500; 5,220;0,000;0,000;0,000;27,000;2,530;1798,800;17,160
102,750; 5,210;0,000;0,000;0,000;26,900;2,530;1820,400;17,160
103,000; 5,200;0,000;0,000;0,000;26,900;2,530;1813,200;17,160
103,250; 5,200;0,000;0,000;0,000;26,900;2,530;1794,000;17,160
103,500; 5,210;0,000;0,000;0,000;27,000;0,000;1810,800;17,160
103,750; 5,210;0,000;0,000;0,000;27,000;2,530;1833,600;17,160
104,000; 5,210;0,000;0,000;0,000;27,000;2,530;1834,800;17,160
104,250; 5,210;0,000;0,000;0,000;27,000;2,530;1833,600;17,160
104,500; 5,200;0,000;0,000;0,000;27,100;2,530;1834,800;17,160
104,750; 5,200;0,000;0,000;0,000;27,100;2,530;1845,600;17,160
105,000; 5,220;0,000;0,000;0,000;27,200;2,530;1851,600;17,160
105,250; 5,210;0,000;0,000;0,000;27,200;2,530;1868,400;17,160
105,500; 5,190;0,000;0,000;0,000;27,300;2,530;1858,800;17,160
105,750; 5,190;0,000;0,000;0,000;27,300;0,000;1845,600;17,160
106,000; 5,180;0,000;0,000;0,000;27,300;0,000;1851,600;17,160
106,250; 5,180;0,000;0,000;0,000;27,400;0,000;1851,600;17,160
106,500; 5,180;0,000;0,000;0,000;27,700;2,530;1785,600;17,160
106,750; 5,180;0,000;0,000;0,000;28,000;2,530;1812,000;17,160
107,000; 5,170;0,000;0,000;0,000;28,300;2,530;1806,000;17,160
107,250; 5,190;0,000;0,000;0,000;28,700;0,000;1809,600;17,160
107,500; 5,220;0,000;0,000;0,000;29,100;0,000;1808,400;17,160
107,750; 5,220;0,000;0,000;0,000;29,400;2,530;1796,400;17,160
108,000; 5,220;0,000;0,000;0,000;29,600;2,530;1801,200;17,160
108,250; 5,210;0,000;0,000;0,000;29,900;2,530;1808,400;17,160
108,500; 5,210;0,000;0,000;0,000;30,100;2,530;1820,400;17,160
108,750; 5,170;0,000;0,000;0,000;30,200;2,530;1810,800;17,160
109,000; 5,150;0,000;0,000;0,000;30,300;2,530;1867,200;17,160
109,250; 5,160;0,000;0,000;0,000;30,400;2,530;1944,000;17,160
109,500; 5,140;0,000;0,000;0,000;30,500;2,530;1885,200;17,160
109,750; 5,170;0,000;0,000;0,000;30,100;2,530;1916,400;17,160
110,000; 5,200;0,000;0,000;0,000;29,700;0,000;1920,000;17,160
110,250; 5,200;0,000;0,000;0,000;29,400;2,530;1930,800;17,160
110,500; 5,190;0,000;0,000;0,000;29,100;2,530;1861,200;17,160
110,750; 5,150;0,000;0,000;0,000;28,600;2,530;1810,800;17,160
111,000; 5,180;0,000;0,000;0,000;28,700;2,530;1830,000;17,160
111,250; 5,160;0,000;0,000;0,000;28,700;2,530;1807,200;17,160
111,500; 5,170;0,000;0,000;0,000;28,800;2,530;1790,400;17,160
111,750; 5,170;0,000;0,000;0,000;28,900;0,000;1826,400;17,160
112,000; 5,200;0,000;0,000;0,000;29,300;2,530;1822,800;17,160
112,250; 5,150;0,000;0,000;0,000;29,600;0,000;1794,000;17,160
112,500; 5,130;0,000;0,000;0,000;30,000;2,530;1792,800;17,160
112,750; 5,170;0,000;0,000;0,000;30,300;2,530;1809,600;17,160
113,000; 5,160;0,000;0,000;0,000;31,100;2,530;1809,600;17,160
113,250; 5,140;0,000;0,000;0,000;31,300;2,530;1826,400;17,160
113,500; 5,160;0,000;0,000;0,000;31,700;2,530;1820,400;17,160
113,750; 5,180;0,000;0,000;0,000;32,100;0,000;1809,600;17,160
114,000; 5,200;0,000;0,000;0,000;32,600;2,530;1813,200;17,160
114,250; 5,190;0,000;0,000;0,000;32,200;2,530;1783,200;17,160
114,500; 5,190;0,000;0,000;0,000;32,000;2,530;1804,800;17,160
114,750; 5,190;0,000;0,000;0,000;31,600;2,530;1794,000;17,160
115,000; 5,180;0,000;0,000;0,000;30,900;0,000;1772,400;17,160
115,250; 5,170;0,000;0,000;0,000;30,100;2,530;1774,800;17,160
115,500; 5,180;0,000;0,000;0,000;29,500;2,530;1776,000;17,160
115,750; 5,200;0,000;0,000;0,000;28,900;2,530;1797,600;17,160
116,000; 5,210;0,000;0,000;0,000;28,300;2,530;1776,000;17,160
116,250; 5,210;0,000;0,000;0,000;27,800;2,530;1782,000;17,160
116,500; 5,200;0,000;0,000;0,000;27,200;2,530;1749,600;17,160
116,750; 5,190;0,000;0,000;0,000;26,700;2,530;1749,600;17,160
117,000; 5,200;0,000;0,000;0,000;26,200;2,530;1722,000;17,160
117,250; 5,200;0,000;0,000;0,000;25,800;2,530;1711,200;17,160
117,500; 5,180;0,000;0,000;0,000;25,500;2,530;1778,400;17,160
117,750; 5,150;0,000;0,000;0,000;25,300;0,000;1765,200;17,160
118,000; 5,170;0,000;0,000;0,000;25,200;2,530;1774,800;17,160
118,250; 5,160;0,000;0,000;0,000;25,100;2,530;1796,400;17,160
118,500; 5,170;0,000;0,000;0,000;25,100;2,530;1792,800;17,160
118,750; 5,170;0,000;0,000;0,000;25,200;2,530;1797,600;17,160
119,000; 5,180;0,000;0,000;0,000;25,300;2,530;1819,200;17,160
119,250; 5,150;0,000;0,000;0,000;25,500;2,530;1792,800;17,160
119,500; 5,160;0,000;0,000;0,000;26,000;0,000;1788,000;17,160
119,750; 5,210;0,000;0,000;0,000;26,500;2,530;1795,200;17,160
120,000; 5,190;0,000;0,000;0,000;27,200;0,000;1814,400;17,160
120,250; 5,180;0,000;0,000;0,000;28,000;0,000;1812,000;17,160
120,500; 5,200;0,000;0,000;0,000;28,800;2,530;1819,200;17,160
120,750; 5,210;0,000;0,000;0,000;29,500;0,000;1820,400;17,160
121,000; 5,190;0,000;0,000;0,000;30,000;0,000;1836,000;17,160
121,250; 5,180;0,000;0,000;0,000;30,400;2,530;1816,800;17,160
121,500; 5,190;0,000;0,000;0,000;30,500;2,530;1851,600;17,160
121,750; 5,180;0,000;0,000;0,000;30,600;2,530;1881,600;17,160
122,000; 5,170;0,000;0,000;0,000;30,300;2,530;1918,800;17,160
122,250; 5,180;0,000;0,000;0,000;29,600;2,530;1983,600;17,160
122,500; 5,170;0,000;0,000;0,000;28,600;2,530;2024,400;17,160
122,750; 5,210;0,000;0,000;0,000;27,200;2,530;2029,200;17,160
123,000; 5,190;0,000;0,000;0,000;25,300;2,530;1988,400;17,160
123,250; 5,150;0,000;0,000;0,000;23,300;2,530;1846,800;17,290
123,500; 5,170;0,000;0,000;0,000;21,400;2,530;1816,800;17,160
123,750; 5,190;0,000;0,000;0,000;19,600;0,000;1790,400;17,160
124,000; 5,180;0,000;0,000;0,000;18,200;0,000;1810,800;17,290
124,250; 5,180;0,000;0,000;0,000;17,300;2,530;1848,000;17,160
124,500; 5,150;0,000;0,000;0,000;16,500;2,530;1816,800;17,160
124,750; 5,190;0,000;0,000;0,000;16,000;0,000;1814,400;17,160
125,000; 5,190;0,000;0,000;0,000;15,900;2,530;1809,600;17,160
125,250; 5,190;0,000;0,000;0,000;16,100;2,530;1800,000;17,160
125,500; 5,200;0,000;0,000;0,000;16,600;0,000;1812,000;17,290
125,750; 5,210;0,000;0,000;0,000;17,400;0,000;1790,400;17,160
126,000; 5,210;0,000;0,000;0,000;18,500;2,530;1809,600;17,160
126,250; 5,200;0,000;0,000;0,000;19,500;2,530;1792,800;17,290
126,500; 5,170;0,000;0,000;0,000;20,600;2,530;1816,800;17,290
126,750; 5,180;0,000;0,000;0,000;21,700;2,530;1802,400;17,290
127,000; 5,170;0,000;0,000;0,000;22,800;0,000;1813,200;17,290
127,250; 5,150;0,000;0,000;0,000;23,700;2,530;1747,200;17,290
127,500; 5,170;0,000;0,000;0,000;24,400;2,530;1782,000;17,290
127,750; 5,190;0,000;0,000;0,000;24,800;2,530;1782,000;17,290
128,000; 5,210;0,000;0,000;0,000;25,100;2,530;1789,200;17,290
128,250; 5,220;0,000;0,000;0,000;25,100;2,530;1783,200;17,290
128,500; 5,210;0,000;0,000;0,000;25,000;2,530;1792,800;17,290
128,750; 5,200;0,000;0,000;0,000;24,700;0,000;1821,600;17,290
129,000; 5,190;0,000;0,000;0,000;24,400;2,530;1809,600;17,290
129,250; 5,210;0,000;0,000;0,000;24,000;2,530;1803,600;17,290
129,500; 5,210;0,000;0,000;0,000;23,500;0,000;1818,000;17,290
129,750; 5,220;0,000;0,000;0,000;23,100;2,530;1792,800;17,290
130,000; 5,190;0,000;0,000;0,000;22,800;0,000;1827,600;17,290
130,250; 5,210;0,000;0,000;0,000;22,600;0,000;1826,400;17,160
130,500; 5,210;0,000;0,000;0,000;22,400;0,000;1833,600;17,290
130,750; 5,210;0,000;0,000;0,000;22,400;2,530;1810,800;17,290
131,000; 5,210;0,000;0,000;0,000;22,300;0,000;1800,000;17,290
131,250; 5,210;0,000;0,000;0,000;22,200;2,530;1818,000;17,290
131,500; 5,190;0,000;0,000;0,000;22,200;0,000;1810,800;17,160
131,750; 5,200;0,000;0,000;0,000;22,200;0,000;1774,800;17,160
132,000; 5,170;0,000;0,000;0,000;22,300;2,530;1724,400;17,290
132,250; 5,190;0,000;0,000;0,000;22,500;2,530;1777,200;17,290
132,500; 5,170;0,000;0,000;0,000;22,800;2,530;1806,000;17,290
132,750; 5,200;0,000;0,000;0,000;23,100;2,530;1808,400;17,290
133,000; 5,210;0,000;0,000;0,000;23,300;0,000;1810,800;17,160
133,250; 5,210;0,000;0,000;0,000;23,500;2,530;1820,400;17,290
133,500; 5,210;0,000;0,000;0,000;23,500;2,530;1824,000;17,290
133,750; 5,210;0,000;0,000;0,000;23,400;2,530;1820,400;17,160
134,000; 5,210;0,000;0,000;0,000;23,300;0,000;1824,000;17,160
134,250; 5,170;0,000;0,000;0,000;23,300;2,530;1850,400;17,160
134,500; 5,180;0,000;0,000;0,000;23,200;0,000;1846,800;17,290
134,750; 5,200;0,000;0,000;0,000;23,100;2,530;1857,600;17,160
135,000; 5,210;0,000;0,000;0,000;22,900;2,530;1861,200;17,290
135,250; 5,210;0,000;0,000;0,000;22,700;2,530;1863,600;17,290
135,500; 5,200;0,000;0,000;0,000;22,600;2,530;1851,600;17,160
135,750; 5,190;0,000;0,000;0,000;22,400;0,000;1809,600;17,160
136,000; 5,160;0,000;0,000;0,000;22,300;2,530;1807,200;17,290
136,250; 5,200;0,000;0,000;0,000;22,400;2,530;1808,400;17,290
136,500; 5,190;0,000;0,000;0,000;22,500;2,530;1845,600;17,290
136,750; 5,190;0,000;0,000;0,000;22,500;2,530;1818,000;17,290
137,000; 5,200;0,000;0,000;0,000;22,700;2,530;1819,200;17,160
137,250; 5,200;0,000;0,000;0,000;22,800;2,530;1831,200;17,290
137,500; 5,210;0,000;0,000;0,000;22,800;2,530;1832,400;17,160
137,750; 5,190;0,000;0,000;0,000;22,800;2,530;1849,200;17,160
138,000; 5,180;0,000;0,000;0,000;22,800;2,530;1820,400;17,290
138,250; 5,180;0,000;0,000;0,000;22,900;2,530;1815,600;17,160
138,500; 5,190;0,000;0,000;0,000;22,900;2,530;1812,000;17,160
138,750; 5,200;0,000;0,000;0,000;22,900;2,530;1826,400;17,160
139,000; 5,210;0,000;0,000;0,000;22,800;0,000;1816,800;17,160
139,250; 5,210;0,000;0,000;0,000;22,700;2,530;1830,000;17,160
139,500; 5,210;0,000;0,000;0,000;22,500;2,530;1838,400;17,160
139,750; 5,200;0,000;0,000;0,000;22,200;2,530;1863,600;17,160
140,000; 5,180;0,000;0,000;0,000;21,800;2,530;1855,200;17,160
140,250; 5,190;0,000;0,000;0,000;21,500;2,530;1858,800;17,160
140,500; 5,190;0,000;0,000;0,000;21,200;2,530;1837,200;17,290
140,750; 5,200;0,000;0,000;0,000;21,000;2,530;1822,800;17,290
141,000; 5,170;0,000;0,000;0,000;21,000;2,530;1849,200;17,290
141,250; 5,170;0,000;0,000;0,000;21,000;2,530;1813,200;17,290
141,500; 5,190;0,000;0,000;0,000;21,000;2,530;1832,400;17,290
141,750; 5,200;0,000;0,000;0,000;21,200;2,530;1822,800;17,290
142,000; 5,200;0,000;0,000;0,000;21,400;2,530;1833,600;17,290
142,250; 5,170;0,000;0,000;0,000;21,700;2,530;1881,600;17,290
142,500; 5,210;0,000;0,000;0,000;22,000;2,530;1887,600;17,290
142,750; 5,210;0,000;0,000;0,000;22,400;2,530;1887,600;17,290
143,000; 5,220;0,000;0,000;0,000;22,800;2,530;1890,000;17,290
143,250; 5,220;0,000;0,000;0,000;23,000;0,000;1876,800;17,290
143,500; 5,200;0,000;0,000;0,000;23,200;2,530;1836,000;17,290
143,750; 5,170;0,000;0,000;0,000;23,300;0,000;1792,800;17,290
144,000; 5,190;0,000;0,000;0,000;23,300;0,000;1767,600;17,290
144,250; 5,180;0,000;0,000;0,000;23,300;2,530;1767,600;17,290
144,500; 5,190;0,000;0,000;0,000;23,300;0,000;1771,200;17,290
144,750; 5,200;0,000;0,000;0,000;23,500;2,530;1776,000;17,290
145,000; 5,210;0,000;0,000;0,000;23,500;2,530;1774,800;17,290
145,250; 5,210;0,000;0,000;0,000;23,400;2,530;1770,000;17,160
145,500; 5,190;0,000;0,000;0,000;23,200;0,000;1797,600;17,290
145,750; 5,170;0,000;0,000;0,000;23,000;2,530;1820,400;17,290
146,000; 5,190;0,000;0,000;0,000;22,600;2,530;1815,600;17,290
146,250; 5,190;0,000;0,000;0,000;22,500;2,530;1834,800;17,290
146,500; 5,190;0,000;0,000;0,000;22,700;2,530;1814,400;17,290
146,750; 5,200;0,000;0,000;0,000;23,000;2,530;1806,000;17,290
147,000; 5,190;0,000;0,000;0,000;23,500;2,530;1843,200;17,290
147,250; 5,180;0,000;0,000;0,000;24,100;0,000;1831,200;17,290
147,500; 5,180;0,000;0,000;0,000;24,500;2,530;1814,400;17,290
147,750; 5,190;0,000;0,000;0,000;25,000;0,000;1867,200;17,290
148,000; 5,180;0,000;0,000;0,000;25,200;2,530;1832,400;17,290
148,250; 5,190;0,000;0,000;0,000;25,400;2,530;1873,200;17,290
148,500; 5,200;0,000;0,000;0,000;25,700;2,530;1885,200;17,290
148,750; 5,210;0,000;0,000;0,000;26,100;2,530;1904,400;17,290
149,000; 5,190;0,000;0,000;0,000;26,400;2,530;1908,000;17,290
149,250; 5,210;0,000;0,000;0,000;26,700;2,530;1942,800;17,290
149,500; 5,180;0,000;0,000;0,000;27,000;2,530;2006,400;17,290
149,750; 5,170;0,000;0,000;0,000;27,100;2,530;1894,800;17,290
150,000; 5,180;0,000;0,000;0,000;27,300;2,530;1905,600;17,290
150,250; 5,200;0,000;0,000;0,000;27,400;2,530;1903,200;17,290
150,500; 5,180;0,000;0,000;0,000;27,500;0,000;1825,200;17,290
150,750; 5,180;0,000;0,000;0,000;27,700;2,530;1795,200;17,290
151,000; 5,180;0,000;0,000;0,000;28,100;2,530;1826,400;17,290
151,250; 5,170;0,000;0,000;0,000;28,300;2,530;1772,400;17,290
151,500; 5,180;0,000;0,000;0,000;28,600;2,530;1821,600;17,290
151,750; 5,200;0,000;0,000;0,000;28,900;2,530;1812,000;17,290
152,000; 5,210;0,000;0,000;0,000;29,000;2,530;1795,200;17,290
152,250; 5,190;0,000;0,000;0,000;29,000;2,530;1820,400;17,290
152,500; 5,200;0,000;0,000;0,000;29,000;2,530;1804,800;17,290
152,750; 5,200;0,000;0,000;0,000;29,200;0,000;1808,400;17,290
153,000; 5,210;0,000;0,000;0,000;29,400;2,530;1802,400;17,290
153,250; 5,210;0,000;0,000;0,000;29,600;2,530;1801,200;17,290
153,500; 5,210;0,000;0,000;0,000;29,700;0,000;1821,600;17,290
153,750; 5,180;0,000;0,000;0,000;29,800;2,530;1791,600;17,290
154,000; 5,170;0,000;0,000;0,000;29,700;2,530;1771,200;17,290
154,250; 5,180;0,000;0,000;0,000;29,600;0,000;1791,600;17,290
154,500; 5,180;0,000;0,000;0,000;29,600;2,530;1808,400;17,290
154,750; 5,200;0,000;0,000;0,000;29,800;2,530;1826,400;17,290
155,000; 5,170;0,000;0,000;0,000;30,000;0,000;1798,800;17,290
155,250; 5,180;0,000;0,000;0,000;30,300;2,530;1800,000;17,290
155,500; 5,190;0,000;0,000;0,000;30,700;0,000;1825,200;17,290
155,750; 5,200;0,000;0,000;0,000;31,200;2,530;1798,800;17,290
156,000; 5,210;0,000;0,000;0,000;31,700;0,000;1812,000;17,290
156,250; 5,200;0,000;0,000;0,000;32,300;0,000;1801,200;17,290
156,500; 5,210;0,000;0,000;0,000;33,100;2,530;1808,400;17,290
156,750; 5,210;0,000;0,000;0,000;33,900;2,530;1795,200;17,290
157,000; 5,210;0,000;0,000;0,000;34,700;2,530;1808,400;17,290
157,250; 5,210;0,000;0,000;0,000;35,600;2,530;1765,200;17,290
157,500; 5,190;0,000;0,000;0,000;36,300;2,530;1771,200;17,290
157,750; 5,210;0,000;0,000;0,000;37,100;0,000;1766,400;17,290
158,000; 5,200;0,000;0,000;0,000;37,800;2,530;1770,000;17,290
158,250; 5,190;0,000;0,000;0,000;38,300;2,530;1812,000;17,290
158,500; 5,180;0,000;0,000;0,000;38,800;2,530;1795,200;17,290
158,750; 5,200;0,000;0,000;0,000;39,400;2,530;1797,600;17,290
159,000; 5,210;0,000;0,000;0,000;39,600;2,530;1794,000;17,290
159,250; 5,200;0,000;0,000;0,000;39,700;0,000;1810,800;17,290
159,500; 5,210;0,000;0,000;0,000;39,700;2,530;1806,000;17,290
159,750; 5,190;0,000;0,000;0,000;39,500;2,530;1818,000;17,290
160,000; 5,180;0,000;0,000;0,000;39,200;2,530;1801,200;17,290
160,250; 5,180;0,000;0,000;0,000;38,900;2,530;1797,600;17,290
160,500; 5,180;0,000;0,000;0,000;38,700;2,530;1768,800;17,290
160,750; 5,160;0,000;0,000;0,000;38,400;2,530;1813,200;17,290
161,000; 5,160;0,000;0,000;0,000;38,000;2,530;1790,400;17,290
161,250; 5,160;0,000;0,000;0,000;37,500;2,530;1820,400;17,290
161,500; 5,190;0,000;0,000;0,000;36,600;2,530;1785,600;17,290
161,750; 5,180;0,000;0,000;0,000;35,700;0,000;1812,000;17,290
162,000; 5,180;0,000;0,000;0,000;34,800;2,530;1815,600;17,290
162,250; 5,160;0,000;0,000;0,000;33,900;2,530;1833,600;17,290
162,500; 5,190;0,000;0,000;0,000;33,100;2,530;1819,200;17,290
162,750; 5,200;0,000;0,000;0,000;32,600;2,530;1826,400;17,290
163,000; 5,190;0,000;0,000;0,000;32,100;2,530;1845,600;17,290
163,250; 5,170;0,000;0,000;0,000;31,700;2,530;1864,800;17,290
163,500; 5,170;0,000;0,000;0,000;31,300;2,530;1878,000;17,290
163,750; 5,180;0,000;0,000;0,000;31,100;2,530;1869,600;17,290
164,000; 5,180;0,000;0,000;0,000;31,000;2,530;1874,400;17,290
164,250; 5,180;0,000;0,000;0,000;30,900;2,530;1867,200;17,290
164,500; 5,190;0,000;0,000;0,000;30,900;2,530;1886,400;17,290
164,750; 5,180;0,000;0,000;0,000;30,800;0,000;1795,200;17,290
165,000; 5,150;0,000;0,000;0,000;30,700;2,530;1807,200;17,290
165,250; 5,160;0,000;0,000;0,000;30,600;2,530;1821,600;17,290
165,500; 5,170;0,000;0,000;0,000;30,700;2,530;1798,800;17,290
165,750; 5,160;0,000;0,000;0,000;30,800;2,530;1824,000;17,290
166,000; 5,170;0,000;0,000;0,000;30,700;2,530;1813,200;17,290
166,250; 5,190;0,000;0,000;0,000;30,500;0,000;1808,400;17,290
166,500; 5,200;0,000;0,000;0,000;30,200;2,530;1819,200;17,290
166,750; 5,190;0,000;0,000;0,000;29,700;2,530;1782,000;17,290
167,000; 5,150;0,000;0,000;0,000;29,100;0,000;1758,000;17,290
167,250; 5,150;0,000;0,000;0,000;28,900;2,530;1779,600;17,290
167,500; 5,190;0,000;0,000;0,000;28,600;2,530;1767,600;17,290
167,750; 5,200;0,000;0,000;0,000;28,300;2,530;1780,800;17,290
168,000; 5,180;0,000;0,000;0,000;28,100;2,530;1788,000;17,290
168,250; 5,180;0,000;0,000;0,000;27,900;2,530;1809,600;17,290
168,500; 5,190;0,000;0,000;0,000;27,400;2,530;1804,800;17,290
168,750; 5,190;0,000;0,000;0,000;27,100;2,530;1820,400;17,290
169,000; 5,190;0,000;0,000;0,000;26,700;2,530;1832,400;17,290
169,250; 5,170;0,000;0,000;0,000;26,300;2,530;1873,200;17,290
169,500; 5,170;0,000;0,000;0,000;25,800;2,530;1891,200;17,290
169,750; 5,170;0,000;0,000;0,000;25,400;2,530;1873,200;17,290
170,000; 5,170;0,000;0,000;0,000;24,800;2,530;1782,000;17,290
170,250; 5,140;0,000;0,000;0,000;24,200;2,530;1790,400;17,290
170,500; 5,180;0,000;0,000;0,000;23,500;2,530;1806,000;17,290
170,750; 5,180;0,000;0,000;0,000;22,700;2,530;1780,800;17,290
171,000; 5,180;0,000;0,000;0,000;21,800;2,530;1808,400;17,290
171,250; 5,190;0,000;0,000;0,000;20,900;2,530;1803,600;17,290
171,500; 5,170;0,000;0,000;0,000;19,900;2,530;1801,200;17,290
171,750; 5,150;0,000;0,000;0,000;18,900;2,530;1784,400;17,290
172,000; 5,160;0,000;0,000;0,000;17,900;2,530;1788,000;17,290
172,250; 5,170;0,000;0,000;0,000;17,200;2,530;1832,400;17,290
172,500; 5,170;0,000;0,000;0,000;16,500;2,530;1750,800;17,290
172,750; 5,180;0,000;0,000;0,000;16,200;2,530;1742,400;17,290
173,000; 5,160;0,000;0,000;0,000;16,000;2,530;1759,200;17,290
173,250; 5,180;0,000;0,000;0,000;16,200;2,530;1782,000;17,290
173,500; 5,190;0,000;0,000;0,000;16,300;2,530;1761,600;17,290
173,750; 5,180;0,000;0,000;0,000;16,400;2,530;1824,000;17,290
174,000; 5,170;0,000;0,000;0,000;16,400;2,530;1791,600;17,290
174,250; 5,190;0,000;0,000;0,000;16,300;2,530;1826,400;17,290
174,500; 5,170;0,000;0,000;0,000;16,000;2,530;1838,400;17,290
174,750; 5,190;0,000;0,000;0,000;15,900;0,000;1836,000;17,290
175,000; 5,170;0,000;0,000;0,000;15,800;2,530;1794,000;17,290
175,250; 5,190;0,000;0,000;0,000;15,600;0,000;1822,800;17,290
175,500; 5,180;0,000;0,000;0,000;15,100;2,530;1807,200;17,290
175,750; 5,140;0,000;0,000;0,000;14,700;2,530;1720,800;17,290
176,000; 5,150;0,000;0,000;0,000;14,100;2,530;1794,000;17,290
176,250; 5,160;0,000;0,000;0,000;13,500;2,530;1761,600;17,290
176,500; 5,180;0,000;0,000;0,000;13,000;2,530;1768,800;17,290
176,750; 5,180;0,000;0,000;0,000;12,500;2,530;1790,400;17,290
177,000; 5,200;0,000;0,000;0,000;12,100;2,530;1784,400;17,290
177,250; 5,200;0,000;0,000;0,000;11,700;2,530;1795,200;17,290
177,500; 5,140;0,000;0,000;0,000;11,400;2,530;1795,200;17,290
177,750; 5,180;0,000;0,000;0,000;11,100;2,530;1809,600;17,290
178,000; 5,200;0,000;0,000;0,000;11,100;2,530;1827,600;17,290
178,250; 5,200;0,000;0,000;0,000;11,200;2,530;1789,200;17,290
178,500; 5,170;0,000;0,000;0,000;11,300;2,530;1807,200;17,290
178,750; 5,170;0,000;0,000;0,000;11,600;2,530;1834,800;17,290
179,000; 5,170;0,000;0,000;0,000;11,900;2,530;1802,400;17,290
179,250; 5,170;0,000;0,000;0,000;12,200;2,530;1792,800;17,290
179,500; 5,190;0,000;0,000;0,000;12,600;2,530;1774,800;17,290
179,750; 5,160;0,000;0,000;0,000;12,900;2,530;1807,200;17,290
180,000; 5,180;0,000;0,000;0,000;13,200;2,530;1834,800;17,290
180,250; 5,190;0,000;0,000;0,000;13,400;2,530;1832,400;17,290
180,500; 5,200;0,000;0,000;0,000;13,700;2,530;1819,200;17,290
