UniLog;Motormessung
Zeit [sec];SpannungEmpf [---];Spannung [---];Strom [---];Drehzahl [---];Höhe [---];Geschwindigkeit [---];ServoImpuls [---];TempIntern [---]
2029.500; 0.000;15.300;0.000;0.000;35.600;4.000;1166.000;19.600
2029.750; 0.000;15.300;0.000;0.000;35.100;4.000;1165.000;19.500
2030.000; 0.000;15.300;0.000;0.000;34.700;4.000;1167.000;19.600
2030.250; 0.000;15.300;0.000;0.000;34.400;4.000;1166.000;19.600
2030.500; 0.000;15.300;0.000;0.000;34.300;4.000;1166.000;19.500
2030.750; 0.000;15.300;0.000;0.000;34.600;4.000;1166.000;19.500
2031.000; 0.000;15.300;0.000;0.000;34.900;4.000;1166.000;19.500
2031.250; 0.000;15.300;0.000;0.000;35.400;4.000;1167.000;19.500
2031.500; 0.000;15.300;0.000;0.000;36.100;4.000;1166.000;19.500
2031.750; 0.000;15.300;0.000;0.000;36.800;4.000;1166.000;19.500
2032.000; 0.000;15.300;0.000;0.000;37.600;4.000;1167.000;19.500
2032.250; 0.000;15.300;0.000;0.000;38.600;4.000;1167.000;19.500
2032.500; 0.000;15.300;0.000;0.000;39.600;4.000;1166.000;19.500
2032.750; 0.000;15.300;0.000;0.000;40.500;4.000;1166.000;19.500
2033.000; 0.000;15.300;0.000;0.000;41.400;4.000;1166.000;19.500
2033.250; 0.000;15.300;0.000;0.000;42.200;4.000;1166.000;19.600
2033.500; 0.000;15.300;0.000;0.000;43.000;4.000;1167.000;19.500
2033.750; 0.000;15.300;0.000;0.000;43.800;4.000;1167.000;19.500
2034.000; 0.000;15.300;0.000;0.000;44.500;4.000;1166.000;19.500
2034.250; 0.000;15.300;0.000;0.000;45.300;4.000;1166.000;19.500
2034.500; 0.000;15.300;0.000;0.000;46.000;4.000;1166.000;19.500
2034.750; 0.000;15.300;0.000;0.000;46.700;4.000;1166.000;19.500
2035.000; 0.000;15.300;0.000;0.000;47.100;4.000;1166.000;19.500
2035.250; 0.000;15.300;0.000;0.000;47.400;4.000;1166.000;19.500
2035.500; 0.000;15.300;0.000;0.000;47.600;4.000;1166.000;19.600
2035.750; 0.000;15.300;0.000;0.000;47.700;4.000;1166.000;19.500
2036.000; 0.000;15.300;0.000;0.000;47.500;4.000;1167.000;19.600
2036.250; 0.000;15.300;0.000;0.000;47.200;4.000;1166.000;19.500
2036.500; 0.000;15.300;0.000;0.000;46.700;4.000;1167.000;19.500
2036.750; 0.000;15.300;0.000;0.000;46.000;4.000;1166.000;19.500
2037.000; 0.000;15.300;0.000;0.000;45.200;4.000;1166.000;19.600
2037.250; 0.000;15.300;0.000;0.000;44.300;4.000;1166.000;19.600
2037.500; 0.000;15.300;0.000;0.000;43.200;4.000;1166.000;19.500
2037.750; 0.000;15.300;0.000;0.000;42.100;4.000;1167.000;19.500
2038.000; 0.000;15.300;0.000;0.000;41.000;4.000;1166.000;19.500
2038.250; 0.000;15.300;0.000;0.000;39.800;4.000;1167.000;19.500
2038.500; 0.000;15.300;0.000;0.000;38.600;4.000;1166.000;19.500
2038.750; 0.000;15.300;0.000;0.000;37.600;4.000;1166.000;19.500
2039.000; 0.000;15.300;0.000;0.000;36.600;4.000;1166.000;19.500
2039.250; 0.000;15.300;0.000;0.000;35.800;4.000;1166.000;19.600
2039.500; 0.000;15.300;0.000;0.000;35.100;4.000;1166.000;19.500
2039.750; 0.000;15.300;0.000;0.000;34.700;4.000;1166.000;19.500
2040.000; 0.000;15.300;0.000;0.000;34.400;4.000;1167.000;19.500
2040.250; 0.000;15.300;0.000;0.000;34.200;4.000;1166.000;19.500
2040.500; 0.000;15.300;0.000;0.000;34.100;4.000;1167.000;19.600
2040.750; 0.000;15.300;0.000;0.000;34.300;4.000;1166.000;19.600
2041.000; 0.000;15.300;0.000;0.000;34.600;4.000;1166.000;19.500
2041.250; 0.000;15.300;0.000;0.000;34.900;4.000;1166.000;19.600
2041.500; 0.000;15.300;0.000;0.000;35.400;4.000;1166.000;19.500
2041.750; 0.000;15.300;0.000;0.000;36.000;4.000;1166.000;19.600
2042.000; 0.000;15.300;0.000;0.000;36.600;4.000;1167.000;19.600
2042.250; 0.000;15.300;0.000;0.000;37.300;4.000;1166.000;19.500
2042.500; 0.000;15.300;0.000;0.000;38.100;4.000;1166.000;19.600
2042.750; 0.000;15.300;0.000;0.000;38.900;4.000;1167.000;19.500
2043.000; 0.000;15.300;0.000;0.000;39.700;4.000;1167.000;19.500
2043.250; 0.000;15.300;0.000;0.000;40.500;4.000;1167.000;19.600
2043.500; 0.000;15.300;0.000;0.000;41.200;4.000;1166.000;19.500
2043.750; 0.000;15.300;0.000;0.000;42.000;4.000;1166.000;19.500
2044.000; 0.000;15.300;0.000;0.000;42.600;4.000;1167.000;19.500
2044.250; 0.000;15.300;0.000;0.000;43.100;4.000;1166.000;19.600
2044.500; 0.000;15.300;0.000;0.000;43.600;4.000;1166.000;19.500
2044.750; 0.000;15.300;0.000;0.000;44.000;4.000;1166.000;19.600
2045.000; 0.000;15.300;0.000;0.000;44.300;4.000;1166.000;19.600
2045.250; 0.000;15.300;0.000;0.000;44.600;4.000;1167.000;19.600
2045.500; 0.000;15.300;0.000;0.000;44.900;4.000;1166.000;19.600
2045.750; 0.000;15.300;0.000;0.000;45.100;4.000;1167.000;19.600
2046.000; 0.000;15.300;0.000;0.000;45.200;4.000;1166.000;19.500
2046.250; 0.000;15.300;0.000;0.000;45.200;4.000;1166.000;19.500
2046.500; 0.000;15.300;0.000;0.000;45.200;4.000;1166.000;19.500
2046.750; 0.000;15.300;0.000;0.000;45.200;4.000;1166.000;19.500
2047.000; 0.000;15.300;0.000;0.000;45.200;4.000;1166.000;19.500
2047.250; 0.000;15.300;0.000;0.000;45.300;4.000;1166.000;19.500
2047.500; 0.000;15.300;0.000;0.000;45.300;4.000;1166.000;19.500
2047.750; 0.000;15.300;0.000;0.000;45.300;4.000;1166.000;19.500
2048.000; 0.000;15.300;0.000;0.000;45.300;4.000;1166.000;19.500
2048.250; 0.000;15.300;0.000;0.000;45.300;4.000;1167.000;19.500
2048.500; 0.000;15.300;0.000;0.000;45.100;4.000;1166.000;19.500
2048.750; 0.000;15.300;0.000;0.000;44.900;4.000;1167.000;19.500
2049.000; 0.000;15.300;0.000;0.000;44.500;4.000;1166.000;19.500
2049.250; 0.000;15.300;0.000;0.000;44.100;4.000;1166.000;19.500
2049.500; 0.000;15.300;0.000;0.000;43.600;4.000;1166.000;19.500
2049.750; 0.000;15.300;0.000;0.000;43.000;4.000;1166.000;19.500
2050.000; 0.000;15.300;0.000;0.000;42.500;4.000;1166.000;19.500
2050.250; 0.000;15.300;0.000;0.000;41.900;4.000;1166.000;19.500
2050.500; 0.000;15.300;0.000;0.000;41.200;4.000;1166.000;19.500
2050.750; 0.000;15.300;0.000;0.000;40.800;4.000;1166.000;19.500
2051.000; 0.000;15.300;0.000;0.000;40.700;4.000;1166.000;19.500
2051.250; 0.000;15.300;0.000;0.000;40.800;4.000;1165.000;19.500
2051.500; 0.000;15.300;0.000;0.000;41.000;4.000;1167.000;19.500
2051.750; 0.000;15.300;0.000;0.000;41.400;4.000;1165.000;19.500
2052.000; 0.000;15.300;0.000;0.000;41.500;4.000;1166.000;19.500
2052.250; 0.000;15.300;0.000;0.000;41.300;4.000;1166.000;19.500
2052.500; 0.000;15.300;0.000;0.000;40.900;4.000;1167.000;19.500
2052.750; 0.000;15.300;0.000;0.000;40.500;4.000;1167.000;19.500
2053.000; 0.000;15.300;0.000;0.000;39.700;4.000;1166.000;19.500
2053.250; 0.000;15.300;0.000;0.000;38.800;4.000;1166.000;19.500
2053.500; 0.000;15.300;0.000;0.000;37.700;4.000;1166.000;19.500
2053.750; 0.000;15.300;0.000;0.000;36.300;4.000;1166.000;19.500
2054.000; 0.000;15.300;0.000;0.000;34.700;4.000;1166.000;19.500
2054.250; 0.000;15.300;0.000;0.000;33.000;4.000;1166.000;19.500
2054.500; 0.000;15.300;0.000;0.000;31.200;4.000;1166.000;19.500
2054.750; 0.000;15.300;0.000;0.000;29.400;4.000;1166.000;19.500
2055.000; 0.000;15.300;0.000;0.000;27.600;4.000;1166.000;19.500
2055.250; 0.000;15.300;0.000;0.000;25.800;4.000;1166.000;19.500
2055.500; 0.000;15.300;0.000;0.000;24.200;4.000;1166.000;19.500
2055.750; 0.000;15.300;0.000;0.000;22.800;4.000;1166.000;19.500
2056.000; 0.000;15.300;0.000;0.000;21.700;4.000;1166.000;19.500
2056.250; 0.000;15.300;0.000;0.000;20.900;4.000;1166.000;19.500
2056.500; 0.000;15.300;0.000;0.000;20.200;4.000;1166.000;19.500
2056.750; 0.000;15.300;0.000;0.000;19.600;4.000;1167.000;19.500
2057.000; 0.000;15.300;0.000;0.000;18.800;4.000;1167.000;19.500
2057.250; 0.000;15.300;0.000;0.000;18.000;4.000;1167.000;19.500
2057.500; 0.000;15.300;0.000;0.000;17.100;4.000;1167.000;19.500
2057.750; 0.000;15.300;0.000;0.000;16.300;4.000;1167.000;19.600
2058.000; 0.000;15.300;0.000;0.000;15.800;4.000;1166.000;19.500
2058.250; 0.000;15.300;0.000;0.000;15.600;4.000;1166.000;19.500
2058.500; 0.000;15.300;0.000;0.000;15.800;4.000;1167.000;19.500
2058.750; 0.000;15.300;0.000;0.000;16.500;4.000;1166.000;19.500
2059.000; 0.000;15.300;0.000;0.000;17.700;4.000;1166.000;19.500
2059.250; 0.000;15.300;0.000;0.000;19.100;4.000;1166.000;19.500
2059.500; 0.000;15.300;0.000;0.000;21.100;4.000;1166.000;19.500
2059.750; 0.000;15.300;0.000;0.000;23.400;4.000;1166.000;19.500
2060.000; 0.000;15.300;0.000;0.000;25.900;4.000;1166.000;19.500
2060.250; 0.000;15.300;0.000;0.000;28.400;4.000;1166.000;19.500
2060.500; 0.000;15.300;0.000;0.000;30.500;4.000;1166.000;19.500
2060.750; 0.000;15.300;0.000;0.000;32.200;4.000;1166.000;19.500
2061.000; 0.000;15.300;0.000;0.000;33.500;4.000;1166.000;19.500
2061.250; 0.000;15.300;0.000;0.000;34.200;4.000;1166.000;19.500
2061.500; 0.000;15.300;0.000;0.000;34.400;4.000;1166.000;19.500
2061.750; 0.000;15.300;0.000;0.000;34.100;4.000;1166.000;19.500
2062.000; 0.000;15.300;0.000;0.000;33.200;4.000;1166.000;19.500
2062.250; 0.000;15.300;0.000;0.000;31.900;4.000;1166.000;19.500
2062.500; 0.000;15.300;0.000;0.000;30.400;4.000;1166.000;19.500
2062.750; 0.000;15.300;0.000;0.000;29.000;4.000;1166.000;19.500
2063.000; 0.000;15.300;0.000;0.000;27.800;4.000;1166.000;19.500
2063.250; 0.000;15.300;0.000;0.000;26.800;4.000;1166.000;19.500
2063.500; 0.000;15.300;0.000;0.000;26.000;4.000;1167.000;19.500
2063.750; 0.000;15.300;0.000;0.000;25.300;4.000;1167.000;19.500
2064.000; 0.000;15.300;0.000;0.000;24.500;4.000;1166.000;19.500
2064.250; 0.000;15.300;0.000;0.000;23.900;4.000;1166.000;19.500
2064.500; 0.000;15.300;0.000;0.000;23.600;4.000;1167.000;19.500
2064.750; 0.000;15.300;0.000;0.000;23.500;4.000;1166.000;19.500
2065.000; 0.000;15.300;0.000;0.000;23.500;4.000;1166.000;19.500
2065.250; 0.000;15.300;0.000;0.000;23.700;4.000;1167.000;19.500
2065.500; 0.000;15.300;0.000;0.000;24.000;4.000;1166.000;19.500
2065.750; 0.000;15.300;0.000;0.000;24.400;4.000;1165.000;19.500
2066.000; 0.000;15.300;0.000;0.000;24.800;4.000;1167.000;19.500
2066.250; 0.000;15.300;0.000;0.000;25.400;4.000;1166.000;19.500
2066.500; 0.000;15.300;0.000;0.000;26.100;4.000;1166.000;19.500
2066.750; 0.000;15.300;0.000;0.000;26.800;4.000;1167.000;19.500
2067.000; 0.000;15.300;0.000;0.000;27.400;4.000;1166.000;19.500
2067.250; 0.000;15.300;0.000;0.000;28.200;4.000;1166.000;19.500
2067.500; 0.000;15.300;0.000;0.000;29.000;4.000;1167.000;19.500
2067.750; 0.000;15.300;0.000;0.000;29.800;4.000;1166.000;19.500
2068.000; 0.000;15.300;0.000;0.000;30.600;4.000;1167.000;19.500
2068.250; 0.000;15.300;0.000;0.000;31.500;4.000;1167.000;19.500
2068.500; 0.000;15.300;0.000;0.000;32.200;4.000;1166.000;19.500
2068.750; 0.000;15.300;0.000;0.000;32.900;4.000;1167.000;19.500
2069.000; 0.000;15.300;0.000;0.000;33.600;4.000;1167.000;19.500
2069.250; 0.000;15.300;0.000;0.000;34.200;4.000;1167.000;19.500
2069.500; 0.000;15.300;0.000;0.000;34.700;4.000;1166.000;19.500
2069.750; 0.000;15.300;0.000;0.000;35.100;4.000;1166.000;19.500
2070.000; 0.000;15.300;0.000;0.000;35.500;4.000;1166.000;19.500
2070.250; 0.000;15.300;0.000;0.000;35.800;4.000;1167.000;19.500
2070.500; 0.000;15.300;0.000;0.000;36.000;4.000;1167.000;19.500
2070.750; 0.000;15.300;0.000;0.000;36.100;4.000;1166.000;19.500
2071.000; 0.000;15.300;0.000;0.000;36.100;4.000;1166.000;19.500
2071.250; 0.000;15.300;0.000;0.000;36.100;4.000;1167.000;19.500
2071.500; 0.000;15.300;0.000;0.000;36.000;4.000;1166.000;19.500
2071.750; 0.000;15.300;0.000;0.000;35.900;4.000;1166.000;19.500
2072.000; 0.000;15.300;0.000;0.000;35.800;4.000;1167.000;19.500
2072.250; 0.000;15.300;0.000;0.000;35.700;4.000;1166.000;19.500
2072.500; 0.000;15.300;0.000;0.000;35.700;4.000;1166.000;19.500
2072.750; 0.000;15.300;0.000;0.000;35.700;4.000;1166.000;19.500
2073.000; 0.000;15.300;0.000;0.000;35.700;4.000;1167.000;19.500
2073.250; 0.000;15.300;0.000;0.000;35.900;4.000;1165.000;19.500
2073.500; 0.000;15.300;0.000;0.000;36.000;4.000;1166.000;19.500
2073.750; 0.000;15.300;0.000;0.000;36.100;4.000;1166.000;19.500
2074.000; 0.000;15.300;0.000;0.000;36.200;4.000;1166.000;19.500
2074.250; 0.000;15.300;0.000;0.000;36.300;4.000;1166.000;19.500
2074.500; 0.000;15.300;0.000;0.000;36.400;4.000;1166.000;19.500
2074.750; 0.000;15.300;0.000;0.000;36.500;4.000;1166.000;19.500
2075.000; 0.000;15.300;0.000;0.000;36.700;4.000;1166.000;19.500
2075.250; 0.000;15.300;0.000;0.000;36.900;4.000;1166.000;19.500
2075.500; 0.000;15.300;0.000;0.000;37.200;4.000;1166.000;19.500
2075.750; 0.000;15.300;0.000;0.000;37.400;4.000;1166.000;19.500
2076.000; 0.000;15.300;0.000;0.000;37.500;4.000;1166.000;19.500
2076.250; 0.000;15.300;0.000;0.000;37.600;4.000;1166.000;19.500
2076.500; 0.000;15.300;0.000;0.000;37.600;4.000;1166.000;19.500
2076.750; 0.000;15.300;0.000;0.000;37.600;4.000;1167.000;19.500
2077.000; 0.000;15.300;0.000;0.000;37.500;4.000;1166.000;19.500
2077.250; 0.000;15.300;0.000;0.000;37.600;4.000;1166.000;19.500
2077.500; 0.000;15.300;0.000;0.000;37.700;4.000;1166.000;19.500
2077.750; 0.000;15.300;0.000;0.000;37.600;4.000;1166.000;19.500
2078.000; 0.000;15.300;0.000;0.000;37.500;4.000;1165.000;19.500
2078.250; 0.000;15.300;0.000;0.000;37.200;4.000;1166.000;19.500
2078.500; 0.000;15.300;0.000;0.000;36.800;4.000;1166.000;19.500
2078.750; 0.000;15.300;0.000;0.000;36.200;4.000;1166.000;19.500
2079.000; 0.000;15.300;0.000;0.000;35.500;4.000;1166.000;19.500
2079.250; 0.000;15.300;0.000;0.000;34.900;4.000;1167.000;19.500
2079.500; 0.000;15.300;0.000;0.000;34.300;4.000;1166.000;19.500
2079.750; 0.000;15.300;0.000;0.000;33.500;4.000;1167.000;19.500
2080.000; 0.000;15.300;0.000;0.000;32.900;4.000;1167.000;19.500
2080.250; 0.000;15.300;0.000;0.000;32.300;4.000;1166.000;19.500
2080.500; 0.000;15.300;0.000;0.000;31.700;4.000;1167.000;19.500
2080.750; 0.000;15.300;0.000;0.000;31.000;4.000;1166.000;19.500
2081.000; 0.000;15.300;0.000;0.000;30.500;4.000;1166.000;19.500
2081.250; 0.000;15.300;0.000;0.000;30.000;4.000;1166.000;19.500
2081.500; 0.000;15.300;0.000;0.000;29.300;4.000;1166.000;19.500
2081.750; 0.000;15.300;0.000;0.000;28.800;4.000;1166.000;19.500
2082.000; 0.000;15.300;0.000;0.000;28.400;4.000;1166.000;19.500
2082.250; 0.000;15.300;0.000;0.000;28.100;4.000;1166.000;19.500
2082.500; 0.000;15.300;0.000;0.000;27.900;4.000;1166.000;19.500
2082.750; 0.000;15.300;0.000;0.000;27.900;4.000;1166.000;19.500
2083.000; 0.000;15.300;0.000;0.000;27.900;4.000;1166.000;19.500
2083.250; 0.000;15.300;0.000;0.000;27.900;4.000;1166.000;19.500
2083.500; 0.000;15.300;0.000;0.000;27.900;4.000;1166.000;19.500
2083.750; 0.000;15.300;0.000;0.000;27.900;4.000;1166.000;19.500
2084.000; 0.000;15.300;0.000;0.000;27.900;4.000;1167.000;19.500
2084.250; 0.000;15.300;0.000;0.000;28.100;4.000;1166.000;19.500
2084.500; 0.000;15.300;0.000;0.000;28.400;4.000;1166.000;19.500
2084.750; 0.000;15.300;0.000;0.000;28.800;4.000;1166.000;19.500
2085.000; 0.000;15.300;0.000;0.000;29.300;4.000;1167.000;19.500
2085.250; 0.000;15.300;0.000;0.000;30.000;4.000;1166.000;19.500
2085.500; 0.000;15.300;0.000;0.000;30.600;4.000;1165.000;19.500
2085.750; 0.000;15.300;0.000;0.000;31.200;4.000;1166.000;19.500
2086.000; 0.000;15.300;0.000;0.000;31.900;4.000;1166.000;19.500
2086.250; 0.000;15.300;0.000;0.000;32.600;4.000;1166.000;19.500
2086.500; 0.000;15.300;0.000;0.000;33.200;4.000;1166.000;19.500
2086.750; 0.000;15.300;0.000;0.000;33.800;4.000;1166.000;19.500
2087.000; 0.000;15.300;0.000;0.000;34.400;4.000;1166.000;19.500
2087.250; 0.000;15.300;0.000;0.000;34.800;4.000;1166.000;19.500
2087.500; 0.000;15.300;0.000;0.000;35.100;4.000;1167.000;19.500
2087.750; 0.000;15.300;0.000;0.000;35.400;4.000;1166.000;19.500
2088.000; 0.000;15.300;0.000;0.000;35.500;4.000;1167.000;19.500
2088.250; 0.000;15.300;0.000;0.000;35.600;4.000;1166.000;19.500
2088.500; 0.000;15.300;0.000;0.000;35.700;4.000;1167.000;19.500
2088.750; 0.000;15.300;0.000;0.000;35.800;4.000;1167.000;19.500
2089.000; 0.000;15.300;0.000;0.000;35.800;4.000;1167.000;19.500
2089.250; 0.000;15.300;0.000;0.000;35.800;4.000;1166.000;19.500
2089.500; 0.000;15.300;0.000;0.000;35.800;4.000;1166.000;19.500
2089.750; 0.000;15.300;0.000;0.000;35.900;4.000;1166.000;19.500
2090.000; 0.000;15.300;0.000;0.000;35.800;4.000;1166.000;19.500
2090.250; 0.000;15.300;0.000;0.000;35.800;4.000;1166.000;19.500
2090.500; 0.000;15.300;0.000;0.000;35.700;4.000;1167.000;19.500
2090.750; 0.000;15.300;0.000;0.000;35.400;4.000;1167.000;19.500
2091.000; 0.000;15.300;0.000;0.000;35.100;4.000;1167.000;19.500
2091.250; 0.000;15.300;0.000;0.000;34.700;4.000;1166.000;19.500
2091.500; 0.000;15.300;0.000;0.000;34.200;4.000;1166.000;19.500
2091.750; 0.000;15.300;0.000;0.000;33.600;4.000;1166.000;19.500
2092.000; 0.000;15.300;0.000;0.000;33.000;4.000;1166.000;19.500
2092.250; 0.000;15.300;0.000;0.000;32.400;4.000;1167.000;19.500
2092.500; 0.000;15.300;0.000;0.000;31.700;4.000;1165.000;19.500
2092.750; 0.000;15.300;0.000;0.000;31.100;4.000;1166.000;19.500
2093.000; 0.000;15.300;0.000;0.000;30.700;4.000;1166.000;19.500
2093.250; 0.000;15.300;0.000;0.000;30.300;4.000;1166.000;19.500
2093.500; 0.000;15.300;0.000;0.000;30.000;4.000;1166.000;19.500
2093.750; 0.000;15.300;0.000;0.000;29.900;4.000;1166.000;19.500
2094.000; 0.000;15.300;0.000;0.000;29.700;4.000;1166.000;19.500
2094.250; 0.000;15.300;0.000;0.000;29.500;4.000;1167.000;19.500
2094.500; 0.000;15.300;0.000;0.000;29.400;4.000;1167.000;19.500
2094.750; 0.000;15.300;0.000;0.000;29.200;4.000;1165.000;19.500
2095.000; 0.000;15.300;0.000;0.000;29.200;4.000;1166.000;19.500
2095.250; 0.000;15.300;0.000;0.000;29.200;4.000;1166.000;19.500
2095.500; 0.000;15.300;0.000;0.000;29.400;4.000;1166.000;19.500
2095.750; 0.000;15.300;0.000;0.000;29.600;4.000;1166.000;19.500
2096.000; 0.000;15.300;0.000;0.000;29.800;4.000;1167.000;19.500
2096.250; 0.000;15.300;0.000;0.000;30.000;4.000;1167.000;19.500
2096.500; 0.000;15.300;0.000;0.000;30.100;4.000;1167.000;19.500
2096.750; 0.000;15.300;0.000;0.000;30.400;4.000;1166.000;19.500
2097.000; 0.000;15.300;0.000;0.000;30.600;4.000;1166.000;19.500
2097.250; 0.000;15.300;0.000;0.000;30.800;4.000;1166.000;19.500
2097.500; 0.000;15.300;0.000;0.000;31.100;4.000;1166.000;19.500
2097.750; 0.000;15.300;0.000;0.000;31.300;4.000;1166.000;19.500
2098.000; 0.000;15.300;0.000;0.000;31.400;4.000;1166.000;19.500
2098.250; 0.000;15.300;0.000;0.000;31.600;4.000;1167.000;19.500
2098.500; 0.000;15.300;0.000;0.000;31.700;4.000;1167.000;19.500
2098.750; 0.000;15.300;0.000;0.000;31.800;4.000;1167.000;19.500
2099.000; 0.000;15.300;0.000;0.000;31.900;4.000;1166.000;19.500
2099.250; 0.000;15.300;0.000;0.000;32.000;4.000;1166.000;19.500
2099.500; 0.000;15.300;0.000;0.000;32.100;4.000;1166.000;19.500
2099.750; 0.000;15.300;0.000;0.000;32.100;4.700;1166.000;19.500
2100.000; 0.000;15.300;0.000;0.000;32.100;4.000;1165.000;19.500
2100.250; 0.000;15.300;0.000;0.000;32.100;4.000;1166.000;19.500
2100.500; 0.000;15.300;0.000;0.000;32.100;4.000;1166.000;19.500
2100.750; 0.000;15.300;0.000;0.000;32.100;4.000;1167.000;19.500
2101.000; 0.000;15.300;0.000;0.000;32.200;4.000;1166.000;19.500
2101.250; 0.000;15.300;0.000;0.000;32.200;4.000;1166.000;19.500
2101.500; 0.000;15.300;0.000;0.000;32.300;4.000;1166.000;19.500
2101.750; 0.000;15.300;0.000;0.000;32.300;4.000;1166.000;19.500
2102.000; 0.000;15.300;0.000;0.000;32.300;4.000;1166.000;19.500
2102.250; 0.000;15.300;0.000;0.000;32.400;4.000;1165.000;19.500
2102.500; 0.000;15.300;0.000;0.000;32.400;4.000;1166.000;19.500
2102.750; 0.000;15.300;0.000;0.000;32.600;4.000;1166.000;19.500
2103.000; 0.000;15.300;0.000;0.000;32.800;4.000;1166.000;19.500
2103.250; 0.000;15.300;0.000;0.000;33.100;4.000;1166.000;19.500
2103.500; 0.000;15.300;0.000;0.000;33.300;4.000;1166.000;19.500
2103.750; 0.000;15.300;0.000;0.000;33.500;4.000;1166.000;19.500
2104.000; 0.000;15.300;0.000;0.000;33.600;4.000;1166.000;19.500
2104.250; 0.000;15.300;0.000;0.000;33.600;4.000;1167.000;19.500
2104.500; 0.000;15.300;0.000;0.000;33.600;4.000;1167.000;19.500
2104.750; 0.000;15.300;0.000;0.000;33.700;4.000;1166.000;19.500
2105.000; 0.000;15.300;0.000;0.000;33.700;4.000;1166.000;19.500
2105.250; 0.000;15.300;0.000;0.000;33.700;4.000;1166.000;19.500
2105.500; 0.000;15.300;0.000;0.000;33.800;4.000;1166.000;19.500
2105.750; 0.000;15.300;0.000;0.000;34.000;4.000;1166.000;19.500
2106.000; 0.000;15.300;0.000;0.000;34.200;4.000;1166.000;19.500
2106.250; 0.000;15.300;0.000;0.000;34.500;4.000;1166.000;19.500
2106.500; 0.000;15.300;0.000;0.000;34.500;4.000;1166.000;19.500
2106.750; 0.000;15.300;0.000;0.000;34.500;4.000;1166.000;19.500
2107.000; 0.000;15.300;0.000;0.000;34.300;4.000;1165.000;19.500
2107.250; 0.000;15.300;0.000;0.000;34.000;4.000;1166.000;19.500
2107.500; 0.000;15.300;0.000;0.000;33.700;4.000;1166.000;19.500
2107.750; 0.000;15.300;0.000;0.000;33.500;4.000;1166.000;19.500
2108.000; 0.000;15.300;0.000;0.000;33.200;4.000;1167.000;19.500
2108.250; 0.000;15.300;0.000;0.000;32.900;4.000;1166.000;19.500
2108.500; 0.000;15.300;0.000;0.000;32.600;4.000;1166.000;19.500
2108.750; 0.000;15.300;0.000;0.000;32.300;4.000;1166.000;19.500
2109.000; 0.000;15.300;0.000;0.000;32.000;4.000;1166.000;19.500
2109.250; 0.000;15.300;0.000;0.000;31.800;4.000;1165.000;19.500
2109.500; 0.000;15.300;0.000;0.000;31.600;4.000;1166.000;19.500
2109.750; 0.000;15.300;0.000;0.000;31.300;4.000;1166.000;19.500
2110.000; 0.000;15.300;0.000;0.000;31.200;4.000;1166.000;19.500
2110.250; 0.000;15.300;0.000;0.000;31.200;4.000;1166.000;19.500
2110.500; 0.000;15.300;0.000;0.000;31.200;4.000;1166.000;19.500
2110.750; 0.000;15.300;0.000;0.000;31.400;4.000;1166.000;19.500
2111.000; 0.000;15.300;0.000;0.000;31.600;4.000;1166.000;19.500
2111.250; 0.000;15.300;0.000;0.000;32.000;4.000;1166.000;19.500
2111.500; 0.000;15.300;0.000;0.000;32.500;4.000;1166.000;19.500
2111.750; 0.000;15.300;0.000;0.000;32.900;4.000;1166.000;19.500
2112.000; 0.000;15.300;0.000;0.000;33.400;4.000;1166.000;19.500
2112.250; 0.000;15.300;0.000;0.000;33.800;4.000;1166.000;19.500
2112.500; 0.000;15.300;0.000;0.000;34.000;4.000;1166.000;19.500
2112.750; 0.000;15.300;0.000;0.000;34.300;4.000;1166.000;19.500
2113.000; 0.000;15.300;0.000;0.000;34.500;4.000;1166.000;19.500
2113.250; 0.000;15.300;0.000;0.000;34.700;4.000;1166.000;19.500
2113.500; 0.000;15.300;0.000;0.000;35.000;4.000;1166.000;19.500
2113.750; 0.000;15.300;0.000;0.000;35.200;4.000;1166.000;19.500
2114.000; 0.000;15.300;0.000;0.000;35.200;4.000;1166.000;19.500
2114.250; 0.000;15.300;0.000;0.000;35.200;4.000;1166.000;19.500
2114.500; 0.000;15.300;0.000;0.000;35.100;4.000;1165.000;19.500
2114.750; 0.000;15.300;0.000;0.000;35.000;4.000;1166.000;19.500
2115.000; 0.000;15.300;0.000;0.000;34.800;4.000;1166.000;19.500
2115.250; 0.000;15.300;0.000;0.000;34.600;4.000;1166.000;19.500
2115.500; 0.000;15.300;0.000;0.000;34.300;4.000;1166.000;19.500
2115.750; 0.000;15.300;0.000;0.000;34.000;4.000;1166.000;19.500
2116.000; 0.000;15.300;0.000;0.000;33.800;4.000;1166.000;19.500
2116.250; 0.000;15.300;0.000;0.000;33.400;4.000;1166.000;19.500
2116.500; 0.000;15.300;0.000;0.000;33.200;4.000;1166.000;19.500
2116.750; 0.000;15.300;0.000;0.000;33.000;4.000;1165.000;19.500
2117.000; 0.000;15.300;0.000;0.000;32.900;4.000;1167.000;19.500
2117.250; 0.000;15.300;0.000;0.000;32.800;4.000;1166.000;19.500
2117.500; 0.000;15.300;0.000;0.000;32.700;4.000;1166.000;19.500
2117.750; 0.000;15.300;0.000;0.000;32.500;4.000;1166.000;19.500
2118.000; 0.000;15.300;0.000;0.000;32.500;4.000;1166.000;19.500
2118.250; 0.000;15.300;0.000;0.000;32.300;4.000;1167.000;19.500
